Name,TeamAbbreviation,GamesPlayed,Minutes,ShotQualityAvg,AtRimFG3AFrequency,Avg2ptShotDistance,Avg3ptShotDistance,AtRimFGM,AtRimFGA,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,AtRimPctBlocked,ShortMidRangeFGM,ShortMidRangeFGA,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,ShortMidRangePctBlocked,LongMidRangeFGM,LongMidRangeFGA,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,LongMidRangePctBlocked,Corner3FGM,Corner3FGA,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Corner3PctBlocked,Arc3FGM,Arc3FGA,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,Arc3PctBlocked,NonHeaveArc3FGM,NonHeaveArc3FGA,NonHeaveArc3Accuracy,HeaveAttempts,HeaveMakes
Luka Doncic,DAL,285,10230,0.4984177455716586,0.594564349,8.152369281045752,26.879713511420828,827,1136,0.18161470823341327,0.7279929577464789,0.780188679,0.21523579201934703,0.066901408,975,1895,0.3029576338928857,0.5145118733509235,0.5434782608695652,0.09025641,0.053298153,264,641,0.10247801758593125,0.4118564742589704,0.4183835182250396,0.071969697,0.015600624024960999,35,108,0.017266187050359712,0.32407407407407407,0.32407407407407407,0.5428571428571428,0,890,2475,0.39568345323741005,0.3595959595959596,0.3613479496548924,0.251685393,0.004848485,890,2453,0.36282103546677535,22,0
De'Aaron Fox,SAC,289,10144,0.49537872893510215,0.522299839,8.488414322,25.674357441721458,866,1243,0.22264015762135053,0.6967015285599356,0.7556719022687609,0.24133949191685913,0.078037007,916,1847,0.3308257209385635,0.4959393611261505,0.5372434017595308,0.14956331877729256,0.076881429,348,820,0.14687444026509044,0.424390244,0.4280442804428044,0.1781609195402299,0.008536585,75,221,0.039584452803152426,0.3393665158371041,0.3409090909090909,0.9066666666666666,0.004524887,487,1452,0.2600752283718431,0.33539944903581265,0.33842946490618486,0.5420944558521561,0.008953168,487,1448,0.3363259668508287,4,0
Tobias Harris,DET,303,10142,0.5182383296047726,0.5853416149068323,6.846809256661991,25.253111679454392,792,1183,0.29391304347826086,0.6694843617920541,0.7644787644787645,0.5606060606060606,0.1242603550295858,580,1281,0.3182608695652174,0.4527712724434036,0.49956933677863913,0.3120689655172414,0.093676815,170,388,0.096397516,0.4381443298969072,0.44502617801047123,0.28823529411764703,0.015463917525773196,155,383,0.09515528,0.4046997389033943,0.40789473684210525,0.9612903225806452,0.007832898,282,790,0.19627329192546583,0.3569620253164557,0.3592356687898089,0.8794326241134752,0.006329114,282,788,0.35786802030456855,2,0
Trae Young,ATL,290,10122,0.49886740947075203,0.5759075907590759,8.718914027,27.658578775128564,567,1002,0.18371837183718373,0.5658682634730539,0.6435868331441543,0.20105820105820105,0.12075848303393213,750,1645,0.30161349468280163,0.45592705167173253,0.5026809651474531,0.18266666666666667,0.093009119,304,668,0.12247891455812247,0.4550898203592814,0.46986089644513135,0.11842105263157894,0.031437126,51,126,0.02310231,0.40476190476190477,0.4112903225806452,0.7058823529411765,0.015873015873015872,710,2013,0.3690869086908691,0.35270740188772975,0.35678391959798994,0.2633802816901408,0.011425732737208148,710,2001,0.3548225887056472,12,0
Jalen Brunson,NYK,315,10114,0.491065669,0.4901639344262295,8.626104651162791,25.433750000000003,606,952,0.19508196721311474,0.6365546218487395,0.696551724,0.24257425742574257,0.086134454,894,1784,0.3655737704918033,0.5011210762331838,0.5283687943262412,0.20917225950782997,0.051569507,330,704,0.14426229508196722,0.46875,0.4748201438848921,0.21212121212121213,0.012784091,144,303,0.062090164,0.4752475247524752,0.4768211920529801,0.9375,0.00330033,436,1137,0.23299180327868851,0.3834652594547054,0.3848190644307149,0.5481651376146789,0.00351803,436,1136,0.38380281690140844,1,0
Buddy Hield,GSW,339,10113,0.5349997989117579,0.832389046,7.622173913043478,25.723214285714285,408,670,0.15816808309726157,0.608955224,0.688026981,0.5661764705882353,0.11492537313432835,141,376,0.088762984,0.375,0.43788819875776397,0.425531915,0.14361702127659576,137,334,0.07884797,0.4101796407185629,0.4176829268292683,0.46715328467153283,0.017964071856287425,225,500,0.11803588290840415,0.45,0.45454545454545453,0.9377777777777778,0.01,901,2356,0.5561850802644004,0.382427844,0.38819474364498063,0.8490566037735849,0.014855687606112054,900,2350,0.3829787234042553,5,1
RJ Barrett,TOR,294,9958,0.5422853749467405,0.6965311768461375,5.138926799007445,24.99945762711864,1062,1798,0.38263460310704406,0.5906562847608454,0.6747141041931385,0.4924670433145009,0.12458286985539488,418,1173,0.24962758033624174,0.35635123614663256,0.4106090373280943,0.3157894736842105,0.13213981244671782,83,253,0.053841243,0.32806324110671936,0.3401639344262295,0.3855421686746988,0.035573123,183,483,0.10278782719727601,0.37888198757763975,0.3836477987421384,0.9781420765027322,0.012422360248447204,332,992,0.2111087465418174,0.3346774193548387,0.33877551020408164,0.9186746987951807,0.012096774193548387,332,988,0.3360323886639676,4,0
Rudy Gobert,MIN,306,9837,0.6029570227081581,0.8533109807208717,2.3715430016863404,43.90714285714286,1513,2022,0.8474434199497066,0.748269041,0.807794981,0.7290152015862524,0.073689416,91,326,0.1366303436714166,0.2791411042944785,0.33211678832116787,0.7472527472527473,0.15950920245398773,5,24,0.010058675607711651,0.20833333333333334,0.21739130434782608,0.8,0.041666666666666664,0,1,0.000419111,0,0,0,0,0,13,0.005448449,0,0,0,0.076923077,0,5,0,8,0
Kentavious Caldwell-Pope,ORL,321,9769,0.5331653465346535,0.716794731,9.589010132501949,25.002827586206894,315,509,0.18624222466154408,0.618860511,0.6702127659574468,0.7587301587301587,0.076620825,106,284,0.10391511159897548,0.3732394366197183,0.4140625,0.6886792452830188,0.098591549,215,490,0.17929015733626052,0.4387755102040816,0.4396728016359918,0.7302325581395349,0.002040816,238,574,0.21002561287961946,0.4146341463414634,0.4160839160839161,0.9831932773109243,0.003484321,338,876,0.3205268935236004,0.3858447488584475,0.38717067583046966,0.8875739644970414,0.003424658,338,873,0.38717067583046966,3,0
Devin Booker,PHX,279,9748,0.4933548707210487,0.49336484275586256,10.21122394441475,26.081125639567933,637,955,0.17360479912743138,0.6670157068062827,0.7197740112994351,0.48822605965463106,0.073298429,766,1542,0.28031267042355934,0.496757458,0.534542917,0.34986945169712796,0.070687419,602,1245,0.22632248682057807,0.4835341365461847,0.49263502454991814,0.3372093023255814,0.018473895582329317,91,213,0.038720233,0.4272300469483568,0.43333333333333335,0.9230769230769231,0.014084507042253521,540,1546,0.2810398109434648,0.34928848641655885,0.3527106466361855,0.6092592592592593,0.009702458,540,1542,0.35019455252918286,4,0
