Name,TeamAbbreviation,GamesPlayed,Minutes,ShotQualityAvg,AtRimFG3AFrequency,Avg2ptShotDistance,Avg3ptShotDistance,AtRimFGM,AtRimFGA,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,AtRimPctBlocked,ShortMidRangeFGM,ShortMidRangeFGA,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,ShortMidRangePctBlocked,LongMidRangeFGM,LongMidRangeFGA,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,LongMidRangePctBlocked,Corner3FGM,Corner3FGA,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Corner3PctBlocked,Arc3FGM,Arc3FGA,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,Arc3PctBlocked,NonHeaveArc3FGM,NonHeaveArc3FGA,NonHeaveArc3Accuracy,HeaveAttempts,HeaveMakes
Dillon Brooks,HOU,268,8066,0.5129099608282037,0.6183035714285714,8.085815268614514,25.564569083447335,451,754,0.21037946428571427,0.5981432360742706,0.6526772793053546,0.5299334811529933,0.083554377,381,969,0.27036830357142855,0.3931888544891641,0.42713004484304934,0.4435695538057743,0.079463364,160,399,0.111328125,0.40100250626566414,0.40302267002518893,0.525,0.005012531,113,271,0.075613839,0.41697416974169743,0.4200743494423792,0.9557522123893806,0.007380074,388,1191,0.33231026785714285,0.32577665827036106,0.32742616033755273,0.8608247422680413,0.005037783,388,1184,0.3277027027027027,7,0
Kyrie Irving,DAL,223,8020,0.5039198891904115,0.5719123955746218,8.771886380189367,26.035888294711825,550,850,0.1919169112666516,0.6470588235294118,0.7087628865979382,0.3836363636363636,0.087058824,648,1248,0.2817791826597426,0.5192307692307693,0.5605536332179931,0.22530864197530864,0.073717949,311,648,0.14630842176563558,0.4799382716049383,0.48746081504702193,0.2765273311897106,0.015432098765432098,96,220,0.049672612,0.43636363636363634,0.4383561643835616,0.8229166666666666,0.004545455,587,1463,0.33032287198013094,0.40123034859876966,0.4045485871812543,0.5400340715502555,0.008202324,587,1458,0.40260631001371744,5,0
Grayson Allen,PHX,282,8002,0.5496726602023609,0.8563605728727886,5.077579617834395,25.750660792951543,290,444,0.18702611625947768,0.6531531531531531,0.7231920199501247,0.6103448275862069,0.096846847,119,305,0.12847514743049704,0.3901639344262295,0.4375,0.6050420168067226,0.10819672131147541,7,36,0.015164279696714406,0.19444444444444445,0.19444444444444445,0.8571428571428571,0,181,396,0.16680707666385847,0.45707070707070707,0.4641025641025641,0.9779005524861878,0.015151515151515152,480,1193,0.5025273799494524,0.40234702430846603,0.4074702886247878,0.8833333333333333,0.012573344509639563,480,1193,0.40234702430846603,0,0
Anthony Davis,LAL,231,7984,0.5161446581196582,0.5107985936715218,7.114437308,26.01620947630922,1239,1633,0.41009542943244603,0.7587262706674831,0.8061158100195186,0.6682808716707022,0.058787508,548,1246,0.3129080863887494,0.43980738362760835,0.4765217391304348,0.5766423357664233,0.077046549,263,702,0.17629331993972877,0.37464387464387466,0.3795093795093795,0.6045627376425855,0.012820513,21,55,0.013812154696132596,0.38181818181818183,0.3888888888888889,0.9523809523809523,0.018181818,82,346,0.08689101,0.23699421965317918,0.23699421965317918,0.9634146341463414,0,82,345,0.23768115942028986,1,0
Kelly Oubre Jr.,PHI,269,7981,0.5482389816360601,0.7600111234705228,5.038808212318478,25.341213258286423,723,1134,0.3153503893214683,0.6375661375661376,0.731041456,0.6293222683264177,0.12786596119929453,281,732,0.203559511,0.383879781,0.4517684887459807,0.49466192170818507,0.15027322404371585,51,131,0.036429366,0.3893129770992366,0.3923076923076923,0.5098039215686274,0.007633588,180,523,0.14543937708565072,0.3441682600382409,0.3468208092485549,0.9722222222222222,0.007648184,341,1076,0.2992213570634038,0.31691449814126393,0.31780055917986955,0.8914956011730205,0.002788104,341,1074,0.31750465549348234,2,0
Jordan Clarkson,UTA,276,7967,0.49299011933174225,0.63459254,7.114688221709007,25.873385518590997,382,627,0.14896650035637918,0.6092503987240829,0.6773049645390071,0.25654450261780104,0.10047846889952153,676,1378,0.3273936802090758,0.49056603773584906,0.5327029156816391,0.22781065088757396,0.079100145,62,160,0.03801378,0.3875,0.4025974025974026,0.3064516129032258,0.0375,115,336,0.079828938,0.34226190476190477,0.34534534534534533,0.9478260869565217,0.008928571,551,1708,0.4057971014492754,0.3225995316159251,0.3258426966292135,0.6225045372050817,0.009953162,551,1691,0.3258426966292135,17,0
Caris LeVert,CLE,266,7926,0.5233629080118695,0.6422018348623854,6.658524054,25.55670436187399,565,932,0.2758212488902042,0.6062231759656652,0.6750298685782556,0.45309734513274336,0.10193133047210301,412,1007,0.2980171648416691,0.40913604766633566,0.43736730360934184,0.28640776699029125,0.064548163,72,202,0.059781,0.3564356435643564,0.36180904522613067,0.25,0.014851485,90,245,0.072506659,0.3673469387755102,0.371900826,0.8777777777777778,0.012244897959183673,344,993,0.2938739271973957,0.3464249748237664,0.3506625891946993,0.6337209302325582,0.012084592145015106,344,989,0.34782608695652173,4,0
Lauri Markkanen,UTA,251,7859,0.5326702520767689,0.7600114416475973,5.440080045740422,25.78523182598741,613,910,0.2602974828375286,0.6736263736263737,0.7503059975520195,0.7047308319738989,0.1021978021978022,317,681,0.19479405034324943,0.4654919236417034,0.52310231,0.6719242902208202,0.11013215859030837,61,158,0.045194508,0.3860759493670886,0.40131578947368424,0.6065573770491803,0.037974684,162,351,0.10040045766590389,0.46153846153846156,0.4682080924855491,0.9938271604938271,0.014245014245014245,513,1396,0.39931350114416475,0.3674785100286533,0.3714699493120927,0.9668615984405458,0.010744985673352435,513,1392,0.36853448275862066,4,0
Karl-Anthony Towns,NYK,236,7856,0.5290904867835645,0.6793933054393305,5.627762485253637,25.740046838407487,870,1317,0.34440376569037656,0.6605922551252847,0.7404255319148936,0.6011494252873564,0.10782080485952923,462,969,0.2533995815899582,0.47678018575851394,0.5334872979214781,0.5216450216450217,0.10629514963880289,98,257,0.067207113,0.38132295719844356,0.3858267716535433,0.6326530612244898,0.011673151750972763,36,113,0.029550209,0.3185840707964602,0.3185840707964602,0.9444444444444444,0,481,1168,0.3054393305439331,0.4118150684931507,0.41501294219154444,0.9376299376299376,0.007705479,481,1167,0.41216795201371037,1,0
Scottie Barnes,TOR,224,7831,0.5171470787604907,0.5728530073978771,6.653232759,25.861216730038024,683,992,0.31907365712447733,0.688508065,0.7391774891774892,0.5212298682284041,0.068548387,409,980,0.31521389514313286,0.4173469387755102,0.4474835886214442,0.391198044,0.067346939,133,348,0.11193309745899004,0.382183908,0.3866279069767442,0.3458646616541353,0.011494252873563218,65,197,0.063364426,0.3299492385786802,0.33163265306122447,0.9076923076923077,0.005076142,180,592,0.19041492441299454,0.30405405405405406,0.30612244897959184,0.8555555555555555,0.006756757,179,582,0.3075601374570447,9,1
Terance Mann,LAC,327,7808,0.5447199723884032,0.7295194508009153,5.581071677,25.018315508021395,593,846,0.3871853546910755,0.7009456264775413,0.78856383,0.596964587,0.1111111111111111,171,427,0.1954233409610984,0.40046838407494145,0.4609164420485175,0.45614035087719296,0.13114754098360656,52,164,0.075057208,0.3170731707317073,0.32098765432098764,0.46153846153846156,0.012195121951219513,146,377,0.17254004576659038,0.38726790450928383,0.3893333333333333,0.9657534246575342,0.00530504,132,371,0.16979405034324943,0.3557951482479784,0.35772357723577236,0.803030303,0.005390836,131,361,0.3628808864265928,9,1
Norman Powell,LAC,268,7807,0.5285653238066281,0.7319587628865979,6.312665198237885,25.41018893387314,577,932,0.28259551243177683,0.619098712,0.6951807228915663,0.5580589254766031,0.10944206008583691,258,616,0.18677986658580958,0.41883116883116883,0.47513812154696133,0.5658914728682171,0.1185064935064935,114,268,0.081261371,0.4253731343283582,0.4367816091954023,0.631578947,0.026119402985074626,233,466,0.14129775621588841,0.5,0.5021551724137931,0.9613733905579399,0.004291845,394,1016,0.3080654942389327,0.38779527559055116,0.3904856293359762,0.8020304568527918,0.006889764,394,1011,0.3897131552917903,5,0
Jakob Poeltl,TOR,282,7793,0.5489841769459803,0.5768903993203058,4.3136537643555934,60.53333333333333,983,1355,0.5756159728122345,0.7254612546125462,0.7826433121019108,0.6612410986775178,0.073062731,480,965,0.40994052676295667,0.49740932642487046,0.5298013245033113,0.8270833333333333,0.061139896373056994,6,31,0.013169073916737469,0.1935483870967742,0.2,0.8333333333333334,0.032258065,0,0,0,0,0,0,0,1,3,0.001274427,0.3333333333333333,0.3333333333333333,1,0,0,-1,0,3,1
Bobby Portis,MIL,312,7751,0.5168602295844231,0.5692307692307692,7.936183656276327,25.29122315592904,577,890,0.25834542815674894,0.648314607,0.7176616915422885,0.5476603119584056,0.096629213,467,960,0.27866473149492016,0.4864583333333333,0.5223713646532439,0.4925053533190578,0.06875,239,524,0.1521044992743106,0.45610687022900764,0.4640776699029126,0.694560669,0.017175573,159,420,0.12191582002902758,0.37857142857142856,0.38405797101449274,0.9874213836477987,0.014285714285714285,270,651,0.18896952104499273,0.4147465437788018,0.41731066460587324,0.9962962962962963,0.006144393,270,647,0.41731066460587324,4,0
Brook Lopez,MIL,263,7739,0.5435662105663246,0.757506651,5.388377037562012,26.248360655737706,577,773,0.2938046370201444,0.7464424320827943,0.7839673913043478,0.7227036395147314,0.047865459249676584,249,516,0.1961231470923603,0.48255813953488375,0.5144628099173554,0.7670682730923695,0.062015504,56,122,0.046370201,0.45901639344262296,0.4666666666666667,0.6428571428571429,0.016393443,105,243,0.092360319,0.43209876543209874,0.43209876543209874,0.9714285714285714,0,335,977,0.371341695,0.3428863868986694,0.3435897435897436,0.982089552,0.002047083,335,977,0.3428863868986694,0,0
Bojan Bogdanovic,NYK,257,7718,0.5144761124121779,0.6768149882903981,7.240166666666667,25.022710396039606,433,696,0.20374707259953162,0.6221264367816092,0.7240802675585284,0.5889145496535797,0.14080459770114942,398,866,0.2535128805620609,0.45958429561200925,0.5327978580990629,0.48743718592964824,0.1374133949191686,97,238,0.069672131,0.40756302521008403,0.4330357142857143,0.4948453608247423,0.058823529411764705,251,601,0.1759367681498829,0.4176372712146423,0.4239864864864865,0.9601593625498008,0.014975041597337771,388,1015,0.29713114754098363,0.38226600985221676,0.38453914767096137,0.8608247422680413,0.00591133,388,1015,0.38226600985221676,0,0
Paul George,PHI,227,7706,0.504381346,0.6293793793793794,9.8125,25.89875283446712,485,751,0.18793793793793795,0.6458055925432756,0.7153392330383481,0.3752577319587629,0.097203728,283,660,0.16516516516516516,0.4287878787878788,0.47324414715719065,0.2791519434628975,0.093939394,368,821,0.20545545545545546,0.4482338611449452,0.45714285714285713,0.30434782608695654,0.019488429,140,290,0.072572573,0.4827586206896552,0.49122807017543857,0.8928571428571429,0.017241379310344827,547,1474,0.3688688688688689,0.3710990502035278,0.37465753424657533,0.5886654478976234,0.009497965,547,1464,0.37363387978142076,10,0
Draymond Green,GSW,258,7697,0.5294306881587104,0.7030191004313001,4.725316455696203,25.935203094777563,423,624,0.3844731977818854,0.6778846153846154,0.7181663837011885,0.7328605200945626,0.056089744,188,419,0.25816389402341344,0.4486873508353222,0.4883116883116883,0.7925531914893617,0.081145585,20,63,0.038817005545286505,0.31746031746031744,0.32786885245901637,0.85,0.031746031746031744,51,141,0.086876155,0.3617021276595745,0.3617021276595745,0.9803921568627451,0,120,376,0.23166974738139248,0.3191489361702128,0.32,0.975,0.002659574,119,366,0.3251366120218579,9,1
Miles Bridges,CHA,226,7681,0.5460247715096124,0.7756892230576441,4.996558915537017,25.751962323390895,816,1202,0.37656641604010027,0.6788685524126455,0.7292225201072386,0.6348039215686274,0.069051581,197,521,0.16322055137844613,0.3781190019193858,0.4310722100656455,0.5228426395939086,0.12284069097888675,66,195,0.061090226,0.3384615384615385,0.34554973821989526,0.5,0.020512820512820513,131,349,0.1093358395989975,0.3753581661891118,0.3808139534883721,0.8931297709923665,0.014326647564469915,320,925,0.28978696741854637,0.34594594594594597,0.3489640130861505,0.834375,0.008648649,320,907,0.3528114663726571,18,0
Grant Williams,CHA,311,7666,0.5333784115138593,0.7976633032395114,5.319245283018868,25.04825367647059,287,414,0.21986192246415295,0.6932367149758454,0.7653333333333333,0.710801394,0.094202899,137,332,0.17631439192777482,0.4126506024096386,0.46283783783783783,0.656934307,0.10843373493975904,13,49,0.026022304832713755,0.2653061224489796,0.2765957446808511,0.8461538461538461,0.040816327,186,442,0.23473181093998938,0.42081447963800905,0.4246575342465753,0.989247312,0.009049774,236,646,0.34306956983536907,0.3653250773993808,0.36990595611285265,0.9576271186440678,0.012383901,236,642,0.367601246,4,0
Donte DiVincenzo,MIN,284,7653,0.5521789059572874,0.8763541277549496,4.750797266514806,25.83474152306837,303,547,0.20433320881583864,0.5539305301645339,0.6260330578512396,0.6006600660066007,0.11517367458866545,103,255,0.095255883,0.403921569,0.44396551724137934,0.5631067961165048,0.090196078,26,76,0.028389988793425476,0.34210526315789475,0.34210526315789475,0.5,0,180,423,0.15801270078446022,0.425531915,0.4326923076923077,0.9833333333333333,0.016548463356973995,507,1376,0.5140082181546507,0.3684593023255814,0.36980306345733044,0.834319527,0.003633721,506,1368,0.36988304093567254,7,1
Joel Embiid,PHI,229,7634,0.4951267721801158,0.46131614050689196,8.819056553202895,26.576010430247724,949,1308,0.29079590929301913,0.7255351681957186,0.787551867,0.5795574288724974,0.078746177,622,1397,0.3105824811027123,0.44523979957050824,0.4913112164296998,0.4967845659163987,0.093772369,495,1026,0.22810137839039574,0.4824561403508772,0.49798792756539234,0.4767676767676768,0.031189083820662766,14,36,0.008003557,0.3888888888888889,0.3888888888888889,0.8571428571428571,0,260,731,0.16251667407736772,0.35567715458276333,0.35911602209944754,0.8153846153846154,0.009575923,260,721,0.3606102635228849,10,0
Desmond Bane,MEM,261,7550,0.526018855,0.7022965693223703,7.387219251336899,25.737598068799034,528,820,0.232492203,0.6439024390243903,0.7405329593267882,0.4981060606060606,0.13048780487804879,278,686,0.19449957470938475,0.40524781341107874,0.47278911564625853,0.5719424460431655,0.14285714285714285,159,364,0.10320385596824497,0.4368131868131868,0.45689655172413796,0.5911949685534591,0.043956044,142,313,0.088743975,0.4536741214057508,0.46557377049180326,0.9577464788732394,0.025559105431309903,537,1344,0.381060391,0.39955357142857145,0.4065102195306586,0.7281191806331471,0.017113095,537,1339,0.4010455563853622,5,0
Bradley Beal,PHX,218,7527,0.49727799043062204,0.5433031218529708,8.472130572130572,25.61745325022262,710,1035,0.26057401812688824,0.6859903381642513,0.7282051282051282,0.4704225352112676,0.057971014492753624,474,1070,0.26938569989929506,0.44299065420560746,0.48416751787538304,0.35021097,0.085046729,352,744,0.18731117824773413,0.4731182795698925,0.48021828103683495,0.4005681818181818,0.014784946,104,271,0.068227593,0.3837638376383764,0.3895131086142322,0.9038461538461539,0.014760147601476014,301,852,0.21450151057401812,0.3532863849765258,0.35495283018867924,0.6843853820598007,0.004694836,301,852,0.3532863849765258,0,0
Kyle Lowry,PHI,240,7492,0.5159861318989709,0.7718401486988847,8.311111111111112,26.305740181268884,213,337,0.1565985130111524,0.6320474777448071,0.7344827586206897,0.39436619718309857,0.1394658753709199,121,292,0.13568773234200743,0.4143835616438356,0.4548872180451128,0.33884297520661155,0.089041096,88,199,0.092472119,0.44221105527638194,0.45595854922279794,0.23863636363636365,0.030150754,99,222,0.10315985130111524,0.44594594594594594,0.4479638009049774,0.9595959595959596,0.004504505,399,1102,0.5120817843866171,0.3620689655172414,0.36538461538461536,0.6666666666666666,0.00907441,399,1092,0.36538461538461536,10,0
Reggie Jackson,PHI,302,7473,0.5032647149938042,0.6332510795805059,8.426526202052944,25.881811646297628,376,662,0.2041949413942011,0.567975831,0.6225165562913907,0.3351063829787234,0.087613293,308,737,0.22732880937692782,0.417910448,0.4444444444444444,0.2305194805194805,0.059701493,165,452,0.13942011104256632,0.36504424778761063,0.36830357142857145,0.23636363636363636,0.008849558,122,310,0.095619988,0.3935483870967742,0.3935483870967742,0.9016393442622951,0,376,1081,0.33343615052436765,0.34782608695652173,0.34879406307977734,0.6941489361702128,0.002775208,375,1071,0.35014005602240894,9,1
Immanuel Quickley,TOR,294,7442,0.502212835,0.6303526448362721,8.604066073697584,25.896878901373285,253,400,0.12594458438287154,0.6325,0.6988950276243094,0.30039525691699603,0.095,392,894,0.28148614609571787,0.43847874720357943,0.47630619684082626,0.3112244897959184,0.079418345,91,280,0.088161209,0.325,0.337037037,0.2967032967032967,0.035714286,99,286,0.090050378,0.34615384615384615,0.3548387096774194,0.9090909090909091,0.024475524475524476,501,1316,0.41435768261964734,0.38069908814589665,0.3844973138910207,0.5828343313373253,0.009878419,501,1314,0.3812785388127854,2,0
Kyle Anderson,GSW,308,7432,0.5055516953088713,0.5131883387320685,6.972925764192139,24.87186379928315,333,551,0.25497454881999077,0.604355717,0.658102767,0.5015015015015015,0.081669691,431,899,0.41601110596945856,0.4794215795328142,0.5064629847238543,0.4965197215777262,0.053392659,54,153,0.070800555,0.35294117647058826,0.3576158940397351,0.46296296296296297,0.013071895424836602,99,262,0.12124016658954188,0.37786259541984735,0.3852140077821012,1,0.019083969465648856,95,296,0.13697362332253588,0.32094594594594594,0.32094594594594594,0.8105263157894737,0,95,290,0.3275862068965517,6,0
Spencer Dinwiddie,DAL,247,7392,0.5113331179005092,0.7049435578045933,6.678129829984544,25.851921568627453,327,536,0.208641495,0.6100746268656716,0.6700819672131147,0.19877675840978593,0.089552239,232,592,0.23043985986765278,0.3918918918918919,0.44274809160305345,0.10775862068965517,0.11486486486486487,66,166,0.064616582,0.39759036144578314,0.4,0.18181818181818182,0.006024096,130,272,0.10587777345270533,0.47794117647058826,0.47794117647058826,0.8769230769230769,0,320,1003,0.39042428960685094,0.3190428713858425,0.32064128256513025,0.54375,0.004985045,320,996,0.321285141,7,0
Tyus Jones,PHX,312,7386,0.5022245128604832,0.5440031152647975,8.727656765676567,25.312345679012346,208,344,0.13395638629283488,0.6046511627906976,0.6731391585760518,0.47596153846153844,0.10174418604651163,470,967,0.3765576323987539,0.4860392967942089,0.5010660980810234,0.3,0.029989659,89,204,0.079439252,0.4362745098039216,0.4405940594059406,0.33707865168539325,0.009803922,120,273,0.10630841121495327,0.43956043956043955,0.44776119402985076,0.9833333333333333,0.018315018315018316,284,780,0.3037383177570093,0.3641025641025641,0.36739974126778785,0.7605633802816901,0.008974359,284,780,0.3641025641025641,0,0
Duncan Robinson,MIA,282,7379,0.5428738636363637,0.9064579256360078,5.401945525291828,25.658108770210678,192,275,0.10763209393346379,0.6981818181818182,0.7804878048780488,0.8645833333333334,0.10545454545454545,91,198,0.077495108,0.4595959595959596,0.5112359550561798,0.7032967032967034,0.10101010101010101,11,41,0.016046967,0.2682926829268293,0.2972972972972973,1,0.097560976,184,469,0.18356164383561643,0.39232409381663114,0.39826839826839827,0.9891304347826086,0.014925373134328358,602,1572,0.6152641878669276,0.38295165394402036,0.38813668600902645,0.9401993355481728,0.013358778625954198,602,1570,0.3834394904458599,2,0
Bruce Brown,TOR,284,7370,0.5377239333333333,0.6580817051509769,5.199821534800715,24.667775831873907,630,911,0.40452930728241565,0.6915477497255763,0.7673568818514007,0.6666666666666666,0.098792536,268,675,0.2997335701598579,0.397037037,0.432258065,0.6492537313432836,0.081481481,30,95,0.042184725,0.3157894736842105,0.33707865168539325,0.6,0.063157895,99,277,0.12300177619893428,0.3574007220216607,0.3613138686131387,1,0.010830324909747292,100,294,0.130550622,0.3401360544217687,0.3424657534246575,0.88,0.006802721,100,292,0.3424657534246575,2,0
Myles Turner,IND,251,7326,0.5364560168251646,0.7243144424131627,5.427113526570048,25.97729379,638,902,0.3297989031078611,0.7073170731707317,0.7686746987951807,0.7586206896551724,0.079822616,301,598,0.2186471663619744,0.5033444816053512,0.5384615384615384,0.7541528239202658,0.065217391,84,156,0.057038391224862886,0.5384615384615384,0.5454545454545454,0.9166666666666666,0.012820513,61,172,0.062888483,0.3546511627906977,0.3546511627906977,0.9836065573770492,0,327,907,0.3316270566727605,0.360529217,0.3609271523178808,0.9877675840978594,0.001102536,327,906,0.3609271523178808,1,0
Michael Porter Jr.,DEN,235,7325,0.5364677203065134,0.7284894837476099,8.383141762452107,25.539758269720103,527,714,0.22753346080305928,0.7380952380952381,0.8033536585365854,0.7381404174573055,0.081232493,166,378,0.12045889101338432,0.43915343915343913,0.49258160237388726,0.7469879518072289,0.10846560846560846,232,474,0.15105162523900573,0.48945147679324896,0.49256900212314225,0.7801724137931034,0.006329114,150,320,0.10197578075207138,0.46875,0.47318611987381703,0.98,0.009375,490,1252,0.3989802421924793,0.3913738019169329,0.39389067524115756,0.9204081632653062,0.006389776,490,1246,0.39325842696629215,6,0
Bogdan Bogdanovic,ATL,250,7317,0.5215090721975933,0.7236054207374725,8.870807926829269,25.570392262224612,252,435,0.13709423258745668,0.5793103448275863,0.6494845360824743,0.5079365079365079,0.10804597701149425,278,567,0.17869524109675386,0.49029982363315694,0.5315487571701721,0.39928057553956836,0.077601411,140,310,0.097699338,0.45161290322580644,0.45901639344262296,0.5357142857142857,0.016129032258064516,195,434,0.1367790734320832,0.44930875576036866,0.45348837209302323,0.9128205128205128,0.00921659,530,1427,0.44973211471793256,0.37140854940434476,0.3742937853107345,0.8056603773584906,0.007708479,530,1416,0.3742937853107345,11,0
Evan Mobley,CLE,222,7314,0.5511784980988593,0.5896656534954408,5.199053356282272,25.185389610389613,925,1244,0.4726443768996961,0.7435691318327974,0.8114035087719298,0.7448648648648649,0.083601286,359,900,0.34194528875379937,0.3988888888888889,0.43200962695547535,0.6072423398328691,0.076666667,63,180,0.068389058,0.35,0.3539325842696629,0.6031746031746031,0.011111111111111112,32,106,0.040273556,0.3018867924528302,0.3018867924528302,1,0,57,202,0.07674772,0.28217821782178215,0.2835820895522388,0.9473684210526315,0.004950495,57,200,0.285,2,0
Anfernee Simons,POR,250,7174,0.5157949792654029,0.7151300236406619,8.44479844,26.35178764897075,342,574,0.16962174940898345,0.5958188153310104,0.6719056974459725,0.24269005847953215,0.1132404181184669,241,577,0.1705082742316785,0.41767764298093585,0.47162426614481406,0.16597510373443983,0.11438474870017332,170,387,0.11436170212765957,0.4392764857881137,0.44854881266490765,0.21176470588235294,0.020671835,82,200,0.059101655,0.41,0.41414141414141414,0.8902439024390244,0.01,635,1646,0.4864066193853428,0.38578371810449574,0.39294554455445546,0.6188976377952756,0.018226002430133656,635,1641,0.3869591712370506,5,0
Ayo Dosunmu,CHI,258,7167,0.583595809,0.7818093855829705,4.840138674884438,24.53524057217165,559,847,0.40977261731978715,0.6599763872491146,0.7742382271468145,0.554561717,0.14757969303423848,136,311,0.15045960328979197,0.43729903536977494,0.49454545454545457,0.5735294117647058,0.1157556270096463,66,140,0.067731011,0.4714285714285714,0.4714285714285714,0.5757575757575758,0,146,385,0.18626028059990324,0.37922077922077924,0.3802083333333333,1,0.002597403,134,384,0.18577648766328012,0.3489583333333333,0.35170603674540685,0.8880597014925373,0.0078125,133,381,0.34908136482939633,2,1
Malik Monk,SAC,285,7120,0.5269312559923298,0.7567739878865157,6.263548387096773,25.946565847511025,501,787,0.2508766337264903,0.636594663,0.7157142857142857,0.5688622754491018,0.11054637865311309,244,553,0.1762830729996812,0.4412296564195298,0.4949290060851927,0.36885245901639346,0.10849909584086799,84,210,0.066942939,0.4,0.4117647058823529,0.42857142857142855,0.028571429,118,262,0.083519286,0.45038167938931295,0.45384615384615384,0.940677966,0.007633588,474,1325,0.4223780682180427,0.35773584905660377,0.36266258607498086,0.7784810126582279,0.013584905660377358,472,1317,0.3583902809415338,6,2
Nicolas Batum,LAC,289,6985,0.5543250825082509,0.886034256,7.024146341463415,24.911732851985562,163,237,0.15612648221343872,0.6877637130801688,0.7309417040358744,0.6871165644171779,0.05907173,36,72,0.04743083,0.5,0.5373134328358209,0.8055555555555556,0.069444444,39,101,0.066534914,0.38613861386138615,0.38613861386138615,0.8717948717948718,0,214,483,0.3181818181818182,0.44306418219461696,0.44306418219461696,1,0,224,625,0.41172595520421607,0.3584,0.36012861736334406,0.9776785714285714,0.0048,224,623,0.3595505617977528,2,0
Al Horford,BOS,243,6960,0.53155793,0.7628760836308006,6.334338747099768,25.208371246587806,275,397,0.20244773074961755,0.6926952141057935,0.7313829787234043,0.7127272727272728,0.052896725,170,345,0.17593064762876084,0.4927536231884058,0.5246913580246914,0.5705882352941176,0.060869565,49,120,0.061193269,0.4083333333333333,0.4083333333333333,0.7959183673469388,0,158,359,0.18306986231514533,0.4401114206128134,0.441340782,0.9936708860759493,0.002785515,281,740,0.37735849056603776,0.37972972972972974,0.37972972972972974,0.9750889679715302,0,281,740,0.37972972972972974,0,0
Cole Anthony,ORL,276,6952,0.4924759986343461,0.5760462742429397,8.374025974025974,26.196700274977083,342,602,0.20483157536577068,0.5681063122923588,0.6286764705882353,0.3333333333333333,0.096345515,354,849,0.2888737665872746,0.4169611307420495,0.4573643410852713,0.1384180790960452,0.088339223,156,397,0.13507995916978563,0.3929471032745592,0.4020618556701031,0.21153846153846154,0.022670025188916875,46,143,0.048656005,0.32167832167832167,0.3262411347517731,0.9347826086956522,0.013986013986013986,328,948,0.32255869343314053,0.3459915611814346,0.3481953290870488,0.7012195121951219,0.006329114,328,942,0.3481953290870488,6,0
Jaren Jackson Jr.,MEM,241,6941,0.5207971687266456,0.6506437768240343,4.952030008826125,25.914646053702196,648,1045,0.2989985693848355,0.6200956937799043,0.7120879120879121,0.5555555555555556,0.1291866028708134,530,1186,0.3393419170243205,0.4468802698145025,0.5145631067961165,0.5094339622641509,0.1315345699831366,14,35,0.010014306151645207,0.4,0.42424242424242425,0.7142857142857143,0.057142857,67,228,0.065236052,0.29385964912280704,0.30454545454545456,0.9850746268656716,0.035087719,337,1001,0.2864091559370529,0.33666333666333664,0.34178498985801214,0.9495548961424333,0.014985014985014986,337,987,0.3414387031408308,14,0
Herbert Jones,NOP,227,6826,0.567709639,0.7925624636839047,4.691819852941176,24.46603475513428,483,731,0.42475305055200463,0.6607387140902873,0.7374045801526717,0.6252587991718427,0.1039671682626539,78,261,0.15165601394538059,0.2988505747126437,0.375,0.5769230769230769,0.20306513409961685,36,96,0.055781522,0.375,0.37894736842105264,0.9722222222222222,0.010416666666666666,134,339,0.19697850087158628,0.3952802359882006,0.3952802359882006,0.9925373134328358,0,100,294,0.17083091226031377,0.3401360544217687,0.3412969283276451,0.95,0.003401361,100,290,0.3448275862068966,4,0
Kristaps Porzingis,BOS,221,6760,0.5116902071276271,0.6041287188828173,7.785857142857142,27.114070351758794,580,796,0.2416514875531269,0.7286432160804021,0.7827260458839406,0.7051724137931035,0.069095477,408,863,0.2619914996964177,0.4727694090382387,0.5151515151515151,0.6593137254901961,0.082271147,184,441,0.13387978142076504,0.41723356009070295,0.42790697674418604,0.6358695652173914,0.024943310657596373,25,56,0.017000607,0.44642857142857145,0.45454545454545453,1,0.017857142857142856,409,1138,0.34547662416514874,0.35940246,0.3600352112676056,0.9682151589242054,0.001757469,409,1130,0.36194690265486723,8,0
Marcus Smart,MEM,215,6759,0.5166692962281509,0.7259022384650525,6.788329979879276,25.96979079497908,241,394,0.17999086340794884,0.6116751269035533,0.667590028,0.3278008298755187,0.083756345,224,491,0.22430333485609869,0.45621181262729127,0.4880174291938998,0.2857142857142857,0.065173116,41,109,0.049794427,0.3761467889908257,0.37962962962962965,0.36585365853658536,0.009174312,91,255,0.11649154865235267,0.3568627450980392,0.3568627450980392,0.989010989,0,303,940,0.429419826,0.3223404255319149,0.3230277185501066,0.8448844884488449,0.00212766,303,928,0.3265086206896552,12,0
