Name,TeamAbbreviation,GamesPlayed,Minutes,OffPoss,Points,FG2M,FG2A,Fg2Pct,FG3M,FG3A,Fg3Pct,NonHeaveFg3Pct,FtPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,FG3APct,ShotQualityAvg,EfgPct,TsPct,PtsPutbacks,Fg2aBlocked,FG2APctBlocked,Fg3aBlocked,FG3APctBlocked,Usage
Aaron Gordon,DEN,277,8438,17167,4023,1284,2131,0.6025340215861098,262,781,0.3354673495518566,0.34070221066319895,669,1576,992,645,141,0.6137071651090342,0.7118337850045167,0.8206106870229007,0.26820054945054944,0.5675958937198068,0.5758928571428571,0.6006270528515975,354,210,0.098545284,0,0,19.63095053496666
Jimmy Butler,MIA,250,8402,16719,5370,1589,2947,0.5391923990498813,157,491,0.319755601,0.3237113402061856,1721,1258,1920,354,117,0.3958464443045941,0.4270196877121521,0.7515923566878981,0.1428155904595695,0.5041153308073448,0.5306864456079116,0.6160130718954249,232,204,0.069222939,6,0.012219959266802444,25.27619149276832
Luguentz Dort,OKC,279,8400,17496,3705,662,1435,0.46132404181184666,582,1648,0.35315533980582525,0.354014599,635,704,620,1608,138,0.5317220543806647,0.5668276972624798,0.9209621993127147,0.5345442750567629,0.5474042411439713,0.49789166396367174,0.5383270183619936,82,183,0.12752613240418118,7,0.004247573,19.236454457413732
Andrew Wiggins,GSW,272,8377,17408,4491,1178,2289,0.5146352118829183,521,1349,0.38621200889547813,0.38649851632047477,572,1258,1098,1389,174,0.533955857,0.5775941230486685,0.8886756238003839,0.3708081363386476,0.5121299285125104,0.5386201209455745,0.5619524405506884,178,170,0.074268239,7,0.005189029,22.45931839115751
Jonas Valanciunas,WAS,319,8336,16967,4767,1754,2958,0.5929682217714672,155,454,0.34140969162995594,0.34140969162995594,794,2124,1384,453,12,0.6054732041049031,0.76845152,0.9741935483870968,0.13305978898007034,0.5229908411488863,0.5822098475967175,0.6186088762003633,744,203,0.068627451,0,0,22.919677885608095
Malik Beasley,DET,301,8332,17399,3990,508,1051,0.483349191,919,2381,0.3859722805543889,0.38727349346818374,217,626,390,2481,276,0.6161417322834646,0.6520833333333333,0.8998911860718172,0.6937645687645687,0.531008068,0.5496794871794872,0.5600907029478458,56,99,0.094196004,23,0.009659807,19.35500305685755
Tyler Herro,MIA,251,8293,16611,4937,1093,2224,0.4914568345323741,709,1824,0.3887061403508772,0.3914964108227499,624,846,1340,1563,564,0.3870082342177493,0.39348837209302323,0.7348377997179125,0.4505928853754941,0.49878927507447857,0.5327322134387352,0.5649470290188853,36,201,0.090377698,28,0.015350877192982455,26.402019767941557
Mike Conley,MIN,285,8262,16676,3652,577,1223,0.4717906786590352,659,1608,0.4098258706467662,0.41150719199499686,521,382,772,1329,648,0.3310225303292894,0.335676626,0.6722306525037937,0.5679971741434122,0.5057308046791917,0.5529848110208407,0.5868089233753637,16,74,0.06050695,12,0.007462687,18.790061980187527
Ivica Zubac,LAC,317,8236,16533,3416,1394,2190,0.6365296803652968,1,6,0.16666666666666666,0.2,625,2050,738,3,0,0.7352941176470589,0.8983347940403155,1,0.00273224,0.5569137192342752,0.6354735883424408,0.6564181398923905,506,196,0.089497717,0,0,16.359137124105654
Franz Wagner,ORL,256,8204,16719,4713,1375,2538,0.5417651694247438,371,1124,0.3300711743772242,0.33243486073674755,850,1302,1448,867,246,0.47345454545454546,0.48910593538692715,0.7789757412398922,0.3069361004915347,0.5243796930665936,0.5274440196613872,0.572387695,88,265,0.10441292356185973,11,0.009786477,24.220407297411963
Brandon Ingram,NOP,243,8198,16629,5540,1615,3147,0.5131871623768669,410,1122,0.36541889483065954,0.3674752920035939,1080,1272,1958,1002,228,0.3938080495356037,0.4015151515151515,0.8146341463414634,0.2628250175685172,0.4826089147286822,0.5223705785898337,0.5717554076539102,62,179,0.056879568,21,0.018716578,29.160686759155904
John Collins,UTA,278,8176,16846,4340,1338,2218,0.6032461677186655,333,925,0.36,0.36038961038961037,665,1990,686,978,21,0.7436472346786248,0.8548109965635738,0.978978979,0.29430480432707606,0.547367568,0.5846325167037862,0.6204922724670864,348,230,0.1036970243462579,11,0.011891891891891892,20.150226905221427
Deandre Ayton,POR,266,8160,16536,4359,1909,3130,0.6099041533546325,24,92,0.2608695652173913,0.26373626373626374,469,2914,904,69,3,0.7632268203247774,0.8900427611484423,0.9583333333333334,0.028553693358162633,0.5168248525302701,0.6036623215394165,0.6253945480631277,544,170,0.054313099041533544,0,0,21.178309616213884
Deni Avdija,POR,311,8156,16937,3109,807,1509,0.5347912524850894,324,986,0.3286004056795132,0.3306122448979592,523,920,694,882,90,0.5700123915737298,0.6125166444740346,0.9074074074074074,0.395190381,0.5341643631980715,0.5182364729458918,0.5554363376251789,112,178,0.11795891318754141,6,0.006085193,17.204814166799213
Isaac Okoro,CLE,300,8132,16201,2497,609,1107,0.5501355013550135,288,811,0.35511713933415534,0.35555555555555557,415,882,336,816,48,0.7241379310344828,0.7551369863013698,0.9444444444444444,0.42283628779979143,0.5976363328116849,0.5427528675703858,0.5769408502772643,50,144,0.13008130081300814,3,0.003699137,13.209822407366806
Kevin Durant,PHX,225,8131,16772,6319,1760,3036,0.5797101449275363,496,1204,0.4119601328903654,0.4119601328903654,1311,1726,1794,1038,450,0.4903409090909091,0.49626222,0.6975806451612904,0.2839622641509434,0.488762703,0.590566038,0.6454993834771886,42,135,0.044466403162055336,9,0.007475083,30.315960032406156
Jalen Green,HOU,249,8124,16812,4919,1084,2230,0.4860986547085202,607,1806,0.33610188261351054,0.3381615598885794,930,786,1382,1065,756,0.3625461254612546,0.3700564971751412,0.5848434925864909,0.4474727452923687,0.5255257767834949,0.4941774033696729,0.5395930103959301,44,312,0.13991031390134528,22,0.012181616832779624,26.656571458409484
Clint Capela,ATL,300,8121,16758,3645,1599,2644,0.6047655068078669,0,3,0,0,447,2282,916,0,0,0.7135709818636647,0.9291530944625407,0,0.001133359,0.6167614977307111,0.6040800906686815,0.6083110814419226,742,207,0.078290469,0,0,16.868592730661696
Jerami Grant,POR,240,8119,16480,4868,1114,2325,0.47913978494623655,510,1356,0.37610619469026546,0.3766617429837518,1110,1148,1080,1470,60,0.5152603231597845,0.5364485981308411,0.9607843137254902,0.36837815810920943,0.5169326583310682,0.5104591143710948,0.5673416529314811,88,219,0.094193548,8,0.005899705,25.236102167847175
Tim Hardaway Jr.,DET,284,8115,16382,4134,646,1342,0.481371088,772,2094,0.36867239732569246,0.371868979,526,818,474,1992,324,0.6331269349845201,0.6440944881889764,0.8601036269430051,0.6094295692665891,0.5263004831625183,0.5250291036088475,0.5577027027027027,22,92,0.068554396,14,0.006685769,21.677859737972035
OG Anunoby,NYK,231,8089,16271,3768,898,1640,0.5475609756097561,515,1348,0.38204747774480713,0.3826151560178306,427,1048,748,1461,84,0.5835189309576837,0.6290516206482593,0.945631068,0.45113788487282463,0.5625949078726968,0.5590696117804551,0.5841092489137182,130,201,0.1225609756097561,12,0.008902077,19.511537632089713
Dillon Brooks,HOU,268,8066,16672,4009,992,2122,0.46748350612629597,501,1462,0.3426812585499316,0.3443298969072165,522,984,1000,1326,177,0.4959677419354839,0.5200845665961945,0.8822355289421158,0.40792410714285715,0.5129099608282037,0.48646763392857145,0.5181818181818182,92,142,0.066918002,8,0.005471956,22.19132077451855
Kyrie Irving,DAL,223,8020,16462,5892,1509,2746,0.5495265841223598,683,1683,0.4058229352346999,0.4070321811680572,825,886,2132,1188,861,0.2935719019218025,0.299526707,0.5797950219619327,0.3799954843079702,0.5039198891904115,0.5720252878753669,0.6088819226750262,60,176,0.064093227,13,0.007724302,28.778513210437065
Grayson Allen,PHX,282,8002,16529,3239,416,785,0.5299363057324841,661,1589,0.4159848961611076,0.4159848961611076,424,510,322,1803,180,0.6129807692307693,0.6234718826405868,0.9092284417549168,0.6693344566133108,0.5496726602023609,0.5928812131423757,0.6232024873688301,14,76,0.096815287,21,0.013215859030837005,15.35600711475233
Anthony Davis,LAL,231,7984,16608,5672,2050,3581,0.5724657916783021,103,401,0.256857855,0.2575,1263,2606,1494,297,12,0.635609756,0.730790802,0.9611650485436893,0.10070316423907584,0.5161446581196582,0.5536162732295329,0.6024405908798972,534,201,0.056129573,1,0.002493766,27.82312557435537
Kelly Oubre Jr.,PHI,269,7981,16522,4290,1055,1997,0.528292439,521,1599,0.3258286429018136,0.32623669380087666,617,1240,870,1437,126,0.5876777251184834,0.6526315789473685,0.9193857965451055,0.4446607341490545,0.5482389816360601,0.51070634,0.5422784810126582,210,256,0.12819228843264896,7,0.004377736,22.85254691689008
Jordan Clarkson,UTA,276,7967,16328,4925,1120,2165,0.5173210161662818,666,2044,0.3258317025440313,0.32856438085841144,687,542,1698,1356,642,0.24196428571428572,0.25566037735849056,0.6786786786786787,0.4856260394392967,0.49299011933174225,0.5034449988120694,0.5407644719399027,120,178,0.08221709,20,0.009784736,27.366563268798803
Caris LeVert,CLE,266,7926,16153,4008,1049,2141,0.48995796356842597,434,1238,0.3505654281098546,0.35170178282009723,608,784,1314,891,411,0.3736892278360343,0.3828125,0.684331797,0.3663805859721811,0.5233629080118695,0.5031074282332051,0.5364513535245242,50,163,0.076132648,15,0.012116316639741519,23.229696835583095
Lauri Markkanen,UTA,251,7859,16118,4899,991,1749,0.566609491,675,1747,0.38637664567830565,0.387263339,892,1364,618,1971,54,0.6881937436932392,0.783008037,0.9733333333333334,0.49971395881006864,0.5326702520767689,0.573083524,0.6183943089430894,240,174,0.09948542,20,0.011448196908986834,23.17783463
Karl-Anthony Towns,NYK,236,7856,16202,5537,1430,2543,0.5623279591034211,517,1281,0.40359094457455114,0.40390625,1126,1652,1208,1455,96,0.5776223776223777,0.6560762509928515,0.9381044487427466,0.33498953974895396,0.5290904867835645,0.5767520920502092,0.6294305968442717,342,248,0.097522611,9,0.007025761,27.74915031246574
Scottie Barnes,TOR,224,7831,15770,3777,1225,2320,0.5280172413793104,245,789,0.3105196451204056,0.3128205128205128,592,1124,1326,639,96,0.45877551020408164,0.5165441176470589,0.8693877551020408,0.2537793502733998,0.5171470787604907,0.5122225796075909,0.5476882814771736,274,138,0.059482758620689656,5,0.006337136,21.66428335716643
Terance Mann,LAC,327,7808,15689,2859,816,1437,0.5678496868475992,278,748,0.3716577540106952,0.37483085250338294,393,912,720,741,93,0.5588235294117647,0.6145552560646901,0.8884892086330936,0.34233409610983984,0.5447199723884032,0.5643020594965675,0.5946339434276207,148,152,0.1057759220598469,4,0.005347594,15.046244078502143
Norman Powell,LAC,268,7807,16067,4635,949,1816,0.5225770925110133,627,1482,0.4230769230769231,0.4245091401489506,856,1080,818,1620,261,0.5690200210748156,0.5781584582441114,0.861244019,0.4493632504548211,0.5285653238066281,0.5729229836264402,0.6168,30,182,0.10022026431718062,9,0.006072874,23.078639152258784
Jakob Poeltl,TOR,282,7793,15975,3332,1469,2351,0.6248404934070608,1,3,0.3333333333333333,0,391,2104,834,3,0,0.7161334240980258,0.8855218855218855,1,0.001274427,0.5489841769459803,0.6246813933729821,0.627731726,562,159,0.067630795,0,0,16.99281916351477
Bobby Portis,MIL,312,7751,16017,4205,1283,2374,0.5404380791912384,429,1071,0.4005602240896359,0.4020618556701031,352,1424,1142,1278,9,0.5549493374902572,0.653211009,0.993006993,0.3108853410740203,0.5168602295844231,0.5592162554426705,0.5765012338908692,386,161,0.067818029,10,0.009337068,22.01212789415656
Brook Lopez,MIL,263,7739,16190,3507,882,1411,0.6250885896527285,440,1220,0.36065573770491804,0.36065573770491804,423,1288,476,1293,27,0.7301587301587301,0.8440366972477065,0.9795454545454545,0.4637020144431775,0.5435662105663246,0.5860889395667047,0.6156952247191011,238,71,0.050318922749822824,2,0.001639344,17.303023615096006
Bojan Bogdanovic,NYK,257,7718,15756,4614,928,1800,0.5155555555555555,639,1616,0.39542079207920794,0.39542079207920794,841,994,862,1725,192,0.5355603448275862,0.5578002244668911,0.8998435054773083,0.47306791569086654,0.5144761124121779,0.5522540983606558,0.5955422314911366,74,231,0.12833333333333333,15,0.009282178,24.132333184057323
Paul George,PHI,227,7706,15524,5208,1136,2232,0.5089605734767025,687,1764,0.38945578231292516,0.3916761687571266,875,746,1526,1341,720,0.3283450704225352,0.33603603603603605,0.6506550218340611,0.44144144144144143,0.504381346,0.5421671671671672,0.5838058516670447,52,151,0.06765233,19,0.010770975056689343,29.373262279888788
Draymond Green,GSW,258,7697,16257,2066,631,1106,0.5705244122965641,171,517,0.3307543520309478,0.3346456692913386,291,952,310,501,12,0.7543581616481775,0.8040540540540541,0.9766081871345029,0.3185459026494147,0.5294306881587104,0.5468268638324091,0.5729339988907377,78,71,0.064195298,1,0.001934236,13.88291121778955
Miles Bridges,CHA,226,7681,15691,4078,1079,1918,0.5625651720542232,451,1274,0.3540031397174254,0.3590764331210191,567,1308,850,1152,201,0.6061167747914736,0.6424361493123772,0.8514412416851441,0.3991228070175439,0.5460247715096124,0.5499686716791979,0.5846264367816092,122,151,0.078727842,13,0.010204082,22.114783004379728
Grant Williams,CHA,311,7666,15490,2487,437,795,0.549685535,422,1088,0.38786764705882354,0.3892988929889299,347,610,264,1230,36,0.6979405034324943,0.7942708333333334,0.9715639810426541,0.5778013807753585,0.5333784115138593,0.5682421667551779,0.5991316931982634,106,77,0.096855346,12,0.011029411764705883,13.89273356401384
Donte DiVincenzo,MIN,284,7653,15825,3202,432,878,0.4920273348519362,687,1799,0.3818788215675375,0.3828125,277,506,358,1800,261,0.5856481481481481,0.6487179487179487,0.8733624454148472,0.672020919,0.5521789059572874,0.5463205080313784,0.5638898693963996,84,86,0.097949886,12,0.006670372,18.154960981047935
Joel Embiid,PHI,229,7634,15449,7176,2066,3731,0.5537389439828464,274,767,0.35723598435462844,0.3619550858652576,2222,2190,1942,672,150,0.5300096805421104,0.5726987447698745,0.8175182481751825,0.17052023121387283,0.4951267721801158,0.5506891951978657,0.6304655691272791,308,266,0.071294559,7,0.009126467,37.817902873664956
Desmond Bane,MEM,261,7550,15679,4499,965,1870,0.516042781,679,1657,0.40977670488835244,0.4110169491525424,532,1032,898,1581,456,0.5347150259067357,0.5512820512820513,0.7761413843888071,0.46980436631698325,0.526018855,0.5623759569038843,0.5887589689077863,58,221,0.11818181818181818,31,0.018708509354254676,23.221409574468087
Bradley Beal,PHX,218,7527,15533,5197,1536,2849,0.5391365391365391,405,1123,0.3606411398040962,0.3606411398040962,910,1282,1790,900,315,0.4173177083333333,0.432523617,0.7407407407407407,0.28272910372608256,0.49727799043062204,0.5396525679758308,0.5837874659400545,108,162,0.056862056862056864,8,0.007123776,29.008073817762398
Kyle Lowry,PHI,240,7492,15087,2820,422,828,0.5096618357487923,498,1324,0.37613293051359514,0.3789954337899543,482,292,552,1083,411,0.3459715639810427,0.35784313725490197,0.7248995983935743,0.6152416356877324,0.5159861318989709,0.5432156133828996,0.5856307435254804,28,79,0.095410628,11,0.008308157,17.083703046435964
Reggie Jackson,PHI,302,7473,15073,3547,849,1851,0.4586709886547812,498,1391,0.3580158159597412,0.35962373371924744,355,472,1226,1113,381,0.2779740871613663,0.28263473053892213,0.7449799196787149,0.4290561381863047,0.5032647149938042,0.4922887106724244,0.5164963503649636,28,106,0.057266343,3,0.002156722,23.05780723
Immanuel Quickley,TOR,294,7442,14893,4024,736,1574,0.4675984752223634,600,1602,0.37453183520599254,0.375,752,450,1022,1146,654,0.30570652173913043,0.31077348066298344,0.6366666666666667,0.5044080604534005,0.502212835,0.5151133501259446,0.5627301047861796,24,119,0.075603558,20,0.012484394506866416,22.871432774345397
Kyle Anderson,GSW,308,7432,15342,2639,818,1603,0.5102932002495322,194,558,0.34767025089605735,0.35144927536231885,421,812,824,528,54,0.4963325183374083,0.5442359249329759,0.9072164948453608,0.2582137899120777,0.5055516953088713,0.5131883387320685,0.545473336,144,95,0.059263880224578916,5,0.008960573,16.014296420130282
Spencer Dinwiddie,DAL,247,7392,14846,3282,625,1294,0.48299845440494593,450,1275,0.35294117647058826,0.3548895899053628,682,204,1046,864,486,0.1632,0.16612377850162866,0.64,0.49630206305955626,0.5113331179005092,0.506033476,0.5579216354344123,22,117,0.090417311,5,0.003921569,19.850368046337636
Tyus Jones,PHX,312,7386,15394,2968,767,1515,0.5062706270627063,404,1053,0.38366571699905033,0.38366571699905033,222,540,994,1002,210,0.3520208604954368,0.35526315789473684,0.8267326732673267,0.4100467289719626,0.5022245128604832,0.5346573208722741,0.5505408429690414,14,66,0.043564356,12,0.011396011396011397,16.902057992736495
Duncan Robinson,MIA,282,7379,14708,3183,294,514,0.5719844357976653,786,2041,0.38510534051935325,0.3854830799411476,237,482,106,2244,114,0.8197278911564626,0.8310344827586207,0.9516539440203562,0.7988258317025441,0.5428738636363637,0.5765166340508806,0.5957847196085811,8,53,0.10311284046692606,28,0.013718765311121999,17.91974592316619
Bruce Brown,TOR,284,7370,15054,2869,928,1681,0.5520523497917906,199,571,0.34851138353765326,0.34973637961335674,416,1224,632,561,36,0.6594827586206896,0.7149532710280374,0.9396984924623115,0.25355239786856126,0.5377239333333333,0.5446269982238011,0.5775584206285254,144,151,0.089827484,5,0.008756567,16.49964630983259
Myles Turner,IND,251,7326,15102,3909,1023,1656,0.6177536231884058,388,1079,0.35959221501390176,0.35992578849721707,699,1576,470,1149,15,0.7702834799608993,0.8649835345773875,0.9871134020618557,0.39451553930530164,0.5364560168251646,0.5868372943327239,0.6240421455938697,224,113,0.068236715,1,0.000926784,21.087294934738352
Michael Porter Jr.,DEN,235,7325,14891,4104,925,1566,0.590676884,640,1572,0.4071246819338422,0.4086845466155811,334,1388,462,1794,126,0.7502702702702703,0.8432563791008505,0.934375,0.5009560229445507,0.5364677203065134,0.6007010834926705,0.6189613526570048,204,102,0.0651341,11,0.006997455,21.30796670630202
Bogdan Bogdanovic,ATL,250,7317,15034,3883,670,1312,0.510670732,725,1861,0.38957549704459965,0.3918918918918919,368,628,712,1815,360,0.46865671641791046,0.48606811145510836,0.8344827586206897,0.5865111881500158,0.5215090721975933,0.5538922155688623,0.5767851807588885,48,96,0.073170732,15,0.008060183,21.5322249
Evan Mobley,CLE,222,7314,14659,3534,1347,2324,0.5796041308089501,89,308,0.288961039,0.2908496732026144,573,1890,804,258,9,0.7015590200445434,0.7816377171215881,0.9662921348314607,0.11702127659574468,0.5511784980988593,0.5625,0.5904077540106952,276,175,0.075301205,1,0.003246753,20.763330898466034
Anfernee Simons,POR,250,7174,14473,4181,753,1538,0.4895968790637191,717,1846,0.3884073672806067,0.38946224877783814,524,318,1188,1398,753,0.21115537848605578,0.2134228187919463,0.6499302649930265,0.5455082742316785,0.5157949792654029,0.5403368794326241,0.5709347345132744,16,139,0.090377113,32,0.017334778,24.77343227
Ayo Dosunmu,CHI,258,7167,14672,2607,761,1298,0.5862865947611711,280,769,0.3641092327698309,0.363754889,245,852,670,795,45,0.5597897503285151,0.5764546684709067,0.9464285714285714,0.3720367682631834,0.583595809,0.571359458,0.5912806539509536,44,161,0.12403697996918336,4,0.00520156,15.565345080763583
Malik Monk,SAC,285,7120,14896,3982,829,1550,0.5348387096774193,592,1587,0.37303087586641465,0.37318153067678683,548,822,836,1440,336,0.4957780458383595,0.5036764705882353,0.8108108108108109,0.5058973541600255,0.5269312559923298,0.5473382212304749,0.57856094,26,153,0.098709677,20,0.012602394,23.266794166865886
Nicolas Batum,LAC,289,6985,14193,1918,238,410,0.5804878048780487,438,1108,0.3953068592057762,0.3960216998191682,128,350,126,1299,15,0.7352941176470589,0.8706467661691543,0.9885844748858448,0.7299077733860343,0.5543250825082509,0.5895915678524374,0.6031446540880503,74,19,0.046341463414634146,3,0.002707581,11.19708121029125
Al Horford,BOS,243,6960,14071,2450,494,862,0.5730858468677494,439,1099,0.3994540491355778,0.3994540491355778,145,664,324,1293,24,0.6720647773279352,0.7703016241299304,0.9817767653758542,0.5604283528811831,0.53155793,0.5877103518612953,0.602311854,126,42,0.048723897911832945,1,0.000909918,14.260147011824865
Cole Anthony,ORL,276,6952,14081,3506,852,1848,0.461038961,374,1091,0.34280476626947753,0.34470046082949307,680,392,1312,819,303,0.2300469483568075,0.23728813559322035,0.7299465240641712,0.3712146988771691,0.4924759986343461,0.48077577407281386,0.5298871607197316,52,142,0.076839827,8,0.007332722,23.734751329371285
Jaren Jackson Jr.,MEM,241,6941,14422,4593,1192,2266,0.5260370697263901,404,1229,0.3287225386493084,0.3325102880658436,997,1280,1104,1158,54,0.5369127516778524,0.5893186003683242,0.9554455445544554,0.35164520743919886,0.5207971687266456,0.5144492131616595,0.5691792710141333,212,293,0.1293027360988526,23,0.018714402,27.161688233159996
Herbert Jones,NOP,227,6826,13823,2303,597,1088,0.5487132352941176,234,633,0.3696682464454976,0.37201907790143085,407,764,430,684,18,0.6398659966499163,0.6882882882882883,0.9743589743589743,0.3678094131319001,0.567709639,0.5508425334108077,0.5910493827160493,84,130,0.11948529411764706,1,0.001579779,14.301261122847448
Kristaps Porzingis,BOS,221,6760,13748,4648,1172,2100,0.5580952380952381,434,1194,0.36348408710217756,0.36593591905564926,1002,1590,754,1263,39,0.6783276450511946,0.7629558541266794,0.9700460829493087,0.36247723132969034,0.5116902071276271,0.5534304796599878,0.6068611987381703,260,137,0.065238095,3,0.002512563,27.19895287958115
Marcus Smart,MEM,215,6759,13938,2624,506,994,0.5090543259557344,394,1195,0.3297071129707113,0.3330515638207946,430,316,696,1038,144,0.31225296442687744,0.32644628099173556,0.8781725888324873,0.5459113750571037,0.5166692962281509,0.5011420740063957,0.5392680921052632,44,66,0.06639839,2,0.00167364,18.735573223903565
Josh Giddey,CHI,235,6758,14119,3213,1091,2107,0.517797817,243,781,0.3111395646606914,0.31153846153846154,302,886,1296,666,63,0.4060494958753437,0.439484127,0.9135802469135802,0.2704293628808864,0.5237744455994455,0.5039819944598338,0.5248528449967299,166,216,0.10251542477456099,9,0.011523687580025609,23.114217352978216
Georges Niang,CLE,333,6749,13690,2816,385,702,0.5484330484330484,624,1573,0.39669421487603307,0.3969465648854962,174,562,208,1845,27,0.7298701298701299,0.7594594594594595,0.9855769230769231,0.6914285714285714,0.5350382585751979,0.5806593406593407,0.5961375212224108,30,48,0.068376068,25,0.015893198,17.138364779874216
Khris Middleton,MIL,224,6741,14232,4057,1002,1948,0.5143737166324436,460,1214,0.37891268533772654,0.3792250618301731,673,684,1320,897,483,0.3413173652694611,0.35550935550935553,0.65,0.38393421884882983,0.4931588263207845,0.5351043643263758,0.57933526,80,121,0.062114989733059546,24,0.019769357495881382,25.205239080027575
Cameron Johnson,BKN,249,6721,13600,3253,525,969,0.541795666,600,1509,0.3976143141153082,0.39867109634551495,403,686,364,1734,66,0.6533333333333333,0.704312115,0.9633333333333334,0.6089588377723971,0.5424712378640777,0.5750605326876513,0.6065942300487074,76,108,0.11145510835913312,15,0.009940358,18.73407799333725
Isaiah Stewart,DET,260,6652,13547,2352,743,1323,0.5616024187452758,175,509,0.343811395,0.343811395,341,1018,468,522,3,0.6850605652759085,0.8806228373702422,0.9942857142857143,0.2778384279475983,0.5503799290005462,0.548853712,0.5778869778869778,330,108,0.081632653,0,0,15.187172690243745
Wendell Carter Jr.,ORL,241,6651,13569,3106,934,1558,0.5994865211810013,234,688,0.34011627906976744,0.3406113537117904,536,1272,596,693,9,0.6809421841541756,0.828125,0.9871794871794872,0.30632235084594833,0.5409520267260579,0.5721282279608192,0.6010061919504643,332,109,0.069961489,3,0.004360465,19.453207150368033
Rui Hachimura,LAL,249,6649,13862,3134,954,1750,0.5451428571428572,280,719,0.3894297635605007,0.3894297635605007,386,1360,548,834,6,0.7127882599580713,0.7464324917672887,0.9928571428571429,0.2912110166059133,0.5214058752025932,0.5565006075334143,0.5819397993311036,86,162,0.092571429,4,0.005563282,18.90589384565288
Pat Connaughton,MIL,286,6640,13825,2081,286,475,0.6021052631578947,451,1246,0.3619582664526485,0.362540193,156,432,140,1305,48,0.7552447552447552,0.8307692307692308,0.9645232815964523,0.7239976757699013,0.5539655031995346,0.5592678675188844,0.57435047,52,47,0.098947368,12,0.009630819,12.66726711
Devin Vassell,SAS,248,6635,13867,3388,782,1535,0.5094462540716612,480,1294,0.37094281298299847,0.37383177570093457,384,934,630,1278,162,0.5971867007672634,0.6152832674571805,0.8875,0.4574054436196536,0.517191083,0.5309296571226582,0.5599269588313412,46,86,0.056026058631921824,5,0.003863988,20.966604704826615
Reggie Bullock Jr.,HOU,255,6633,13171,1949,193,360,0.5361111111111111,482,1254,0.3843700159489633,0.3843700159489633,117,322,64,1416,30,0.8341968911917098,0.875,0.979253112,0.7769516728624535,0.5505487267080745,0.5675340768277571,0.5759685230024213,18,29,0.080555556,11,0.00877193,12.185448577680525
Caleb Martin,PHI,268,6607,13100,2312,584,1122,0.5204991087344029,275,799,0.344180225,0.3467843631778058,319,686,482,741,84,0.5873287671232876,0.634011091,0.8981818181818182,0.415929204,0.5362441161087865,0.5187402394586154,0.5481270744428639,86,101,0.090017825,9,0.011264080100125156,16.16928920238741
Max Strus,CLE,257,6605,13262,2733,366,637,0.5745682888540031,596,1632,0.36519607843137253,0.3654791154791155,213,520,212,1713,75,0.7103825136612022,0.7536231884057971,0.9580536912751678,0.7192595857205818,0.5526017904509284,0.5553107095636844,0.5745891276864729,42,66,0.10361067503924647,16,0.009803922,17.56847475832438
Ja Morant,MEM,204,6602,13831,4894,1472,2830,0.5201413427561837,286,911,0.31394072447859495,0.3169642857142857,1092,712,2232,483,375,0.2418478260869565,0.25159010600706716,0.5629370629370629,0.24351777599572308,0.5272999461352006,0.5081529,0.5588100686498856,114,271,0.095759717,4,0.004390779,31.681615756131215
Eric Gordon,PHI,237,6580,13618,2928,532,973,0.5467625899280576,485,1306,0.37136294027565087,0.3730769230769231,409,458,606,1194,261,0.43045112781954886,0.4378585086042065,0.8206185567010309,0.573058359,0.5291293262879788,0.5526546731022378,0.584070796,18,114,0.1171634121274409,10,0.007656968,18.507130707837234
Austin Reaves,LAL,226,6531,13632,2895,629,1054,0.5967741935483871,343,944,0.3633474576271186,0.36763129689174706,608,562,696,804,225,0.4467408585055644,0.4576547231270358,0.7813411078717201,0.4724724724724725,0.5201549494949494,0.5723223223223223,0.6277899343544858,30,76,0.072106262,8,0.008474576,17.433862433862434
Corey Kispert,WAS,250,6487,13404,2731,493,781,0.6312419974391805,494,1296,0.38117283950617287,0.38187451587916343,263,762,224,1434,48,0.7728194726166329,0.8264642082429501,0.9676113360323887,0.6239768897448242,0.5417511594202898,0.5941261434761675,0.6143437077131259,64,88,0.11267605633802817,27,0.020833333333333332,16.31381481977757
LaMelo Ball,CHA,202,6484,13646,4234,893,1877,0.4757591901971231,610,1642,0.37149817295980514,0.3737745098039216,618,440,1346,1236,594,0.24636058230683092,0.26004728132387706,0.6754098360655738,0.4666098323387326,0.5231369323050556,0.5137823245240125,0.5486147412441191,94,143,0.076185402,3,0.00182704,29.08691153647181
Kelly Olynyk,TOR,257,6476,13427,2932,700,1159,0.6039689387402933,322,881,0.3654937570942111,0.3659090909090909,566,892,508,909,57,0.6371428571428571,0.7299509001636661,0.9409937888198758,0.43186274509803924,0.5362504170755643,0.5799019607843138,0.6276824034334764,178,93,0.080241588,3,0.003405221,18.652440229203712
De'Andre Hunter,ATL,214,6450,13434,3243,787,1527,0.5153896529142109,359,967,0.37125129265770423,0.37202072538860104,592,1006,568,987,90,0.639135959,0.6627140974967062,0.9164345403899722,0.38773055332798717,0.5262426936973104,0.5314755412991179,0.5776231263383298,56,126,0.082514735,4,0.004136505,20.24200973300013
