Name,TeamAbbreviation,GamesPlayed,Minutes,PlusMinus,OnOffRtg,OnDefRtg,FirstChancePoints,ThreePtOffReboundedPct,AtRimOffReboundedPct,ShortMidRangeOffReboundedPct,LongMidRangeOffReboundedPct,Blocks,Blocked2s,Blocked3s,BlockedAtRim,BlockedShortMidRange,BlockedLongMidRange,BlockedCorner3,BlockedArc3,RecoveredBlocks,BlocksRecoveredPct,Steals,LostBallSteals,BadPassSteals,DefensiveGoaltends
Ayo Dosunmu,CHI,258,7167,-557,112.45229007633588,116.19320117174195,2409,0.2268041237113402,0.3993055555555556,0.3157894736842105,0.2,103,101,2,57,38,6,1,1,55,0.5339805825242718,207,69,138,7
Malik Monk,SAC,285,7120,225,116.1251343,115.69424679812971,3657,0.23173277661795408,0.36395759717314485,0.3443708609271523,0.24166666666666667,100,82,18,39,40,3,2,16,59,0.59,188,53,135,3
Nicolas Batum,LAC,289,6985,623,116.05721130134573,112.03081925496572,1728,0.16129032258064516,0.4520547945205479,0.42857142857142855,0.12903225806451613,172,149,23,95,46,8,6,17,109,0.6337209302325582,237,66,171,8
Al Horford,BOS,243,6960,1115,118.32137019401605,110.84629656058229,2177,0.18501529051987767,0.35537190082644626,0.24855491329479767,0.2112676056338028,258,240,18,114,116,10,8,10,166,0.6434108527131783,156,36,120,12
Cole Anthony,ORL,276,6952,-434,111.08586037923443,114.21669626998224,3229,0.19089574155653452,0.4085603112840467,0.32150313152400833,0.25,106,100,6,48,46,6,2,4,53,0.5,187,86,101,1
Jaren Jackson Jr.,MEM,241,6941,471,114.71363195118569,111.73444560305875,4023,0.24875,0.3838383838383838,0.34915773353751917,0.3,534,520,14,331,184,5,9,5,295,0.552434457,262,93,169,31
Herbert Jones,NOP,227,6826,439,116.57382623164293,113.12788683602771,2059,0.23785166240409208,0.3902439024390244,0.39325842696629215,0.25,168,126,42,65,57,4,15,27,97,0.5773809523809523,351,104,247,2
Kristaps Porzingis,BOS,221,6760,559,118.25720104742508,114.97729603046727,4073,0.17408906882591094,0.413953488,0.2383073496659243,0.1411764705882353,360,349,11,185,152,12,0,11,230,0.6388888888888888,162,34,128,11
Marcus Smart,MEM,215,6759,827,116.93930262591476,110.92629767708632,2393,0.2210796915167095,0.3157894736842105,0.2744360902255639,0.2153846153846154,75,74,1,35,38,1,1,0,44,0.5866666666666667,347,144,203,1
Josh Giddey,CHI,235,6758,-116,113.83950704724131,114.92155888407751,2835,0.20943396226415095,0.3730964467005076,0.31902985074626866,0.18518518518518517,106,101,5,45,56,0,4,1,56,0.5283018867924528,180,74,106,1
Georges Niang,CLE,333,6749,677,116.58875091307523,112.5230066995509,2559,0.22459893048128343,0.3853211009174312,0.33695652173913043,0.17391304347826086,58,58,0,27,30,1,0,0,26,0.4482758620689655,124,57,67,0
Khris Middleton,MIL,224,6741,867,118.77459246767847,113.4720158494304,3691,0.20680272108843537,0.38095238095238093,0.33737864077669905,0.20738636363636365,48,46,2,18,26,2,1,1,28,0.5833333333333334,226,72,154,2
Cameron Johnson,BKN,249,6721,435,115.08823529411765,112.42704100480236,2914,0.2100558659217877,0.31690140845070425,0.3615819209039548,0.15384615384615385,72,69,3,37,32,0,1,2,34,0.4722222222222222,213,88,125,2
Isaiah Stewart,DET,260,6652,-813,108.99830220713073,114.72862508284852,1784,0.18484848484848485,0.4420485175202156,0.3488372093023256,0.0625,269,265,4,144,120,1,2,2,180,0.6691449814126395,111,35,76,25
Wendell Carter Jr.,ORL,241,6651,-282,110.14076203110031,112.26039516366855,2486,0.1759465478841871,0.3459915611814346,0.23371647509578544,0.11904761904761904,153,152,1,91,60,1,0,1,99,0.6470588235294118,148,42,106,15
Rui Hachimura,LAL,249,6649,-140,113.9518107055259,114.76307071870949,2859,0.21889400921658986,0.3160377358490566,0.27522935779816515,0.2204724409448819,79,79,0,52,26,1,0,0,61,0.7721518987341772,146,42,104,18
Pat Connaughton,MIL,286,6640,315,116.4122965641953,114.39860798955992,1865,0.2483912483912484,0.3157894736842105,0.38596491228070173,0.35714285714285715,73,38,35,19,17,2,6,29,50,0.684931507,188,53,135,0
Devin Vassell,SAS,248,6635,-693,111.17761592269417,116.09137421632917,3131,0.24708926261319533,0.43137254901960786,0.28523489932885904,0.2108843537414966,103,99,4,61,35,3,1,3,60,0.5825242718446602,245,71,174,7
Reggie Bullock Jr.,HOU,255,6633,236,114.74451446359426,112.92697737968726,1725,0.22091503267973855,0.2549019607843137,0.2727272727272727,0.18333333333333332,43,36,7,19,15,2,3,4,16,0.37209302325581395,159,51,108,0
Caleb Martin,PHI,268,6607,-15,112.9618320610687,112.33884422872742,2008,0.2265625,0.4,0.29775280898876405,0.25984251968503935,111,84,27,58,24,2,14,13,63,0.5675675675675675,232,60,172,4
Max Strus,CLE,257,6605,240,114.63580153822953,113.15033272837265,2418,0.23728813559322035,0.37037037037037035,0.3372093023255814,0.22727272727272727,59,47,12,25,20,2,3,9,30,0.5084745762711864,145,40,105,0
Ja Morant,MEM,204,6602,684,117.14988070276914,112.44022605419504,4469,0.22504230118443316,0.4164989939637827,0.37032085561497324,0.30927835051546393,61,58,3,40,18,0,1,2,35,0.5737704918032787,210,64,146,15
Eric Gordon,PHI,237,6580,-339,113.62902041415772,116.31482162559766,2689,0.24408468244084683,0.36082474226804123,0.2889908256880734,0.2857142857142857,91,78,13,25,41,12,2,11,48,0.5274725274725275,161,70,91,0
Austin Reaves,LAL,226,6531,187,116.11649061032864,115.1417004048583,2688,0.21201413427561838,0.35714285714285715,0.3113207547169811,0.18681318681318682,68,61,7,24,31,6,1,6,38,0.5588235294117647,148,44,104,0
Corey Kispert,WAS,250,6487,-677,113.32438078185616,118.85393258426966,2494,0.23243933588761176,0.31092436974789917,0.2867647058823529,0.21212121212121213,50,49,1,33,16,0,0,1,28,0.56,120,40,80,0
LaMelo Ball,CHA,202,6484,-291,114.30455811226733,117.05466332694857,3823,0.20118929633300298,0.35609756097560974,0.345679012,0.21476510067114093,67,63,4,31,30,2,3,1,36,0.5373134328358209,306,105,201,0
Kelly Olynyk,TOR,257,6476,-417,114.52297609294703,118.00657501494321,2532,0.163003663,0.3891625615763547,0.3333333333333333,0.2727272727272727,128,120,8,75,42,3,5,3,66,0.515625,246,95,151,2
De'Andre Hunter,ATL,214,6450,46,117.1356260235224,116.9150521609538,2949,0.23411371237458195,0.3627450980392157,0.32326283987915405,0.15346534653465346,68,61,7,27,28,6,2,5,36,0.5294117647058824,142,45,97,1
Alperen Sengun,HOU,234,6449,-375,113.81708238851095,117.5847619047619,2964,0.1722488038277512,0.38716814159292035,0.2813102119460501,0.1506849315068493,210,206,4,120,85,1,1,3,121,0.5761904761904761,232,84,148,15
Mason Plumlee,PHX,276,6416,-385,113.63670838073568,116.57437609041946,1793,0.21428571428571427,0.3821428571428571,0.29120879120879123,0.16666666666666666,184,176,8,102,72,2,3,5,101,0.5489130434782609,172,68,104,13
Nic Claxton,BKN,244,6409,-56,114.77716966379984,113.94108095569473,2072,0.18181818181818182,0.2764505119453925,0.2857142857142857,0,449,436,13,250,177,9,5,8,269,0.5991091314031181,171,53,118,46
Kevon Looney,GSW,320,6394,545,117.37898284313725,112.12259141253224,1221,0.071428571,0.453125,0.3701657458563536,0.2153846153846154,159,157,2,54,100,3,1,1,99,0.6226415094339622,169,79,90,0
Naz Reid,MIN,319,6345,-213,110.76771205102894,112.17219948461423,3027,0.19818456883509833,0.3424242424242424,0.27134146341463417,0,292,278,14,170,107,1,8,6,174,0.5958904109589042,198,53,145,13
Patrick Williams,CHI,228,6336,-582,112.13716231906494,116.02248229134587,1966,0.23076923076923078,0.37142857142857144,0.3170731707317073,0.12738853503184713,166,159,7,94,58,7,1,6,102,0.6144578313253012,200,68,132,10
Jusuf Nurkic,PHX,237,6314,518,117.22295361263843,113.59857020747533,2379,0.21304347826086956,0.40040241448692154,0.2978723404255319,0.052631579,207,207,0,135,68,4,0,0,127,0.6135265700483091,239,86,153,6
Jamal Murray,DEN,189,6311,1011,122.2827804107425,114.49596455135307,3603,0.21375186846038863,0.43842364532019706,0.36056338028169016,0.22905027932960895,78,67,11,28,34,5,4,7,39,0.5,210,56,154,1
Collin Sexton,UTA,220,6293,-631,113.85840160766735,118.71715610510046,3762,0.2440944881889764,0.403125,0.36510791366906475,0.22784810126582278,37,36,1,12,24,0,0,1,22,0.5945945945945946,176,63,113,0
Alex Caruso,OKC,252,6276,488,113.09205350118017,109.33858267716535,1682,0.23157894736842105,0.3225806451612903,0.3360655737704918,0.24489795918367346,156,147,9,76,66,5,0,9,71,0.4551282051282051,381,131,250,1
Malcolm Brogdon,WAS,207,6215,-38,113.24628333202234,113.88560157790927,3314,0.215748031,0.3385012919896641,0.379182156,0.2304147465437788,58,48,10,25,20,3,3,7,37,0.6379310344827587,155,51,104,0
Josh Richardson,MIA,240,6176,-215,113.55891528677705,114.89276887506975,2254,0.21677215189873417,0.3508771929824561,0.32217573221757323,0.21468926553672316,88,80,8,43,34,3,0,8,55,0.625,218,76,142,2
Daniel Gafford,DAL,301,6139,-322,114.89982647105222,117.15319852073334,2118,0,0.3595505617977528,0.2760416666666667,0.10526315789473684,456,449,7,239,205,5,3,4,265,0.581140351,167,79,88,45
Jeff Green,HOU,284,6122,-95,115.18286814244465,115.02227880330999,2294,0.19718309859154928,0.3488372093023256,0.3080568720379147,0.24561403508771928,102,97,5,54,42,1,3,2,59,0.5784313725490197,100,29,71,3
KJ Martin,PHI,285,6122,-897,111.88408085912823,118.85452824234774,2047,0.2861356932153392,0.40594059405940597,0.3878787878787879,0,137,134,3,86,47,1,0,3,84,0.6131386861313869,134,43,91,10
Alec Burks,MIA,259,6087,46,113.36985853299534,112.9475232957332,2671,0.24142661179698216,0.3988439306358382,0.3238434163701068,0.2471264367816092,63,59,4,39,19,1,2,2,38,0.6031746031746031,188,54,134,0
Klay Thompson,DAL,198,6055,354,117.85798910038702,115.49988107508128,3370,0.25200356188780054,0.45569620253164556,0.2929936305732484,0.23157894736842105,88,84,4,26,46,12,0,4,52,0.5909090909090909,128,45,83,0
Christian Wood,LAL,226,6030,-548,112.22464294359719,116.53365578395808,3088,0.15780141843971632,0.34317343173431736,0.24187725631768953,0.092436975,218,208,10,127,77,4,2,8,140,0.6422018348623854,134,33,101,6
Taurean Prince,MIL,265,6005,-294,114.95185804090077,116.70625494853523,2113,0.1731748726655348,0.44,0.3390804597701149,0.19672131147540983,101,89,12,53,33,3,2,10,62,0.6138613861386139,180,54,126,2
De'Anthony Melton,GSW,246,5996,684,117.43789576229906,111.68557536466774,2252,0.22371967654986524,0.39303482587064675,0.3853658536585366,0.2619047619047619,129,120,9,65,52,3,2,7,72,0.5581395348837209,357,141,216,7
Seth Curry,CHA,249,5884,482,114.83773837403814,111.87299442661713,2349,0.24074074074074073,0.3333333333333333,0.2805755395683453,0.14869888475836432,39,31,8,14,14,3,0,8,20,0.5128205128205128,165,61,104,0
Gordon Hayward,OKC,194,5882,-243,112.53363777216016,114.57126539936364,2596,0.22276029055690072,0.37777777777777777,0.2421875,0.18433179723502305,61,58,3,32,24,2,0,3,45,0.7377049180327869,181,45,136,3
Keegan Murray,SAC,182,5881,320,119.0775334766077,116.73158200049723,2152,0.21306818181818182,0.3492063492063492,0.3488372093023256,0.18446601941747573,123,120,3,60,57,3,0,3,76,0.6178861788617886,158,50,108,0
Jae'Sean Tate,HOU,254,5867,-591,109.89643268124281,114.35943643512451,1905,0.20056497175141244,0.30033003300330036,0.35319148936170214,0.2222222222222222,99,89,10,39,44,6,6,4,60,0.6060606060606061,225,122,103,0
Kawhi Leonard,LAC,172,5850,1058,121.34907824313993,112.63839209674671,3806,0.24686192468619247,0.4088050314465409,0.2675736961451247,0.1761006289308176,108,99,9,51,46,2,4,5,69,0.6388888888888888,264,97,167,3
Nickeil Alexander-Walker,MIN,275,5830,204,113.22871846789842,111.05789429459709,2207,0.23242467718794835,0.32407407407407407,0.3403141361256545,0.20652173913043478,117,117,0,50,63,4,0,0,65,0.5555555555555556,209,80,129,0
Monte Morris,PHX,235,5821,553,118.37617714431153,114.02314499659633,2171,0.2311111111111111,0.35714285714285715,0.3440366972477064,0.19689119170984457,52,47,5,17,23,7,1,4,25,0.4807692307692308,159,55,104,0
Justin Holiday,DEN,249,5808,-325,112.10836865287128,114.51425729442971,1756,0.2170439414114514,0.3047619047619048,0.24444444444444444,0.13793103448275862,102,83,19,60,20,3,7,12,52,0.5098039215686274,186,68,118,1
Cedi Osman,SAS,274,5789,-505,111.12437132384281,115.04672897196261,2267,0.24015748031496062,0.36923076923076925,0.2875,0.2777777777777778,41,40,1,27,11,2,1,0,23,0.5609756097560976,176,76,100,3
Chris Boucher,TOR,289,5784,255,115.22001725625539,112.73775712195543,2132,0.1890909090909091,0.369281046,0.19424460431654678,0.2,291,231,60,117,109,5,28,32,172,0.5910652920962199,157,30,127,5
T.J. McConnell,IND,266,5746,-3,115.9498505479907,115.45710034716481,2352,0.17699115044247787,0.33203125,0.2827586206896552,0.20481927710843373,58,54,4,22,28,4,0,4,36,0.6206896551724138,343,98,245,0
P.J. Tucker,LAC,229,5743,162,115.82532751091703,113.82396385437484,898,0.17747440273037543,0.38636363636363635,0.2765957446808511,0.1111111111111111,57,57,0,27,27,3,0,0,35,0.6140350877192983,152,67,85,0
Luke Kennard,MEM,245,5742,252,114.8757497857755,113.13322439150254,2197,0.1996879875195008,0.3548387096774194,0.32,0.2462686567164179,24,23,1,10,12,1,1,0,9,0.375,125,41,84,0
Marcus Morris Sr.,CLE,225,5708,-86,115.04926323131922,116.12310920695987,2396,0.23623445825932504,0.40789473684210525,0.2846975088967972,0.2178988326848249,67,63,4,33,27,3,4,0,32,0.47761194029850745,119,37,82,0
Tre Jones,SAS,259,5679,-436,112.59384226064952,116.27161535217208,1965,0.22743682310469315,0.34649122807017546,0.3728813559322034,0.25925925925925924,27,24,3,15,8,1,0,3,12,0.4444444444444444,222,98,124,1
Matisse Thybulle,POR,267,5671,-62,112.66409942237003,111.72050440490585,1150,0.22811059907834103,0.3888888888888889,0.4153846153846154,0,223,140,83,33,73,34,27,56,119,0.5336322869955157,416,132,284,0
Jabari Smith Jr.,HOU,179,5594,-569,112.90379059791648,118.01928133216478,1938,0.24394463667820068,0.4032258064516129,0.28936170212765955,0.16770186335403728,157,153,4,81,69,3,1,3,112,0.7133757961783439,102,52,50,8
Patrick Beverley,MIL,235,5587,118,115.00883392226149,113.52516719464977,1496,0.21850393700787402,0.37037037037037035,0.35365853658536583,0.2,152,119,33,49,52,18,9,24,81,0.5328947368421053,202,108,94,1
Gary Harris,ORL,219,5574,-226,111.81490278877452,114.20499691003796,1744,0.24772313296903462,0.4065040650406504,0.36936936936936937,0.21739130434782608,51,50,1,18,30,2,0,1,31,0.6078431372549019,190,87,103,1
Isaiah Hartenstein,OKC,279,5536,810,118.14040728831726,111.04453586120552,1384,0.21153846153846154,0.3215686274509804,0.2182741116751269,0.25,275,270,5,171,98,1,1,4,171,0.6218181818181818,215,78,137,7
Derrick Jones Jr.,LAC,274,5519,154,115.90989712664064,113.76728617986436,1604,0.21774193548387097,0.41150442477876104,0.3854166666666667,0,181,164,17,97,62,5,6,11,94,0.5193370165745856,176,59,117,4
Jarred Vanderbilt,LAL,245,5481,53,116.1940100715611,114.84306505348063,1252,0.17391304347826086,0.36259541984732824,0.2805755395683453,0,118,114,4,62,52,0,1,3,60,0.5084745762711864,282,74,208,18
Killian Hayes,DET,210,5478,-1240,107.04300596563084,117.67524401064773,1576,0.18225419664268586,0.34579439252336447,0.27837837837837837,0.27906976744186046,93,90,3,34,52,4,0,3,53,0.5698924731182796,245,114,131,0
Devonte' Graham,SAS,227,5472,2,112.43150992544687,112.93087890272514,2133,0.24917309812568908,0.38823529411764707,0.3333333333333333,0.23015873015873015,36,36,0,10,24,2,0,0,18,0.5,173,52,121,0
Torrey Craig,CHI,266,5462,-669,113.05061559507523,117.60734539562516,1394,0.21961620469083157,0.4626865671641791,0.2916666666666667,0.13636363636363635,147,137,10,67,60,10,4,6,74,0.5034013605442177,155,51,104,2
Delon Wright,MIL,255,5451,3,113.37272727272727,113.17055459744032,1449,0.12709030100334448,0.3464052287581699,0.39351851851851855,0.12,83,78,5,33,37,8,1,4,46,0.5542168674698795,353,112,241,0
Robert Covington,PHI,218,5449,337,116.39816398163981,113.53884982873626,1406,0.1974169741697417,0.3130434782608696,0.36470588235294116,0.095238095,226,214,12,140,69,5,4,8,131,0.5796460176991151,281,114,167,5
Lonnie Walker IV,BKN,244,5442,-491,112.25542511561721,116.43580181140116,2539,0.19498607242339833,0.37209302325581395,0.273224044,0.1565217391304348,71,64,7,34,27,3,3,4,38,0.5352112676056338,135,35,100,3
Payton Pritchard,BOS,291,5414,677,118.26479808224231,112.55210745715608,2121,0.29871977240398295,0.37735849056603776,0.3790322580645161,0.1839080459770115,25,23,2,9,11,3,1,1,11,0.44,140,52,88,0
Paolo Banchero,ORL,157,5411,-185,113.20003618926988,115.02989672042037,3034,0.26605504587155965,0.36610169491525424,0.2942528735632184,0.23220973782771537,90,77,13,42,32,3,5,8,57,0.6333333333333333,134,47,87,3
Trey Murphy III,NOP,210,5400,188,114.57749661093537,113.17506342877854,2252,0.24016282225237448,0.4017857142857143,0.416,0.2894736842105263,86,81,5,42,35,4,2,3,58,0.6744186046511628,177,55,122,2
Onyeka Okongwu,ATL,256,5398,-6,116.76929941990183,116.84370257966616,1686,0.2125,0.34,0.23684210526315788,0.064516129,275,270,5,168,99,3,2,3,159,0.5781818181818181,152,47,105,5
Zion Williamson,NOP,166,5376,367,117.69299820466786,114.60431654676259,3583,0.19148936170212766,0.376,0.363855422,0.18181818181818182,109,103,6,64,38,1,1,5,66,0.6055045871559633,170,88,82,16
Talen Horton-Tucker,CHI,260,5345,-180,112.17879116901919,113.34594935568171,2360,0.21384928716904278,0.392097264,0.34394904458598724,0.26666666666666666,102,99,3,55,44,0,0,3,52,0.5098039215686274,212,110,102,2
Jalen Suggs,ORL,201,5329,-198,110.20930445114706,111.71269711056422,2209,0.2286634460547504,0.3333333333333333,0.37668161434977576,0.20909090909090908,116,110,6,60,47,3,3,3,72,0.6206896551724138,269,101,168,7
Cade Cunningham,DET,159,5316,-702,110.82866844085528,117.34618916437098,3046,0.21693121693121692,0.42249240121580545,0.2806236080178174,0.22869955156950672,88,85,3,58,24,3,2,1,48,0.5454545454545454,163,66,97,1
Davion Mitchell,TOR,251,5286,-348,112.16416527700575,114.36048113120926,1689,0.2336065573770492,0.33774834437086093,0.3227848101265823,0.2077922077922078,47,41,6,17,19,5,0,6,25,0.5319148936170213,138,58,80,1
Precious Achiuwa,NYK,265,5266,-107,113.03009904798539,113.53498612041734,1605,0.21951219512195122,0.4551282051282051,0.39194139194139194,0.24390243902439024,168,154,14,109,45,0,6,8,102,0.6071428571428571,135,50,85,5
Andre Drummond,PHI,284,5259,-125,113.38912133891213,113.76640543857992,1687,0.16666666666666666,0.40641711229946526,0.2823529411764706,0.3,200,189,11,113,70,6,2,9,121,0.605,285,103,182,19
Jaden Ivey,DET,175,5254,-1039,110.72252468395313,120.27675276752767,2560,0.21923076923076923,0.3979933110367893,0.32831325301204817,0.16666666666666666,68,65,3,32,33,0,1,2,31,0.45588235294117646,141,40,101,5
Jalen Williams,OKC,169,5230,498,117.01837365835911,112.4681702,2623,0.23030303030303031,0.3463203463203463,0.2169811320754717,0.1557377049180328,99,94,5,58,33,3,2,3,53,0.5353535353535354,232,108,124,4
Joe Ingles,MIN,233,5228,881,118.13597310422115,110.43445622595478,1594,0.23843416370106763,0.46296296296296297,0.44155844155844154,0.4,28,25,3,11,8,6,0,3,17,0.6071428571428571,144,47,97,0
Doug McDermott,SAC,264,5216,-431,113.42945230322815,118.79188469659414,2234,0.20552147239263804,0.35135135135135137,0.3356643356643357,0.14893617021276595,21,19,2,8,10,1,0,2,11,0.5238095238095238,64,21,43,1
Dwight Powell,DAL,297,5211,347,118.17216753522486,114.51395572666024,1466,0.17391304347826086,0.3717277486910995,0.23728813559322035,0.076923077,123,123,0,68,54,1,0,0,65,0.5284552845528455,154,59,95,7
Kevin Porter Jr.,LAC,168,5196,-861,110.42574900287542,118.63209738871852,2446,0.26978998384491115,0.328042328,0.28618421052631576,0.18309859154929578,54,50,4,25,24,1,0,4,25,0.46296296296296297,190,76,114,2
Aaron Nesmith,IND,249,5190,-44,117.06139128819541,117.21964782205745,1846,0.21834862385321102,0.37888198757763975,0.3617021276595745,0.24,99,96,3,53,40,3,1,2,54,0.5454545454545454,159,56,103,4
Obi Toppin,IND,307,5176,300,117.55524212505877,114.44381917088725,2165,0.21673003802281368,0.33014354066985646,0.26956521739130435,0.0625,113,95,18,50,39,6,2,16,50,0.4424778761061947,126,31,95,14
Patty Mills,UTA,230,5150,95,113.08516638465878,112.89254634884601,1907,0.22163588390501318,0.2153846153846154,0.30985915492957744,0.18309859154929578,26,23,3,8,13,2,0,3,11,0.4230769230769231,134,61,73,0
Josh Green,CHA,245,5135,-38,115.31082118188796,115.4538490999617,1449,0.21766561514195584,0.3082706766917293,0.2923076923076923,0.125,38,37,1,18,18,1,0,1,18,0.47368421052631576,168,75,93,1
Shake Milton,BKN,262,5115,151,113.16821268050111,111.87398257205783,2012,0.21666666666666667,0.33980582524271846,0.34951456310679613,0.23423423423423423,55,51,4,21,28,2,0,4,30,0.5454545454545454,119,47,72,0
Jae Crowder,SAC,200,5113,545,116.96012182354622,111.61376164227333,1516,0.18780889621087316,0.46808510638297873,0.3181818181818182,0.14814814814814814,72,71,1,36,35,0,0,1,32,0.4444444444444444,196,75,121,1
Mitchell Robinson,NYK,193,5058,102,115.35307061412281,114.17299240910907,789,0,0.4291044776119403,0.35294117647058826,0,322,302,20,201,91,10,3,17,189,0.5869565217391305,186,44,142,27
Jonathan Kuminga,GSW,232,5042,144,115.07532866327608,113.28042833922937,2505,0.20348837209302326,0.34782608695652173,0.27450980392156865,0.2631578947368421,102,96,6,42,52,2,2,4,61,0.5980392156862745,149,52,97,14
Drew Eubanks,UTA,298,5023,-694,110.99619475070739,117.25276860306975,1455,0.26666666666666666,0.3096446700507614,0.23555555555555555,0.076923077,266,261,5,192,68,1,0,5,159,0.5977443609022557,121,42,79,13
Will Barton,TOR,183,5005,162,115.21588775812667,113.89659270998416,1929,0.20075757575757575,0.45251396648044695,0.32,0.2773109243697479,67,57,10,31,26,0,6,4,30,0.44776119402985076,133,48,85,4
Naji Marshall,DAL,250,4966,206,114.8463496,112.02992906423088,1761,0.2454308093994778,0.36683417085427134,0.3440366972477064,0.2682926829268293,46,44,2,23,15,6,0,2,21,0.45652173913043476,181,75,106,0
Cameron Payne,NYK,261,4932,442,116.66666666666667,112.22024163200633,2165,0.26325757575757575,0.43548387096774194,0.35454545454545455,0.16,58,56,2,19,35,2,2,0,40,0.6896551724137931,163,85,78,0
Kenrich Williams,OKC,250,4901,106,111.86878727634195,110.48562933597621,1437,0.21766561514195584,0.3269230769230769,0.2713178294573643,0.16049382716049382,54,48,6,33,10,5,1,5,35,0.6481481481481481,188,64,124,4
Larry Nance Jr.,ATL,217,4893,7,112.70163335700518,112.11876388608363,1211,0.20320855614973263,0.410958904,0.19008264462809918,0.1724137931034483,96,94,2,48,46,0,0,2,59,0.6145833333333334,230,71,159,3
Steven Adams,HOU,189,4882,619,119.38171233564188,113.45341114912458,827,0,0.41064638783269963,0.21481481481481482,0,146,142,4,87,52,3,1,3,80,0.547945205,158,35,123,2
Maxi Kleber,DAL,203,4829,396,115.73160706946157,111.9386073341574,1056,0.19069767441860466,0.30612244897959184,0.2857142857142857,0.1111111111111111,160,153,7,88,63,2,2,5,99,0.61875,85,26,59,3
Garrison Mathews,ATL,268,4772,-606,111.33619399261552,117.5712143928036,1550,0.24044585987261147,0.25806451612903225,0.358974359,0.23076923076923078,47,36,11,22,14,0,7,4,22,0.46808510638297873,143,29,114,0
Cam Thomas,BKN,207,4766,-402,113.01355792933443,118.00310398344541,2833,0.26011560693641617,0.275,0.30982367758186397,0.29343629343629346,32,30,2,13,14,3,0,2,18,0.5625,110,37,73,4
Moritz Wagner,ORL,271,4704,-208,111.57340491430931,113.82659915262995,2317,0.19047619047619047,0.29389312977099236,0.23880597014925373,0,77,63,14,30,31,2,5,9,49,0.6363636363636364,143,59,84,2
John Konchar,MEM,254,4688,174,113.22707513972261,111.05838663090572,957,0.23548387096774193,0.36792452830188677,0.423728814,0.47619047619047616,113,100,13,59,39,2,5,8,72,0.6371681415929203,210,101,109,3
Gabe Vincent,LAL,221,4674,12,112.45440892512336,112.09720586660957,1482,0.21805792163543442,0.36363636363636365,0.45714285714285713,0.19402985074626866,21,18,3,10,8,0,1,2,6,0.2857142857142857,175,84,91,0
Evan Fournier,DET,181,4656,-322,110.86864853468269,114.6256345177665,2047,0.20402298850574713,0.37254901960784315,0.3352601156069364,0.16216216216216217,49,48,1,25,20,3,0,1,28,0.5714285714285714,171,62,109,0
Trey Lyles,SAC,248,4653,-51,114.93915232899707,115.69266344334665,1644,0.20082815734989648,0.3448275862068966,0.24369747899159663,0.15151515151515152,94,84,10,53,30,1,5,5,57,0.6063829787234043,89,30,59,7
Amir Coffey,LAC,257,4623,-250,112.27995758218452,114.50607501320654,1488,0.22162162162162163,0.4166666666666667,0.3691275167785235,0.26785714285714285,35,33,2,20,11,2,1,1,22,0.6285714285714286,110,39,71,0
Cory Joseph,ORL,229,4615,-519,110.97469840930927,116.31674304593413,1411,0.2565789473684211,0.4339622641509434,0.3258426966292135,0.21428571428571427,49,46,3,18,25,3,1,2,27,0.5510204081632653,143,55,88,0
Kevin Love,MIA,228,4595,246,114.13870725694072,112.04222317966394,2019,0.17979002624671916,0.4,0.2805755395683453,0.16049382716049382,44,44,0,32,12,0,0,0,25,0.5681818181818182,89,33,56,0
Bennedict Mathurin,IND,162,4579,-323,115.33742331288343,118.79487980018732,2315,0.2538860103626943,0.42424242424242425,0.336996337,0.225,35,34,1,27,6,1,1,0,22,0.6285714285714286,100,33,67,3
Dean Wade,CLE,229,4567,165,111.24686375040908,108.86501736111111,1103,0.23529411764705882,0.44642857142857145,0.2222222222222222,0.13333333333333333,80,80,0,53,26,1,0,0,37,0.4625,150,51,99,0
Jevon Carter,CHI,290,4489,88,113.05676855895197,111.02941176470588,1390,0.2281021897810219,0.3114754098360656,0.3076923076923077,0.24193548387096775,68,64,4,21,32,11,2,2,42,0.6176470588235294,159,71,88,0
Aaron Holiday,HOU,284,4445,110,112.97303175293607,111.25662950535772,1539,0.23513513513513515,0.30405405405405406,0.42792792792792794,0.2,41,41,0,19,20,2,0,0,23,0.5609756097560976,168,72,96,3
Marvin Bagley III,WAS,199,4437,-590,112.22539543057995,118.65393061045235,1752,0.1642512077294686,0.4103585657370518,0.25386996904024767,0.1276595744680851,107,106,1,61,45,0,0,1,66,0.61682243,87,30,57,21
Darius Bazley,UTA,176,4406,-1052,104.36068806836857,115.33093446734271,1602,0.18095238095238095,0.36,0.37222222222222223,0.075,136,116,20,67,38,11,6,14,91,0.6691176470588235,115,19,96,5
Quentin Grimes,DAL,190,4382,213,115.81591869361654,112.80390820268121,1405,0.25886524822695034,0.46236559139784944,0.35135135135135137,0.18181818181818182,49,42,7,23,16,3,1,6,28,0.5714285714285714,129,66,63,0
Landry Shamet,WAS,216,4373,83,113.37763012181617,112.35892896658554,1667,0.2126984126984127,0.37755102040816324,0.3333333333333333,0.30434782608695654,34,32,2,14,18,0,0,2,18,0.5294117647058824,110,38,72,0
Santi Aldama,MEM,195,4331,-37,112.6934639795123,113.5352632167207,1502,0.2281449893390192,0.38848920863309355,0.41025641025641024,0.15789473684210525,125,115,10,82,31,2,1,9,68,0.544,117,24,93,6
