Name,TeamAbbreviation,GamesPlayed,Minutes,PlusMinus,OnOffRtg,OnDefRtg,FirstChancePoints,ThreePtOffReboundedPct,AtRimOffReboundedPct,ShortMidRangeOffReboundedPct,LongMidRangeOffReboundedPct,Blocks,Blocked2s,Blocked3s,BlockedAtRim,BlockedShortMidRange,BlockedLongMidRange,BlockedCorner3,BlockedArc3,RecoveredBlocks,BlocksRecoveredPct,Steals,LostBallSteals,BadPassSteals,DefensiveGoaltends
Otto Porter Jr.,TOR,114,2329,174,111.9624217118998,109.05842791088693,731,0.21171171171171171,0.4594594594594595,0.3382352941176471,0.11538461538461539,38,38,0,14,24,0,0,0,22,0.5789473684210527,100,27,73,0
Damian Jones,CLE,175,2309,-415,106.54088050314465,115.26525477039212,709,0.11428571428571428,0.3333333333333333,0.2653061224489796,0.047619047619047616,110,110,0,68,41,1,0,0,63,0.5727272727272728,52,14,38,13
Nerlens Noel,BKN,106,2303,-146,109.57795757708288,112.27955584585239,319,0,0.35384615384615387,0.14,0,182,180,2,136,42,2,1,1,110,0.6043956043956044,116,57,59,16
Cason Wallace,OKC,105,2297,241,117.04111911827046,110.85222502099076,639,0.21787709497206703,0.42857142857142855,0.24074074074074073,0.3333333333333333,53,45,8,14,29,2,2,6,30,0.5660377358490566,117,65,52,0
Bol Bol,PHX,165,2252,-199,109.26243567753002,113.50482315112541,793,0.2222222222222222,0.4864864864864865,0.3883495145631068,0.28,122,102,20,49,46,7,6,14,78,0.639344262,44,11,33,12
Jericho Sims,NYK,161,2249,-25,112.82633371169126,112.55069851284361,279,0,0.4634146341463415,0.15789473684210525,0,78,77,1,45,31,1,0,1,46,0.5897435897435898,40,10,30,4
Peyton Watson,DEN,125,2222,-135,113.18631863186319,114.06802120141343,731,0.15217391304347827,0.3229166666666667,0.29069767441860467,0.066666667,121,109,12,72,35,2,3,9,67,0.5537190082644629,62,25,37,8
Lou Williams,ATL,122,2222,92,114.97361477572561,113.80150642445724,1028,0.18902439024390244,0.45454545454545453,0.3157894736842105,0.22818791946308725,9,8,1,4,4,0,1,0,5,0.5555555555555556,75,22,53,1
Tomas Satoransky,WAS,113,2213,-165,110.25871766029246,113.46024636058232,590,0.21428571428571427,0.30952380952380953,0.19767441860465115,0.21428571428571427,19,18,1,14,4,0,0,1,7,0.3684210526315789,69,26,43,0
Scoot Henderson,POR,79,2211,-604,108.13747228381375,121.31474103585657,977,0.25853658536585367,0.40268456375838924,0.31543624161073824,0.21621621621621623,15,13,2,7,5,1,1,1,9,0.6,64,30,34,0
Kevin Knox II,DET,166,2199,-414,107.35326205542222,116.25980819529207,817,0.19636363636363635,0.3050847457627119,0.4117647058823529,0.28125,27,26,1,12,14,0,1,0,17,0.6296296296296297,53,13,40,2
Ben McLemore,POR,117,2190,-451,105.65954635542833,115.5149647887324,957,0.22727272727272727,0.3333333333333333,0.23809523809523808,0.20833333333333334,19,19,0,11,8,0,0,0,9,0.47368421052631576,61,19,42,1
Elfrid Payton,NOP,120,2177,-151,108.75228519195613,111.48955495004542,722,0.22784810126582278,0.3395061728395062,0.35353535353535354,0.2727272727272727,18,16,2,7,9,0,0,2,10,0.5555555555555556,82,27,55,0
Enes Freedom,BOS,107,2169,224,120.4441391941392,115.50103187342353,548,0.2,0.3806818181818182,0.24358974358974358,0.5,62,60,2,40,18,2,0,2,36,0.5806451612903226,38,18,20,0
Jordan Goodwin,MEM,121,2167,-218,109.08677873693775,113.5489708210812,624,0.1834319526627219,0.4473684210526316,0.304,0.2830188679245283,44,41,3,22,19,0,1,2,29,0.6590909090909091,106,60,46,0
Dwight Howard,LAL,129,2166,-195,109.93845452473217,113.40112994350282,534,0.23809523809523808,0.3787878787878788,0.2,0.090909091,98,94,4,54,39,1,0,4,55,0.5612244897959183,64,28,36,21
Willy Hernangomez,NOP,133,2143,-40,114.62706565430996,114.80248557478916,785,0.090909091,0.40703517587939697,0.2608695652173913,0.16666666666666666,55,54,1,26,28,0,1,0,25,0.45454545454545453,60,28,32,4
Josh Christopher,HOU,138,2120,-497,109.0162063455832,120.4431247144815,863,0.2756756756756757,0.3707865168539326,0.3023255813953488,0.21428571428571427,28,26,2,11,14,1,1,1,19,0.6785714285714286,98,41,57,6
Markieff Morris,DAL,142,2088,-16,110.82462253193961,111.2221189591078,650,0.19313304721030042,0.42857142857142855,0.14285714285714285,0.22807017543859648,29,29,0,17,8,4,0,0,17,0.5862068965517241,42,8,34,3
Justise Winslow,POR,103,2058,-86,109.89399293286219,111.23858581128542,549,0.23076923076923078,0.44,0.36,0.20454545454545456,48,47,1,30,16,1,0,1,33,0.6875,80,31,49,5
Andre Iguodala,GSW,102,2054,67,110.13712047012731,107.34011627906976,387,0.18128654970760233,0.5,0.2857142857142857,0.2,60,57,3,17,36,4,2,1,34,0.5666666666666667,88,32,56,3
Isaiah Livers,DET,94,2051,-411,111.16435074269286,120.4339532665713,522,0.27102803738317754,0.2777777777777778,0.38461538461538464,0.3333333333333333,40,38,2,16,21,1,1,1,23,0.575,54,20,34,1
John Wall,LAC,74,2043,-272,107.86993402450518,114.22515308525671,1124,0.23553719008264462,0.32450331125827814,0.3333333333333333,0.1366906474820144,43,43,0,19,22,2,0,0,24,0.5581395348837209,69,33,36,0
Amen Thompson,HOU,86,2034,140,114.48243114909782,110.06111894687353,701,0.19696969696969696,0.41739130434782606,0.3048780487804878,0.125,60,53,7,23,28,2,2,5,40,0.6666666666666666,105,61,44,3
JT Thor,CLE,168,2027,-215,108.14708002883923,112.71814487210136,453,0.17419354838709677,0.3333333333333333,0.45652173913043476,0.25,63,59,4,35,24,0,2,2,38,0.6031746031746031,43,17,26,12
Jaden Hardy,DAL,143,2018,-157,112.09544058587291,116.60323501427213,1015,0.17735849056603772,0.39622641509433965,0.34951456310679613,0.171875,12,12,0,4,7,1,0,0,8,0.6666666666666666,53,25,28,0
Serge Ibaka,MIL,111,2018,78,113.60411059456816,112.49383932971908,694,0.14666666666666667,0.30357142857142855,0.2621359223300971,0.088888889,87,86,1,40,46,0,0,1,54,0.6206896551724138,22,11,11,4
D.J. Augustin,LAL,112,2012,-216,113.19528052010594,119.5187165775401,676,0.1891891891891892,0.40384615384615385,0.2413793103448276,0.30434782608695654,2,2,0,0,2,0,0,0,1,0.5,45,13,32,0
Avery Bradley,LAL,89,2008,-312,107.87629862285576,114.74897910160941,509,0.22279792746113988,0.2222222222222222,0.358974359,0.21052631578947367,12,10,2,3,6,1,0,2,6,0.5,74,32,42,0
DeAndre' Bembry,MIL,107,1998,-21,112.30051559047386,111.82769530299342,510,0.24561403508771928,0.3875,0.4,0,43,41,2,23,15,3,1,1,20,0.46511627906976744,102,17,85,1
Brandon Boston Jr.,NOP,127,1961,-292,107.1304347826087,114.01684001981178,827,0.25806451612903225,0.5287356321839081,0.32727272727272727,0.19230769230769232,26,23,3,15,8,0,1,2,12,0.46153846153846156,79,23,56,1
Juancho Hernangomez,TOR,134,1958,-63,115.44817225838759,116.90845422711357,496,0.28431372549019607,0.4406779661016949,0.4074074074074074,1,23,23,0,12,11,0,0,0,10,0.43478260869565216,49,13,36,1
Saben Lee,PHX,134,1943,-184,107.53857829496584,111.51621825496605,650,0.20224719101123595,0.3984375,0.3181818181818182,0.23076923076923078,29,26,3,15,9,2,1,2,15,0.5172413793103449,94,56,38,0
Day'Ron Sharpe,BKN,144,1908,19,115.1709951144253,114.71193415637859,544,0.13636363636363635,0.42196531791907516,0.3194444444444444,0,92,91,1,51,40,0,0,1,54,0.5869565217391305,53,17,36,13
Frank Jackson,UTA,94,1907,-200,107.45118191161356,112.0429557657888,858,0.21785714285714286,0.375,0.2716049382716049,0.23333333333333334,10,10,0,6,3,1,0,0,7,0.7,42,11,31,0
Anthony Gill,WAS,197,1903,29,114.48906964921198,112.38071320944249,544,0.15555555555555556,0.375,0.3918918918918919,0,39,39,0,18,21,0,0,0,21,0.5384615384615384,40,20,20,3
Max Christie,LAL,131,1899,-186,111.14762386248735,115.12182868625973,521,0.22556390977443608,0.2972972972972973,0.21428571428571427,0.23809523809523808,33,30,3,13,15,2,0,3,21,0.6363636363636364,47,9,38,2
Romeo Langford,SAS,109,1898,-242,107.25868725868726,112.30259806418748,469,0.25225225225225223,0.38333333333333336,0.3522727272727273,0.25,34,33,1,16,17,0,0,1,18,0.5294117647058824,52,22,30,2
Cody Zeller,NOP,133,1896,11,114.2308676734067,114.47672923630753,580,0.125,0.39285714285714285,0.3770491803278688,0.2,32,32,0,17,15,0,0,0,11,0.34375,47,22,25,2
Gradey Dick,TOR,79,1885,-428,110.52631578947367,120.8014293006636,741,0.26609442060085836,0.3235294117647059,0.38095238095238093,0.16666666666666666,7,6,1,3,3,0,0,1,5,0.7142857142857143,52,10,42,0
Sterling Brown,LAL,104,1881,-125,108.25167612171222,111.10254433307634,513,0.15675675675675677,0.40384615384615385,0.4642857142857143,0.38461538461538464,19,19,0,8,10,1,0,0,9,0.47368421052631576,55,23,32,0
Kent Bazemore,LAL,106,1878,47,110.01011122345803,108.1386586284853,541,0.21710526315789475,0.38596491228070173,0.19148936170212766,0.066666667,42,38,4,23,14,1,0,4,18,0.42857142857142855,94,47,47,0
Dwayne Bacon,ORL,72,1853,-443,104.10922587486745,115.27301503561067,696,0.19727891156462585,0.37755102040816324,0.3,0.16666666666666666,5,5,0,3,2,0,0,0,3,0.6,45,17,28,0
Sam Merrill,CLE,123,1835,63,112.6239614044492,111.95563970787126,692,0.2042042042042042,0.4444444444444444,0.4444444444444444,0.42857142857142855,10,9,1,9,0,0,1,0,2,0.2,43,18,25,0
Wayne Ellington,LAL,89,1822,-128,111.53225806451611,115.43859649122808,686,0.156794425,0.46153846153846156,0.5,0.10526315789473684,14,12,2,6,5,1,0,2,9,0.6428571428571429,41,15,26,0
Tony Snell,NOP,100,1815,-53,112.96144380639869,114.56736035049288,378,0.25,0.3076923076923077,0.3333333333333333,0.3333333333333333,20,19,1,15,2,2,0,1,15,0.75,29,10,19,1
Jaylin Williams,OKC,118,1811,33,116.14806866952789,114.70902295782167,508,0.2727272727272727,0.4166666666666667,0.22413793103448276,0.3,39,38,1,25,12,1,1,0,28,0.717948718,56,12,44,2
Moses Brown,IND,150,1804,-455,104.35356200527706,116.17492096944152,499,0,0.37037037037037035,0.3333333333333333,0,85,83,2,51,32,0,0,2,54,0.6352941176470588,49,18,31,18
Jake LaRavia,MEM,95,1804,-22,112.5066809192945,112.58313381218409,615,0.30113636363636365,0.3382352941176471,0.5454545454545454,0.5555555555555556,33,27,6,12,14,1,3,3,12,0.36363636363636365,63,29,34,0
Anthony Black,ORL,95,1787,12,109.7452934662237,108.87052341597797,463,0.2647058823529412,0.3508771929824561,0.3076923076923077,0.25,42,37,5,17,18,2,2,3,24,0.5714285714285714,58,26,32,2
Trent Forrest,ATL,151,1758,-123,112.17217787913341,115.48093340922026,385,0.20408163265306123,0.4,0.36363636363636365,1,15,14,1,11,3,0,0,1,8,0.5333333333333333,57,25,32,1
Blake Wesley,SAS,117,1757,-350,107.23185265438786,116.08297413793105,472,0.2375,0.297029703,0.3114754098360656,0.23684210526315788,15,14,1,6,7,1,0,1,4,0.26666666666666666,62,23,39,0
Kira Lewis Jr.,UTA,131,1745,-88,107.99780881950151,110.62019758507135,634,0.2484472049689441,0.4,0.40594059405940597,0.11764705882352941,15,14,1,2,10,2,0,1,7,0.4666666666666667,68,27,41,0
Nemanja Bjelica,GSW,108,1738,64,112.39716312056737,111.78663607685691,573,0.13245033112582782,0.37037037037037035,0.4,0.375,31,31,0,15,16,0,0,0,22,0.7096774193548387,56,23,33,2
Timothe Luwawu-Cabarrot,ATL,110,1735,-77,114.27782380557856,115.8922188616992,540,0.23829787234042554,0.22033898305084745,0.4,0.4444444444444444,12,10,2,7,3,0,1,1,6,0.5,51,16,35,0
Dereck Lively II,DAL,74,1734,255,122.06255283178359,114.7481001970166,515,0,0.34328358208955223,0.3157894736842105,0,108,108,0,63,44,1,0,0,64,0.5925925925925926,47,14,33,16
LaMarcus Aldridge,BKN,73,1725,-15,113.50664029386833,114.38297872340425,825,0.15384615384615385,0.37735849056603776,0.1485148514851485,0.16666666666666666,76,76,0,47,29,0,0,0,37,0.4868421052631579,25,5,20,0
Caleb Houstan,ORL,126,1716,-128,110.49436253252384,113.83285302593659,417,0.30666666666666664,0.4,0.5,0.25,13,11,2,6,5,0,1,1,6,0.46153846153846156,27,10,17,0
Hassan Whiteside,UTA,101,1708,125,118.23935558112774,114.44572085008616,553,0,0.23076923076923078,0.225,0.15384615384615385,149,147,2,72,69,6,2,0,95,0.6375838926174496,31,9,22,4
Wenyen Gabriel,MEM,120,1704,-4,113.72604284103721,113.13725490196077,442,0.19696969696969696,0.5052631578947369,0.35,0.6666666666666666,56,55,1,35,19,1,0,1,36,0.6428571428571429,42,20,22,5
Dewayne Dedmon,PHI,121,1702,-8,112.1849985176401,110.97453906935908,569,0.1111111111111111,0.3780487804878049,0.23333333333333334,0.23529411764705882,67,67,0,44,21,2,0,0,33,0.4925373134328358,42,16,26,4
Jeremy Lamb,SAC,92,1701,7,114.39588688946016,114.35926773455377,680,0.20118343195266272,0.325,0.38,0.21052631578947367,45,39,6,22,15,2,1,5,29,0.6444444444444445,65,24,41,0
Derrick Favors,OKC,107,1692,-105,110.33478893740902,113.02959953569355,443,0.1875,0.44776119402985076,0.14,0.12195121951219512,80,79,1,57,21,1,1,0,56,0.7,49,11,38,0
Sandro Mamukelashvili,SAS,147,1679,-207,107.816092,114.25685425685427,560,0.15822784810126583,0.379746835,0.15217391304347827,0.4,38,37,1,26,11,0,0,1,22,0.5789473684210527,33,11,22,2
Bryce McGowens,POR,106,1671,-370,106.03322646458757,116.5455074149462,499,0.21666666666666667,0.34285714285714286,0.3181818181818182,0.23076923076923078,16,16,0,13,3,0,0,0,8,0.5,36,16,20,1
Ausar Thompson,DET,68,1659,-239,109.8480420806546,115.98491441833478,494,0.23333333333333334,0.43529411764705883,0.3620689655172414,0.17391304347826086,62,56,6,26,29,1,0,6,29,0.46774193548387094,70,31,39,1
Frank Ntilikina,CHA,143,1657,64,111.49700598802396,108.3802191294048,427,0.22758620689655173,0.21212121212121213,0.3,0.13513513513513514,18,17,1,12,4,1,0,1,10,0.5555555555555556,61,18,43,0
Kessler Edwards,DAL,141,1656,-119,114.62333825701624,116.45311589982526,398,0.26582278481012656,0.4339622641509434,0.65625,0.29411764705882354,34,34,0,21,11,2,0,0,14,0.4117647058823529,53,28,25,3
Solomon Hill,ATL,84,1653,67,115.12781954887218,112.2016706443914,285,0.18543046357615894,0.3333333333333333,0.5333333333333333,0.5,13,13,0,6,6,1,0,0,11,0.8461538461538461,54,19,35,0
Rodney Hood,LAC,107,1652,-122,110.9982068141064,114.8502994011976,372,0.2462686567164179,0.1875,0.2698412698412698,0.2558139534883721,13,13,0,6,7,0,0,0,8,0.6153846153846154,39,12,27,0
Maurice Harkless,SAC,84,1635,-134,111.18362503708099,114.92007104795736,368,0.17829457364341086,0.36585365853658536,0.25,0.2,44,40,4,22,16,2,1,3,21,0.4772727272727273,59,19,40,2
Anthony Lamb,GSW,88,1618,-52,112.99084735754356,114.55995274660367,486,0.24277456647398843,0.34375,0.25925925925925924,0.2,25,23,2,10,12,1,0,2,17,0.68,34,9,25,2
Kris Murray,POR,83,1615,-215,107.4658573596358,114.44241316270566,379,0.31125827814569534,0.4576271186440678,0.5555555555555556,0,24,24,0,12,11,1,0,0,14,0.5833333333333334,62,18,44,1
Lindy Waters III,GSW,123,1609,97,113.58244365361803,112.50753465943339,577,0.24390243902439024,0.23076923076923078,0.47058823529411764,0.16666666666666666,31,30,1,16,14,0,0,1,17,0.5483870967741935,47,25,22,2
Bruno Fernando,TOR,162,1607,-247,107.58683729433272,114.72821135742484,472,0.18181818181818182,0.38235294117647056,0.33766233766233766,0.42857142857142855,85,85,0,49,35,1,0,0,53,0.6235294117647059,39,18,21,15
Edmond Sumner,BKN,106,1597,-8,114.77642878294343,114.74150664697193,705,0.18269230769230768,0.31868131868131866,0.2835820895522388,0.2,20,19,1,9,9,1,1,0,13,0.65,64,23,41,1
Vince Williams Jr.,MEM,70,1586,-111,109.48702101359703,113.0569306930693,468,0.18354430379746836,0.47619047619047616,0.4473684210526316,0.125,38,38,0,20,18,0,0,0,20,0.5263157894736842,53,28,25,0
AJ Griffin,ATL,92,1572,12,116.2656107219007,115.68865916692003,611,0.22527472527472528,0.5,0.3875,0.19444444444444445,14,13,1,7,5,1,0,1,7,0.5,43,15,28,0
Marcus Sasser,DET,87,1562,-259,109.20605498918752,117.06263498920087,641,0.23780487804878048,0.45454545454545453,0.3157894736842105,0.25,14,14,0,6,8,0,0,0,7,0.5,57,28,29,0
Keon Johnson,BKN,104,1547,-554,105.02225047679593,121.4353163361662,555,0.16091954022988506,0.35802469135802467,0.35802469135802467,0.13513513513513514,26,26,0,22,4,0,0,0,15,0.5769230769230769,62,19,43,4
PJ Dozier,MIN,91,1538,79,110.82307193778354,107.28965960179833,462,0.22695035460992907,0.45652173913043476,0.36363636363636365,0.225,29,28,1,14,14,0,0,1,19,0.6551724137931034,49,19,30,5
Paul Millsap,PHI,89,1538,79,116.41008843760235,113.63636363636364,513,0.21367521367521367,0.45161290322580644,0.36904761904761907,0.18181818181818182,49,49,0,23,25,1,0,0,24,0.4897959183673469,61,28,33,0
Vit Krejci,ATL,92,1529,-200,111.02210829862223,117.50561077268355,347,0.2265625,0.32,0.5161290322580645,0,18,18,0,7,11,0,0,0,10,0.5555555555555556,41,18,23,0
Keon Ellis,SAC,96,1521,146,118.28986464179597,112.50409165302781,439,0.2302158273381295,0.3157894736842105,0.2727272727272727,0.2727272727272727,49,46,3,20,23,3,0,3,30,0.6122448979591837,84,40,44,0
Trayce Jackson-Davis,GSW,89,1503,33,116.87763713080169,115.24547803617571,567,1,0.45263157894736844,0.34615384615384615,0,90,89,1,41,48,0,1,0,60,0.6666666666666666,35,8,27,11
Rodney McGruder,DET,99,1472,-117,110.92297476759627,114.46540880503144,477,0.2792207792207792,0.47058823529411764,0.3829787234042553,0.2222222222222222,9,9,0,6,3,0,0,0,6,0.6666666666666666,45,19,26,0
Armoni Brooks,BKN,84,1468,-187,110.1812191103789,116.45778364116094,498,0.24113475177304963,0.32,0.3076923076923077,0.25,17,16,1,6,9,1,0,1,7,0.4117647058823529,41,10,31,0
Rajon Rondo,CLE,84,1467,-87,106.63094440723376,110.02354524049781,404,0.24299065420560748,0.2711864406779661,0.25,0.18181818181818182,10,9,1,4,3,2,0,1,8,0.8,67,27,40,0
Jordan Hawkins,NOP,78,1463,-71,114.01527731650614,117.78151260504201,617,0.26956521739130435,0.39285714285714285,0.4318181818181818,0.2545454545454545,11,9,2,5,4,0,0,2,6,0.5454545454545454,22,10,12,1
Vasilije Micic,CHA,73,1459,-110,112.1808143547274,116.57995143947278,490,0.24427480916030533,0.33962264150943394,0.4666666666666667,0.1794871794871795,7,6,1,5,1,0,1,0,2,0.2857142857142857,38,10,28,0
Eric Paschall,UTA,98,1431,-142,109.29596719070403,113.72148450800135,627,0.18811881188118812,0.42857142857142855,0.16393442622950818,0.085714286,12,11,1,7,4,0,0,1,5,0.4166666666666667,21,8,13,2
DeMarcus Cousins,DEN,89,1430,-22,111.66041595635869,112.48720573183215,649,0.15789473684210525,0.39655172413793105,0.41304347826086957,0,45,45,0,25,20,0,0,0,26,0.5777777777777777,69,19,50,1
AJ Green,MIL,113,1414,70,115.81703910614524,113.73029772329247,519,0.1895734597156398,0.16666666666666666,0.2857142857142857,0.3125,5,5,0,2,3,0,0,0,2,0.4,27,14,13,0
Jonathan Isaac,ORL,90,1393,157,112.93134762077733,105.76854174131135,412,0.25,0.45,0.36666666666666664,0.25,103,100,3,53,41,6,0,3,57,0.5533980582524272,75,25,50,5
Thanasis Antetokounmpo,MIL,176,1386,-280,106.59530386740332,114.44595513256287,340,0.18181818181818182,0.28888888888888886,0.20689655172413793,0,29,27,2,18,8,1,0,2,19,0.6551724137931034,48,17,31,2
Vlatko Cancar,DEN,120,1381,-168,108.16112084063047,114.64788732394366,402,0.2127659574468085,0.32432432432432434,0.24324324324324326,0.3333333333333333,20,16,4,12,4,0,2,2,7,0.35,35,6,29,0
Brad Wanamaker,WAS,84,1373,-175,104.97118155619596,109.88971896122376,388,0.17721518987341772,0.42857142857142855,0.4,0.3142857142857143,17,15,2,4,11,0,0,2,10,0.5882352941176471,50,28,22,0
CJ Elleby,POR,88,1367,-363,104.55347687963291,117.86600496277916,340,0.22807017543859648,0.34,0.35714285714285715,0.10526315789473684,22,21,1,14,6,1,1,0,10,0.45454545454545453,41,16,25,0
Mark Williams,CHA,65,1366,-126,111.37491141034728,115.63494870887867,465,0,0.4175824175824176,0.2857142857142857,0,66,62,4,36,26,0,1,3,40,0.6060606060606061,45,10,35,20
Duane Washington Jr.,PHX,79,1362,-131,111.91310441485635,117.40819209039547,664,0.24731182795698925,0.3472222222222222,0.4431818181818182,0.29545454545454547,7,7,0,3,4,0,0,0,5,0.7142857142857143,32,14,18,0
Semi Ojeleye,LAC,86,1356,-139,107.5402635431918,111.93161149508913,290,0.208955224,0.3333333333333333,0.3409090909090909,0.2857142857142857,6,5,1,3,1,1,0,1,2,0.3333333333333333,24,9,15,0
Nikola Jovic,MIA,75,1355,117,114.93196027951453,111.32494448556625,502,0.17532467532467533,0.4358974358974359,0.2558139534883721,0.4,17,17,0,10,6,1,0,0,8,0.47058823529411764,45,13,32,2
Trey Burke,DAL,104,1355,2,112.00585651537335,111.8916941090377,582,0.25,0.24444444444444444,0.2553191489361702,0.13157894736842105,7,7,0,3,4,0,0,0,4,0.5714285714285714,48,16,32,0
MarJon Beauchamp,MIL,111,1343,-91,112,115.13972408914043,434,0.2535211267605634,0.22727272727272727,0.2222222222222222,0.2,14,14,0,8,5,1,0,0,8,0.5714285714285714,35,13,22,0
Ish Wainright,PHX,116,1336,127,112.12889210716871,106.64272890484739,317,0.29878048780487804,0.4642857142857143,0.42857142857142855,0.5,29,26,3,13,13,0,2,1,17,0.5862068965517241,62,23,39,0
Omer Yurtseven,UTA,113,1335,-60,111.89248895434463,114.56561922365988,399,0.18181818181818182,0.40298507462686567,0.23529411764705882,0.2727272727272727,40,40,0,21,19,0,0,0,23,0.575,27,3,24,1
Trevor Ariza,LAL,54,1303,-17,113.53412123522683,113.87832699619771,344,0.136986301,0.2926829268292683,0.26666666666666666,0.3333333333333333,24,20,4,11,6,3,1,3,11,0.4583333333333333,44,10,34,1
Duop Reath,POR,81,1297,-215,111.57531621310847,120.23076923076923,504,0.3048780487804878,0.49019607843137253,0.3220338983050847,0,40,38,2,22,14,2,1,1,32,0.8,33,13,20,0
David Nwaba,HOU,76,1288,-145,109.22563912560209,114.09074142382885,412,0.3076923076923077,0.35802469135802467,0.3170731707317073,0,41,38,3,23,15,0,2,1,14,0.34146341463414637,58,23,35,0
Gorgui Dieng,SAS,113,1282,-283,105.83112457402498,116.19479048697623,448,0.16030534351145037,0.3181818181818182,0.096774194,0.23809523809523808,43,42,1,29,13,0,0,1,29,0.6744186046511628,41,18,23,10
Tony Bradley,CHI,109,1266,65,112.95238095238095,110.14052411697683,359,0.2,0.36363636363636365,0.13513513513513514,0,64,64,0,49,14,1,0,0,38,0.59375,26,4,22,1
Denzel Valentine,UTA,86,1258,18,109.50155763239876,109.09800859039439,433,0.18617021276595744,0.6,0.29577464788732394,0.23076923076923078,7,7,0,5,1,1,0,0,3,0.42857142857142855,38,14,24,0
Jalen Wilson,BKN,66,1240,-33,115.52287581699346,117.01431492842536,346,0.2571428571428571,0.40540540540540543,0.3181818181818182,0,5,5,0,4,1,0,0,0,1,0.2,19,6,13,0
Daishen Nix,MIN,99,1239,-161,109.50896336710834,115.46832491255344,313,0.25806451612903225,0.48717948717948717,0.5555555555555556,0.6,7,7,0,4,3,0,0,0,2,0.2857142857142857,51,25,26,1
GG Jackson II,MEM,48,1233,-195,106.03174603174604,114.08674890569041,605,0.2,0.2923076923076923,0.2708333333333333,0.13636363636363635,24,22,2,13,9,0,0,2,18,0.75,28,9,19,5
Dalen Terry,CHI,122,1231,-34,112.1931908155186,112.69155206286837,323,0.2717391304347826,0.5957446808510638,0.2631578947368421,0.25,30,26,4,12,12,2,2,2,20,0.6666666666666666,52,25,27,1
Usman Garuba,GSW,105,1227,-232,109.98815633636005,117.84459195626708,184,0.13725490196078433,0.4772727272727273,0.30434782608695654,0,43,43,0,21,22,0,0,0,23,0.5348837209302325,55,35,20,3
Dante Exum,DAL,61,1204,245,122.28041901692184,112.09321012454801,408,0.25,0.35714285714285715,0.3076923076923077,0.16666666666666666,7,7,0,6,1,0,0,0,3,0.42857142857142855,26,9,17,0
Jared Butler,WAS,105,1182,-75,111.67205169628433,114.79385610347616,518,0.18181818181818182,0.5161290322580645,0.3466666666666667,0.2,18,18,0,9,9,0,0,0,8,0.4444444444444444,57,24,33,0
Johnny Davis,WAS,95,1178,-191,106.66134822497008,113.46534653465346,330,0.2891566265060241,0.4318181818181818,0.3620689655172414,0.1724137931034483,21,20,1,11,8,1,1,0,13,0.6190476190476191,37,15,22,1
Terry Taylor,CHI,95,1165,-80,114.2621599340478,117.02913418137054,306,0.2222222222222222,0.5357142857142857,0.35294117647058826,0,16,14,2,8,6,0,2,0,9,0.5625,22,7,15,0
Scotty Pippen Jr.,MEM,52,1142,-39,110.07493755203997,111.55925155925155,502,0.29069767441860467,0.3333333333333333,0.24242424242424243,0.25,19,16,3,5,11,0,0,3,12,0.631578947,66,33,33,0
Frank Kaminsky,HOU,92,1131,91,114.19939577039274,110.41486603284356,444,0.13580246913580246,0.3695652173913043,0.21568627450980393,0.076923077,28,28,0,17,11,0,0,0,13,0.4642857142857143,28,13,15,0
Brandon Goodwin,CLE,83,1121,-114,109.15269596737653,113.44424460431655,377,0.22916666666666666,0.37735849056603776,0.3469387755102041,0.3157894736842105,1,1,0,1,0,0,0,0,0,0,42,16,26,0
Ousmane Dieng,OKC,88,1119,67,111.72919361793876,108.60585197934596,336,0.3006993006993007,0.36,0.25,0,16,16,0,9,7,0,0,0,14,0.875,33,9,24,0
Skylar Mays,LAL,105,1111,-216,107.96304443466784,117.82877316857899,402,0.15730337078651685,0.4406779661016949,0.3333333333333333,0.3157894736842105,7,6,1,2,4,0,1,0,4,0.5714285714285714,48,25,23,0
Ben Sheppard,IND,70,1086,40,121.3368747233289,117.89611523352248,294,0.34814814814814815,0.43478260869565216,0.2222222222222222,1,6,6,0,1,5,0,0,0,4,0.6666666666666666,38,12,26,0
Joshua Primo,LAC,56,1069,-85,111.21664405246496,114.18312387791741,280,0.21212121212121213,0.41379310344827586,0.3611111111111111,0.2222222222222222,26,26,0,12,14,0,0,0,11,0.4230769230769231,21,4,17,2
Eugene Omoruyi,WAS,87,1057,-178,109.38069216757741,116.21621621621622,389,0.15789473684210525,0.36363636363636365,0.4,0.3333333333333333,8,7,1,3,3,1,0,1,3,0.375,55,31,24,0
