Name,TeamAbbreviation,GamesPlayed,Minutes,Rebounds,DefRebounds,FTDefRebounds,DefFTReboundPct,DefTwoPtRebounds,DefTwoPtReboundPct,DefThreePtRebounds,DefThreePtReboundPct,DefFGReboundPct,OffRebounds,FTOffRebounds,OffFTReboundPct,OffTwoPtRebounds,OffTwoPtReboundPct,OffThreePtRebounds,OffThreePtReboundPct,OffFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,SelfOReb,SelfORebPct
Damian Lillard,MIL,247,8863,1091,955,22,0.053789731,427,0.093089165,506,0.13061435209086217,0.11027065358704645,136,3,0.006993007,57,0.014660493827160493,76,0.017276653784951124,0.016049233739592134,0.083091226,0.085230281,0.12589559877175024,0.128135593,0.13852813852813853,0.017139479905437353,0.014556041,0.00973236,0.015725102,0.022797927461139896,41,0.01746167
LeBron James,LAL,250,8852,1964,1725,120,0.30456852791878175,822,0.1801051709027169,783,0.1920058852378617,0.1857208979402916,239,9,0.018480492813141684,165,0.039276363,65,0.017449664,0.02901842,0.16140776699029127,0.17104610808130888,0.2347052280311457,0.18604651162790697,0.21316964285714285,0.064535956,0.030061349693251534,0.011652542372881356,0.016146788990825688,0.021,75,0.035046728971962614
Tyrese Maxey,PHI,282,8814,836,737,13,0.028384279475982533,331,0.075882623,393,0.1058728448275862,0.089670547,99,1,0.002824859,64,0.014032010524007894,34,0.00950783,0.012043751,0.071740487,0.07078711,0.094688222,0.10648801128349789,0.10388127853881278,0.015411973918197985,0.013527054108216433,0.012528473804100227,0.011102886750555145,0.004576659,45,0.0234375
Saddiq Bey,ATL,292,8804,1532,1117,85,0.18599562363238512,498,0.11331058020477816,534,0.14506927465362673,0.1277860326894502,415,7,0.015452539,229,0.047877900899017355,179,0.044494159,0.046332046,0.10396869759642258,0.11037160288408208,0.14072229140722292,0.15271117668756917,0.12371134020618557,0.065101387,0.037919299951385516,0.034037559,0.040961408,0.054256314,81,0.046685879
Derrick White,BOS,289,8759,1083,901,33,0.083333333,434,0.08837304,434,0.112668744,0.099052836,182,5,0.013477088948787063,84,0.021292776,93,0.021468144,0.02138456,0.076593137,0.09019948,0.10380267214799589,0.11636363636363636,0.099153567,0.023700305810397553,0.020833333333333332,0.018300653594771243,0.020679468,0.024287222808870117,40,0.024984384759525295
Zach LaVine,CHI,249,8735,1168,1055,46,0.098924731,400,0.093501636,609,0.15025906735751296,0.12111391189533069,113,5,0.015384615384615385,63,0.014276002719238613,45,0.012580374615599665,0.013516896120150187,0.057225434,0.09557945,0.16132723112128147,0.15095562034337545,0.14803312629399587,0.025893958076448828,0.011734028683181226,0.002386635,0.010816859,0.017857142857142856,37,0.018546365914786967
D'Angelo Russell,LAL,277,8690,839,728,17,0.041564792,341,0.076819103,370,0.092016911,0.084042553,111,1,0.002364066,59,0.014128352490421455,51,0.012987012987012988,0.013575219,0.080072246,0.076180802,0.071693449,0.091922947,0.092278719,0.013384321,0.017014270032930844,0.008917197,0.012143091565474237,0.015909090909090907,34,0.016781836
Jordan Poole,WAS,307,8681,833,716,18,0.036217304,348,0.07666887,350,0.088990592,0.082389046,117,1,0.002673797,55,0.013523481681829359,61,0.013775971093044263,0.013655091230135374,0.068913858,0.074607885,0.094674556,0.086709073,0.096194503,0.009811321,0.012953367875647668,0.020935960591133004,0.015186246,0.008528785,27,0.012569832402234637
Kevin Huerter,SAC,304,8641,1037,879,30,0.080428954,402,0.091218516,447,0.12196452933151432,0.10517839444995045,158,4,0.00968523,63,0.015482919636274269,91,0.022767075,0.019092487,0.081081081,0.086312564,0.11955307262569832,0.12048636698599853,0.12618296529968454,0.012756909992912827,0.018838304552590265,0.012048192771084338,0.019889142484512554,0.032258065,31,0.019546027742749054
Jaden McDaniels,MIN,307,8526,1141,838,86,0.2042755344418052,411,0.091475629,341,0.093042292,0.092179456,303,7,0.014799154334038054,156,0.037617555,140,0.03621314,0.036939973,0.080789946,0.10802469135802469,0.075170843,0.092525399,0.094609461,0.043347381,0.037418655097613884,0.023364486,0.037165682528655784,0.03343465,54,0.046956522
Chris Paul,SAS,276,8451,1168,1062,14,0.036082474,525,0.12002743484224966,523,0.13580888081017917,0.12741641337386017,106,0,0,51,0.012247838616714697,55,0.014884979702300407,0.013487721084107392,0.12167832167832168,0.10920666013712046,0.1419068736141907,0.13385826771653545,0.1432129514321295,0.010256410256410256,0.015728056823947234,0.008210181,0.016961385781306387,0.008658009,30,0.020646937
Aaron Gordon,DEN,277,8438,1706,1145,80,0.2099737532808399,488,0.11293682018051376,577,0.15675088291225212,0.13309172706823294,561,10,0.022935779816513763,392,0.095843521,159,0.047349612864800474,0.073979592,0.10726643598615918,0.10723192019950124,0.1354764638346728,0.1509705248023005,0.1746384872080089,0.14584740040513167,0.080411125,0.045026178,0.043407707910750506,0.058230683,124,0.11022222222222222
Jimmy Butler,MIA,250,8402,1479,996,21,0.056149733,455,0.12517193947730398,520,0.13221459445715739,0.12883192389006343,483,2,0.005617978,329,0.080795678,152,0.042756681,0.063065425,0.11787665886026542,0.12117576484703059,0.14847161572052403,0.1278409090909091,0.1432408236347359,0.10466867469879518,0.08201581,0.033333333,0.043062201,0.042024833,111,0.077459874
