Name,TeamAbbreviation,GamesPlayed,Minutes,SecondChanceOffPoss,SecondChancePoints,SecondChancePointsPct,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFg2Pct,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFg3Pct,SecondChanceFtPoints,SecondChanceEfgPct,SecondChanceTsPct,SecondChanceShotQualityAvg,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceTurnovers
Bol Bol,PHX,165,2252,533,189,0.1924643584521385,75,106,0.7075471698113207,7,11,0.6363636363636364,18,0.7307692307692307,0.7325581395348837,0.5614698717948718,60,70,0.5982905982905983,0.8571428571428571,0.18333333333333332,2,2,0.017094017094017096,1,1,5,9,0.076923077,0.5555555555555556,1,13
Jericho Sims,NYK,161,2249,555,123,0.30597014925373134,55,81,0.6790123456790124,0,0,0,13,0.6790123456790124,0.6612903225806451,0.6240857142857142,54,75,0.9259259259259259,0.72,0.12962962962962962,0,0,0,0,0,0,0,0,0,0,12
Peyton Watson,DEN,125,2222,462,71,0.088528678,22,51,0.43137254901960786,5,21,0.23809523809523808,12,0.4097222222222222,0.44375,0.5548311111111112,15,35,0.4861111111111111,0.42857142857142855,0.13333333333333333,1,6,0.083333333,0.16666666666666666,1,4,15,0.20833333333333334,0.26666666666666666,1,11
Lou Williams,ATL,122,2222,472,75,0.067996374,20,42,0.47619047619047616,6,22,0.2727272727272727,17,0.453125,0.528169014,0.5013388888888889,8,14,0.21875,0.5714285714285714,0.125,2,8,0.125,0.25,0,4,14,0.21875,0.2857142857142857,0.75,8
Tomas Satoransky,WAS,113,2213,462,55,0.085271318,16,30,0.5333333333333333,3,17,0.17647058823529413,14,0.43617021276595747,0.5188679245283019,0.5075258064516129,11,15,0.3191489361702128,0.7333333333333333,0.45454545454545453,0,1,0.021276596,0,0,3,16,0.3404255319148936,0.1875,1,9
Scoot Henderson,POR,79,2211,628,91,0.085205993,25,59,0.423728814,9,27,0.3333333333333333,14,0.4476744186046512,0.4789473684210526,0.5333387096774194,18,34,0.3953488372093023,0.5294117647058824,0.1111111111111111,0,2,0.023255813953488372,0,0,9,25,0.29069767441860467,0.36,0.6666666666666666,13
Kevin Knox II,DET,166,2199,530,77,0.086129754,21,45,0.4666666666666667,9,36,0.25,8,0.42592592592592593,0.45294117647058824,0.5347407407407407,19,31,0.38271604938271603,0.6129032258064516,0.15789473684210525,5,11,0.13580246913580246,0.45454545454545453,1,4,25,0.30864197530864196,0.16,1,7
Ben McLemore,POR,117,2190,504,104,0.098020735,11,20,0.55,25,66,0.3787878787878788,7,0.563953488,0.5777777777777777,0.5388184210526316,5,8,0.093023256,0.625,0.4,9,25,0.29069767441860467,0.36,1,16,41,0.47674418604651164,0.3902439024390244,0.9375,6
Elfrid Payton,NOP,120,2177,546,114,0.13636363636363635,43,89,0.48314606741573035,6,14,0.42857142857142855,10,0.5048543689320388,0.5181818181818182,0.5330910256410255,36,62,0.6019417475728155,0.5806451612903226,0.1388888888888889,1,2,0.019417475728155338,0.5,1,5,12,0.11650485436893204,0.4166666666666667,1,17
Enes Freedom,BOS,107,2169,593,386,0.4132762312633833,161,273,0.5897435897435898,0,0,0,64,0.5897435897435898,0.6225806451612903,0.6234972826086956,149,243,0.8901098901098901,0.6131687242798354,0.053691275167785234,0,0,0,0,0,0,0,0,0,0,20
Jordan Goodwin,MEM,121,2167,574,151,0.19483870967741934,54,108,0.5,10,41,0.24390243902439024,13,0.46308724832214765,0.4870967741935484,0.5337252475247525,36,68,0.4563758389261745,0.5294117647058824,0.055555556,1,9,0.060402685,0.1111111111111111,1,9,32,0.21476510067114093,0.28125,0.7777777777777778,12
Dwight Howard,LAL,129,2166,567,320,0.3747072599531616,110,192,0.5729166666666666,1,5,0.2,97,0.565989848,0.5970149253731343,0.6312766891891892,104,179,0.9086294416243654,0.5810055865921788,0.086538462,0,0,0,0,0,1,5,0.025380710659898477,0.2,0,31
Willy Hernangomez,NOP,133,2143,580,295,0.27314814814814814,120,249,0.4819277108433735,0,1,0,55,0.48,0.5212014134275619,0.5926677884615384,107,219,0.876,0.4885844748858447,0.18691588785046728,0,1,0.004,0,0,0,0,0,0,0,7
Josh Christopher,HOU,138,2120,563,96,0.10010427528675704,33,61,0.5409836065573771,5,27,0.18518518518518517,15,0.4602272727272727,0.5053191489361702,0.5010462962962963,20,33,0.375,0.6060606060606061,0.15,0,4,0.045454545454545456,0,0,5,23,0.26136363636363635,0.21739130434782608,0.8,14
Markieff Morris,DAL,142,2088,432,89,0.12043301759133965,24,53,0.4528301886792453,11,33,0.3333333333333333,8,0.47093023255813954,0.489010989,0.5534446969696969,18,32,0.37209302325581395,0.5625,0.2222222222222222,4,15,0.1744186046511628,0.26666666666666666,1,7,18,0.20930232558139536,0.3888888888888889,1,8
Justise Winslow,POR,103,2058,485,99,0.1527777777777778,37,84,0.44047619047619047,4,11,0.36363636363636365,13,0.45263157894736844,0.48058252427184467,0.575082639,35,70,0.7368421052631579,0.5,0.14285714285714285,1,6,0.063157895,0.16666666666666666,1,3,5,0.052631579,0.6,1,7
Andre Iguodala,GSW,102,2054,393,29,0.069711538,9,15,0.6,3,15,0.2,2,0.45,0.453125,0.5642323529411765,9,13,0.43333333333333335,0.6923076923076923,0.3333333333333333,2,4,0.13333333333333333,0.5,1,1,11,0.36666666666666664,0.090909091,1,11
Isaiah Livers,DET,94,2051,482,59,0.10154905335628227,13,25,0.52,8,27,0.2962962962962963,9,0.4807692307692308,0.5175438596491229,0.531801563,11,17,0.3269230769230769,0.6470588235294118,0.5454545454545454,3,6,0.11538461538461539,0.5,1,5,21,0.40384615384615385,0.23809523809523808,0.8,2
John Wall,LAC,74,2043,420,85,0.070306038,23,42,0.5476190476190477,12,37,0.32432432432432434,3,0.5189873417721519,0.525,0.5302116279069767,12,17,0.21518987341772153,0.7058823529411765,0.25,2,5,0.063291139,0.4,0.5,10,32,0.4050632911392405,0.3125,0.9,12
Amen Thompson,HOU,86,2034,601,177,0.20159453302961275,74,115,0.6434782608695652,3,7,0.42857142857142855,20,0.6434426229508197,0.6555555555555556,0.58565,65,95,0.7786885245901639,0.6842105263157895,0.076923077,3,4,0.032786885,0.75,1,0,3,0.024590164,0,0,14
JT Thor,CLE,168,2027,470,94,0.17184643510054845,32,59,0.5423728813559322,6,17,0.35294117647058826,12,0.5394736842105263,0.5662650602409639,0.5480586538461539,24,42,0.5526315789473685,0.5714285714285714,0.25,2,7,0.092105263,0.2857142857142857,1,4,10,0.13157894736842105,0.4,0.75,4
Jaden Hardy,DAL,143,2018,439,79,0.072212066,17,38,0.4473684210526316,13,45,0.28888888888888886,6,0.4397590361445783,0.45930232558139533,0.520793137,8,18,0.21686746987951808,0.4444444444444444,0.25,3,10,0.12048192771084337,0.3,1,10,35,0.42168674698795183,0.2857142857142857,0.8,9
Serge Ibaka,MIL,111,2018,402,191,0.21581920903954802,74,115,0.6434782608695652,6,21,0.2857142857142857,25,0.6102941176470589,0.6366666666666667,0.5667354838709677,56,82,0.6029411764705882,0.6829268292682927,0.071428571,1,6,0.044117647,0.16666666666666666,1,5,15,0.11029411764705882,0.3333333333333333,1,8
D.J. Augustin,LAL,112,2012,452,56,0.076502732,7,13,0.5384615384615384,12,31,0.3870967741935484,6,0.5681818181818182,0.5851063829787234,0.518872,3,8,0.18181818181818182,0.375,0.3333333333333333,3,7,0.1590909090909091,0.42857142857142855,1,9,24,0.5454545454545454,0.375,0.7777777777777778,3
Avery Bradley,LAL,89,2008,389,58,0.10229276895943562,14,26,0.5384615384615384,8,25,0.32,6,0.5098039215686274,0.5370370370370371,0.5477875,13,19,0.37254901960784315,0.6842105263157895,0.15384615384615385,3,15,0.29411764705882354,0.2,1,5,10,0.19607843137254902,0.5,1,1
DeAndre' Bembry,MIL,107,1998,441,67,0.11611785095320624,23,45,0.5111111111111111,5,9,0.5555555555555556,6,0.5648148148148148,0.5775862068965517,0.603101563,20,35,0.6481481481481481,0.5714285714285714,0.1,2,4,0.074074074,0.5,1,3,5,0.092592593,0.6,1,13
Brandon Boston Jr.,NOP,127,1961,497,93,0.10108695652173913,28,67,0.417910448,9,22,0.4090909090909091,10,0.46629213483146065,0.4791666666666667,0.5415068627450981,20,43,0.48314606741573035,0.46511627906976744,0.45,3,6,0.06741573,0.5,1,6,16,0.1797752808988764,0.375,0.8333333333333334,7
Juancho Hernangomez,TOR,134,1958,506,132,0.21019108280254778,30,54,0.5555555555555556,18,42,0.42857142857142855,18,0.59375,0.6055045871559633,0.569483077,28,48,0.5,0.5833333333333334,0.32142857142857145,6,11,0.11458333333333333,0.5454545454545454,1,12,31,0.3229166666666667,0.3870967741935484,0.9166666666666666,5
Saben Lee,PHX,134,1943,461,47,0.067431851,13,33,0.3939393939393939,4,16,0.25,9,0.3877551020408163,0.4351851851851852,0.503270313,10,24,0.4897959183673469,0.4166666666666667,0.2,2,7,0.14285714285714285,0.2857142857142857,1,2,9,0.1836734693877551,0.2222222222222222,1,9
Day'Ron Sharpe,BKN,144,1908,565,311,0.36374269005847953,132,242,0.5454545454545454,1,3,0.3333333333333333,44,0.5448979591836735,0.5613718411552346,0.5946809139784945,125,222,0.9061224489795918,0.5630630630630631,0.136,0,0,0,0,0,1,3,0.012244897959183673,0.3333333333333333,1,22
Frank Jackson,UTA,94,1907,413,92,0.096842105,17,31,0.5483870967741935,15,37,0.40540540540540543,13,0.5808823529411765,0.6232876712328768,0.486143,9,14,0.20588235294117646,0.6428571428571429,0.4444444444444444,6,11,0.16176470588235295,0.5454545454545454,1,9,26,0.38235294117647056,0.34615384615384615,1,9
Anthony Gill,WAS,197,1903,442,144,0.20930232558139536,51,79,0.6455696202531646,3,12,0.25,33,0.6098901098901099,0.6428571428571429,0.53122,41,57,0.6263736263736264,0.7192982456140351,0.1951219512195122,0,4,0.043956044,0,0,3,8,0.087912088,0.375,0.6666666666666666,9
Max Christie,LAL,131,1899,375,23,0.042279411764705885,4,17,0.23529411764705882,4,21,0.19047619047619047,3,0.2631578947368421,0.2875,0.522242188,3,8,0.21052631578947367,0.375,0,1,5,0.13157894736842105,0.2,1,3,16,0.42105263157894735,0.1875,1,3
Romeo Langford,SAS,109,1898,518,102,0.1786339754816112,40,68,0.5882352941176471,6,19,0.3157894736842105,4,0.5632183908045977,0.5666666666666667,0.5550681818181818,37,50,0.5747126436781609,0.74,0.13513513513513514,2,9,0.10344827586206896,0.2222222222222222,1,4,10,0.11494252873563218,0.4,1,8
Cody Zeller,NOP,133,1896,491,185,0.24183006535947713,70,138,0.5072463768115942,1,5,0.2,42,0.5,0.5377906976744186,0.6396342105263159,67,130,0.9090909090909091,0.5153846153846153,0.14925373134328357,0,1,0.006993007,0,0,1,4,0.027972027972027972,0.25,1,12
Gradey Dick,TOR,79,1885,497,119,0.13837209302325582,26,39,0.6666666666666666,19,39,0.48717948717948717,10,0.6987179487179487,0.7108433734939759,0.5513819148936171,15,21,0.2692307692307692,0.7142857142857143,0.6,7,12,0.15384615384615385,0.5833333333333334,1,12,27,0.34615384615384615,0.4444444444444444,0.9166666666666666,8
Sterling Brown,LAL,104,1881,397,63,0.109375,13,34,0.38235294117647056,9,22,0.4090909090909091,10,0.4732142857142857,0.5080645161290323,0.5875842105263157,12,28,0.5,0.42857142857142855,0.16666666666666666,2,8,0.14285714285714285,0.25,1,7,14,0.25,0.5,1,4
Kent Bazemore,LAL,106,1878,359,72,0.11745513866231648,16,36,0.4444444444444444,11,26,0.4230769230769231,7,0.5241935483870968,0.5454545454545454,0.5546071428571429,7,18,0.2903225806451613,0.3888888888888889,0.42857142857142855,5,17,0.27419354838709675,0.29411764705882354,1,6,9,0.14516129032258066,0.6666666666666666,1,2
Dwayne Bacon,ORL,72,1853,427,92,0.116751269,32,56,0.5714285714285714,7,29,0.2413793103448276,7,0.5,0.5227272727272727,0.5594905172413792,20,29,0.3411764705882353,0.6896551724137931,0.4,0,4,0.047058823529411764,0,0,7,25,0.29411764705882354,0.28,0.42857142857142855,5
Sam Merrill,CLE,123,1835,388,81,0.10478654592496765,7,12,0.5833333333333334,21,51,0.4117647058823529,4,0.6111111111111112,0.6153846153846154,0.5448559523809523,5,7,0.1111111111111111,0.7142857142857143,0.8,6,14,0.2222222222222222,0.42857142857142855,1,15,37,0.5873015873015873,0.40540540540540543,0.9333333333333333,4
Wayne Ellington,LAL,89,1822,369,43,0.058984911,1,4,0.25,13,44,0.29545454545454547,2,0.4270833333333333,0.4479166666666667,0.5512177419354839,1,2,0.041666666666666664,0.5,0,4,13,0.2708333333333333,0.3076923076923077,0.5,9,31,0.6458333333333334,0.2903225806451613,0.8888888888888888,4
Tony Snell,NOP,100,1815,395,58,0.13302752293577982,4,15,0.26666666666666666,16,31,0.5161290322580645,2,0.6086956521739131,0.6170212765957447,0.5658307692307692,2,7,0.15217391304347827,0.2857142857142857,0.5,4,14,0.30434782608695654,0.2857142857142857,1,12,17,0.3695652173913043,0.7058823529411765,0.9166666666666666,3
Jaylin Williams,OKC,118,1811,413,56,0.09929078,17,38,0.4473684210526316,3,25,0.12,13,0.3412698412698413,0.4,0.5521554347826086,14,30,0.47619047619047616,0.4666666666666667,0.21428571428571427,0,2,0.031746031746031744,0,0,3,23,0.36507936507936506,0.13043478260869565,1,8
Moses Brown,IND,150,1804,529,301,0.37625,123,242,0.5082644628099173,0,0,0,55,0.5082644628099173,0.5154109589041096,0.6487911917098446,107,202,0.8347107438016529,0.5297029702970297,0.1308411214953271,0,0,0,0,0,0,0,0,0,0,10
Jake LaRavia,MEM,95,1804,494,84,0.12017167381974249,19,43,0.4418604651162791,12,39,0.3076923076923077,10,0.45121951219512196,0.46153846153846156,0.5446650000000001,15,32,0.3902439024390244,0.46875,0.2,2,12,0.14634146341463414,0.16666666666666666,1,10,27,0.32926829268292684,0.37037037037037035,0.9,10
Anthony Black,ORL,95,1787,429,60,0.1147227533460803,15,31,0.4838709677419355,8,12,0.6666666666666666,6,0.627906977,0.6382978723404256,0.5606586206896552,13,24,0.5581395348837209,0.5416666666666666,0.3076923076923077,8,10,0.23255813953488372,0.8,1,0,2,0.046511627906976744,0,0,11
Trent Forrest,ATL,151,1758,421,33,0.078947368,14,30,0.4666666666666667,1,6,0.16666666666666666,2,0.4305555555555556,0.44594594594594594,0.5141404761904761,7,14,0.3888888888888889,0.5,0.2857142857142857,1,4,0.1111111111111111,0.25,1,0,2,0.055555556,0,0,5
Blake Wesley,SAS,117,1757,389,55,0.10436432637571158,22,34,0.6470588235294118,1,12,0.083333333,8,0.5108695652173914,0.5392156862745098,0.6082000000000001,14,23,0.5,0.6086956521739131,0.35714285714285715,1,4,0.086956522,0.25,1,0,8,0.17391304347826086,0,0,10
Kira Lewis Jr.,UTA,131,1745,447,53,0.077147016,10,27,0.37037037037037035,10,27,0.37037037037037035,3,0.46296296296296297,0.4649122807017544,0.5447068181818181,8,15,0.2777777777777778,0.5333333333333333,0.125,4,8,0.14814814814814814,0.5,1,6,19,0.35185185185185186,0.3157894736842105,0.8333333333333334,9
Nemanja Bjelica,GSW,108,1738,330,102,0.1511111111111111,41,75,0.5466666666666666,3,9,0.3333333333333333,11,0.5416666666666666,0.5543478260869565,0.59355,32,54,0.6428571428571429,0.5925925925925926,0.09375,1,2,0.023809523809523808,0.5,1,2,7,0.083333333,0.2857142857142857,1,9
Timothe Luwawu-Cabarrot,ATL,110,1735,402,57,0.095477387,9,23,0.391304348,12,35,0.34285714285714286,3,0.46551724137931033,0.475,0.5701106060606062,8,19,0.3275862068965517,0.42105263157894735,0.5,7,15,0.25862068965517243,0.4666666666666667,1,5,20,0.3448275862068966,0.25,1,4
Dereck Lively II,DAL,74,1734,394,138,0.2113323124042879,63,84,0.75,0,0,0,12,0.75,0.7419354838709677,0.5937612903225806,56,69,0.8214285714285714,0.8115942028985508,0.17857142857142858,0,0,0,0,0,0,0,0,0,0,19
LaMarcus Aldridge,BKN,73,1725,317,134,0.1397288842544317,52,86,0.6046511627906976,2,6,0.3333333333333333,24,0.5978260869565217,0.638095238,0.5631433333333333,40,60,0.6521739130434783,0.6666666666666666,0.075,1,3,0.032608696,0.3333333333333333,1,1,3,0.032608696,0.3333333333333333,1,3
Caleb Houstan,ORL,126,1716,429,50,0.10706638115631692,13,30,0.43333333333333335,6,27,0.2222222222222222,6,0.38596491228070173,0.4166666666666667,0.5188642857142857,11,20,0.3508771929824561,0.55,0,3,15,0.2631578947368421,0.2,1,3,12,0.21052631578947367,0.25,1,11
Hassan Whiteside,UTA,101,1708,460,274,0.3313180169286578,112,182,0.6153846153846154,0,0,0,50,0.6153846153846154,0.6199095022624435,0.5605554687500001,91,132,0.7252747252747253,0.6893939393939394,0.13186813186813187,0,0,0,0,0,0,0,0,0,0,12
Wenyen Gabriel,MEM,120,1704,424,160,0.265780731,65,109,0.5963302752293578,2,8,0.25,24,0.5811965811965812,0.5925925925925926,0.57201875,60,100,0.8547008547008547,0.6,0.05,0,4,0.034188034,0,0,2,4,0.034188034,0.5,1,14
Dewayne Dedmon,PHI,121,1702,384,165,0.22479564032697547,67,108,0.6203703703703703,1,3,0.3333333333333333,28,0.6171171171171171,0.6496062992125984,0.5389878378378379,56,85,0.7657657657657657,0.6588235294117647,0.16071428571428573,0,1,0.009009009,0,0,1,2,0.018018018018018018,0.5,1,14
Jeremy Lamb,SAC,92,1701,406,93,0.1203104786545925,19,40,0.475,12,28,0.42857142857142855,19,0.5441176470588235,0.5961538461538461,0.5447771739130435,13,25,0.36764705882352944,0.52,0.3076923076923077,2,9,0.1323529411764706,0.2222222222222222,0.5,10,19,0.27941176470588236,0.5263157894736842,0.7,2
Derrick Favors,OKC,107,1692,413,132,0.22956521739130434,54,96,0.5625,1,2,0.5,21,0.5663265306122449,0.5892857142857143,0.6499098684210527,48,83,0.8469387755102041,0.5783132530120482,0.125,0,1,0.010204082,0,0,1,1,0.010204082,1,1,10
Sandro Mamukelashvili,SAS,147,1679,447,132,0.1907514450867052,45,78,0.5769230769230769,9,26,0.34615384615384615,15,0.5625,0.584070796,0.5864740740740741,42,68,0.6538461538461539,0.6176470588235294,0.19047619047619047,2,9,0.086538462,0.2222222222222222,1,7,17,0.16346153846153846,0.4117647058823529,1,8
Bryce McGowens,POR,106,1671,336,51,0.092727273,15,29,0.5172413793103449,4,17,0.23529411764705882,9,0.45652173913043476,0.49038461538461536,0.5734277777777778,14,24,0.5217391304347826,0.5833333333333334,0.21428571428571427,3,8,0.17391304347826086,0.375,1,1,9,0.1956521739130435,0.1111111111111111,1,7
Ausar Thompson,DET,68,1659,424,92,0.15699658703071673,41,92,0.44565217391304346,0,8,0,10,0.41,0.42592592592592593,0.5768318750000001,36,77,0.77,0.4675324675324675,0.16666666666666666,0,6,0.06,0,0,0,2,0.02,0,0,11
Frank Ntilikina,CHA,143,1657,322,42,0.089552239,10,21,0.47619047619047616,6,20,0.3,4,0.4634146341463415,0.47674418604651164,0.5033333333333333,3,8,0.1951219512195122,0.375,0.3333333333333333,0,7,0.17073170731707318,0,0,6,13,0.3170731707317073,0.46153846153846156,1,3
Kessler Edwards,DAL,141,1656,452,79,0.16561844863731656,25,52,0.4807692307692308,7,19,0.3684210526315789,8,0.5,0.5266666666666666,0.5237554347826087,20,36,0.5070422535211268,0.5555555555555556,0.4,3,8,0.11267605633802817,0.375,1,4,11,0.15492957746478872,0.36363636363636365,1,3
Solomon Hill,ATL,84,1653,354,40,0.12307692307692308,8,20,0.4,7,26,0.2692307692307692,3,0.40217391304347827,0.40816326530612246,0.5774333333333334,8,16,0.34782608695652173,0.5,0,1,8,0.17391304347826086,0.125,1,6,18,0.391304348,0.3333333333333333,1,2
Rodney Hood,LAC,107,1652,355,37,0.090464548,11,17,0.6470588235294118,3,18,0.16666666666666666,6,0.44285714285714284,0.5,0.560202,7,11,0.3142857142857143,0.6363636363636364,0.14285714285714285,0,4,0.11428571428571428,0,0,3,14,0.4,0.21428571428571427,1,3
Maurice Harkless,SAC,84,1635,289,43,0.10462287104622871,15,26,0.5769230769230769,3,12,0.25,4,0.5131578947368421,0.524390244,0.5471677419354839,12,21,0.5526315789473685,0.5714285714285714,0.5,1,4,0.10526315789473684,0.25,1,2,8,0.21052631578947367,0.25,1,5
Anthony Lamb,GSW,88,1618,388,62,0.11313868613138686,14,31,0.45161290322580644,7,23,0.30434782608695654,13,0.4537037037037037,0.5166666666666667,0.5901189655172414,12,25,0.46296296296296297,0.48,0.25,1,7,0.12962962962962962,0.14285714285714285,1,6,16,0.2962962962962963,0.375,1,11
Kris Murray,POR,83,1615,494,92,0.19532908704883228,34,56,0.6071428571428571,4,20,0.2,12,0.5263157894736842,0.5476190476190477,0.5655761363636364,34,52,0.6842105263157895,0.6538461538461539,0.11764705882352941,3,9,0.11842105263157894,0.3333333333333333,1,1,11,0.14473684210526316,0.090909091,1,6
Lindy Waters III,GSW,123,1609,382,79,0.12042682926829268,7,11,0.6363636363636364,19,45,0.4222222222222222,8,0.6339285714285714,0.652542373,0.5498485294117647,6,10,0.17857142857142858,0.6,0.3333333333333333,4,12,0.21428571428571427,0.3333333333333333,1,15,33,0.5892857142857143,0.45454545454545453,0.8,2
Bruno Fernando,TOR,162,1607,440,158,0.2507936507936508,62,107,0.5794392523364486,0,1,0,34,0.5740740740740741,0.6076923076923076,0.5838841463414634,59,95,0.8796296296296297,0.6210526315789474,0.1864406779661017,0,1,0.009259259,0,0,0,0,0,0,0,15
Edmond Sumner,BKN,106,1597,317,72,0.092664093,13,26,0.5,11,21,0.5238095238095238,13,0.6276595744680851,0.6666666666666666,0.6135692307692308,11,21,0.44680851063829785,0.5238095238095238,0.6363636363636364,3,5,0.10638297872340426,0.6,0.6666666666666666,8,16,0.3404255319148936,0.5,1,2
Vince Williams Jr.,MEM,70,1586,391,99,0.1746031746031746,26,45,0.5777777777777777,9,27,0.3333333333333333,20,0.5486111111111112,0.5853658536585366,0.5501255319148936,21,33,0.4583333333333333,0.6363636363636364,0.14285714285714285,2,6,0.083333333,0.3333333333333333,1,7,21,0.2916666666666667,0.3333333333333333,1,13
AJ Griffin,ATL,92,1572,364,76,0.11062590975254731,23,40,0.575,8,27,0.2962962962962963,6,0.5223880597014925,0.5428571428571428,0.5035914634146341,11,17,0.2537313432835821,0.6470588235294118,0.18181818181818182,2,6,0.089552239,0.3333333333333333,1,6,21,0.31343283582089554,0.2857142857142857,0.5,5
Marcus Sasser,DET,87,1562,343,46,0.066957787,11,17,0.6470588235294118,7,22,0.3181818181818182,3,0.5512820512820513,0.575,0.4955357142857143,6,6,0.15384615384615385,1,0.5,0,4,0.10256410256410256,0,0,7,18,0.46153846153846156,0.3888888888888889,0.8571428571428571,4
Keon Johnson,BKN,104,1547,367,57,0.093137255,14,32,0.4375,7,24,0.2916666666666667,8,0.4375,0.4672131147540984,0.5203486111111111,11,24,0.42857142857142855,0.4583333333333333,0.2727272727272727,0,9,0.16071428571428573,0,0,7,15,0.26785714285714285,0.4666666666666667,0.5714285714285714,6
PJ Dozier,MIN,91,1538,362,49,0.095890411,16,32,0.5,4,17,0.23529411764705882,5,0.4489795918367347,0.4803921568627451,0.5388318181818181,16,24,0.4897959183673469,0.6666666666666666,0.125,3,6,0.12244897959183673,0.5,1,1,11,0.22448979591836735,0.090909091,0,3
Paul Millsap,PHI,89,1538,381,104,0.1685575364667747,37,68,0.5441176470588235,4,16,0.25,18,0.5119047619047619,0.5591397849462365,0.5726122950819672,27,50,0.5952380952380952,0.54,0.1111111111111111,0,5,0.05952381,0,0,4,11,0.13095238095238096,0.36363636363636365,1,5
Vit Krejci,ATL,92,1529,386,44,0.11253196930946291,12,20,0.6,6,16,0.375,2,0.5833333333333334,0.5789473684210527,0.5753928571428572,11,16,0.4444444444444444,0.6875,0.090909091,3,5,0.1388888888888889,0.6,1,3,11,0.3055555555555556,0.2727272727272727,1,0
Keon Ellis,SAC,96,1521,379,45,0.092975207,7,15,0.4666666666666667,7,19,0.3684210526315789,10,0.5147058823529411,0.5625,0.49682941176470596,5,9,0.2647058823529412,0.5555555555555556,0,2,8,0.23529411764705882,0.25,1,5,11,0.3235294117647059,0.45454545454545453,0.8,6
Trayce Jackson-Davis,GSW,89,1503,394,140,0.19801980198019803,61,113,0.5398230088495575,0,1,0,18,0.5350877192982456,0.5343511450381679,0.6060318181818182,60,104,0.9122807017543859,0.5769230769230769,0.13333333333333333,0,1,0.00877193,0,0,0,0,0,0,0,7
Rodney McGruder,DET,99,1472,376,70,0.12797074954296161,19,32,0.59375,8,23,0.34782608695652173,8,0.5636363636363636,0.5932203389830508,0.5192310810810812,13,18,0.32727272727272727,0.7222222222222222,0.15384615384615385,2,8,0.14545454545454545,0.25,0.5,6,15,0.2727272727272727,0.4,1,5
Armoni Brooks,BKN,84,1468,385,55,0.099457505,4,12,0.3333333333333333,14,31,0.45161290322580644,5,0.5813953488372093,0.5978260869565217,0.4988033333333334,3,7,0.16279069767441862,0.42857142857142855,0.6666666666666666,2,8,0.18604651162790697,0.25,1,12,23,0.5348837209302325,0.5217391304347826,0.75,4
Rajon Rondo,CLE,84,1467,314,24,0.056074766355140186,6,11,0.5454545454545454,4,12,0.3333333333333333,0,0.5217391304347826,0.5217391304347826,0.44690416666666666,2,6,0.2608695652173913,0.3333333333333333,0.5,1,1,0.043478260869565216,1,0,3,11,0.4782608695652174,0.2727272727272727,1,7
Jordan Hawkins,NOP,78,1463,370,51,0.076347305,12,23,0.5217391304347826,7,25,0.28,6,0.46875,0.49,0.4934175675675676,4,5,0.10416666666666667,0.8,0,2,6,0.125,0.3333333333333333,1,5,19,0.3958333333333333,0.2631578947368421,1,4
Vasilije Micic,CHA,73,1459,297,32,0.061302682,8,18,0.4444444444444444,5,16,0.3125,1,0.45588235294117646,0.45714285714285713,0.5051571428571429,3,7,0.20588235294117646,0.42857142857142855,0.6666666666666666,0,1,0.029411764705882353,0,0,5,15,0.4411764705882353,0.3333333333333333,0.6,4
Eric Paschall,UTA,98,1431,257,88,0.12307692307692308,29,46,0.6304347826086957,4,14,0.2857142857142857,18,0.5833333333333334,0.6376811594202898,0.5715666666666667,23,36,0.6,0.6388888888888888,0.17391304347826086,2,3,0.05,0.6666666666666666,1,2,11,0.18333333333333332,0.18181818181818182,1,2
DeMarcus Cousins,DEN,89,1430,318,147,0.18467336683417085,52,101,0.5148514851485149,4,13,0.3076923076923077,31,0.5087719298245614,0.5568181818181818,0.5841432098765432,46,83,0.7280701754385965,0.5542168674698795,0.086956522,0,1,0.00877193,0,0,4,12,0.10526315789473684,0.3333333333333333,1,7
AJ Green,MIL,113,1414,281,63,0.10824742268041238,1,7,0.14285714285714285,20,35,0.5714285714285714,1,0.7380952380952381,0.7325581395348837,0.5492760869565217,0,5,0.11904761904761904,0,0,7,10,0.23809523809523808,0.7,1,13,25,0.5952380952380952,0.52,0.8461538461538461,3
Jonathan Isaac,ORL,90,1393,369,172,0.2945205479452055,62,100,0.62,5,13,0.38461538461538464,33,0.6150442477876106,0.6466165413533834,0.5804653846153847,57,86,0.7610619469026548,0.6627906976744186,0.070175439,1,7,0.061946902654867256,0.14285714285714285,1,4,6,0.053097345,0.6666666666666666,1,6
