Name,TeamAbbreviation,GamesPlayed,Minutes,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,2pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,3pt And 1 Free Throw Trips,NonShootingFoulsDrawn,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct
Jevon Carter,CHI,290,4489,70,7,18,5,0,0,15,0.012482662968099861,0.033707865168539325,0
Aaron Holiday,HOU,284,4445,255,13,97,20,2,0,32,0.064663619,0.10694597574421169,0.003205128
Marvin Bagley III,WAS,199,4437,484,0,248,61,0,0,25,0.12563323201621074,0.14850299401197606,0
Darius Bazley,UTA,176,4406,430,1,226,45,0,0,10,0.13040969417195614,0.20232766338406447,0
Quentin Grimes,DAL,190,4382,200,0,73,19,14,8,23,0.063281825,0.16590909090909092,0.014145810663764961
Landry Shamet,WAS,216,4373,256,8,74,17,27,7,23,0.063442211,0.13479052823315119,0.025886865
Santi Aldama,MEM,195,4331,294,0,111,35,11,3,36,0.077415227,0.13309352517985612,0.013717421124828532
Brandon Clarke,MEM,209,4330,406,0,214,85,2,1,28,0.13382899628252787,0.1440107671601615,0.015625
Isaiah Joe,OKC,268,4289,217,8,49,15,31,6,24,0.052493438,0.1279373368146214,0.02716915
Troy Brown Jr.,DET,235,4264,123,3,56,18,0,0,13,0.049513705,0.11067193675889328,0
Joe Harris,DET,173,4261,99,2,33,8,9,4,10,0.031343284,0.075,0.01
Jalen McDaniels,TOR,232,4249,311,1,156,44,4,0,16,0.1095890410958904,0.16595744680851063,0.007692308
Cody Martin,CHA,182,4230,222,0,104,26,4,1,15,0.096428571,0.14565826330532214,0.009852217
Josh Okogie,PHX,253,4217,476,1,212,36,4,1,38,0.17536704730831973,0.280794702,0.006369427
Aaron Wiggins,OKC,221,4214,242,1,123,33,0,0,13,0.090574374,0.13898305084745763,0
Mo Bamba,LAC,233,4193,260,3,128,31,0,0,17,0.085504342,0.14382022471910114,0
Terrence Ross,PHX,172,4125,302,19,92,28,34,8,21,0.073043478,0.10076670317634173,0.041871921
Xavier Tillman Sr.,BOS,242,4080,265,0,132,38,0,0,20,0.10810810810810811,0.13253012048192772,0
Cam Reddish,LAL,180,4075,337,0,160,26,1,0,19,0.11557788944723618,0.19875776397515527,0.00170068
Andrew Nembhard,IND,154,4043,134,1,59,18,0,0,17,0.045914396887159536,0.071256039,0
Jaxson Hayes,LAL,258,4040,496,1,252,70,1,0,30,0.20602605863192183,0.225201072,0.009174312
Jalen Duren,DET,151,4000,404,0,202,52,0,0,26,0.16369529983792544,0.16449511400651465,0
Jeremy Sochan,SAS,141,3958,302,0,156,40,0,0,14,0.099363057,0.13109243697478992,0
Daniel Theis,NOP,196,3944,254,0,113,28,0,0,27,0.091497976,0.12899543378995434,0
Montrezl Harrell,PHI,197,3902,653,0,342,107,0,0,38,0.21348314606741572,0.2179732313575526,0
Jalen Johnson,ATL,171,3887,306,1,157,43,0,0,16,0.10221354166666667,0.14080717488789238,0
Damion Lee,PHX,198,3879,229,8,64,13,4,2,51,0.057823129,0.1191806331471136,0.006259781
Robert Williams III,POR,161,3863,226,0,116,40,0,0,16,0.12393162393162394,0.12473118279569892,0
Tre Mann,CHA,181,3857,217,12,102,31,3,1,14,0.064063453,0.11062906724511931,0.0041841
Chuma Okeke,ORL,189,3831,133,0,61,12,1,0,10,0.051607445008460234,0.12151394422310757,0
Zach Collins,SAS,184,3809,401,1,165,44,0,0,52,0.10679611650485436,0.14473684210526316,0
Oshae Brissett,BOS,208,3796,457,0,214,36,8,1,21,0.1676829268292683,0.27365728900255754,0.011320754716981131
Richaun Holmes,WAS,191,3778,328,2,161,52,0,0,26,0.13089430894308943,0.13394342762063227,0
Ben Simmons,BKN,133,3767,367,0,157,36,0,0,45,0.14443422263109476,0.14604651162790697,0
Theo Maledon,PHX,177,3753,324,5,145,38,2,0,31,0.10777126099706745,0.18733850129198967,0.003389831
Thaddeus Young,PHX,207,3732,203,0,106,47,0,0,19,0.081601232,0.090987124,0
Jalen Smith,CHI,229,3730,384,1,180,50,1,0,35,0.11558109833971902,0.17716535433070865,0.001818182
Walker Kessler,UTA,155,3691,297,0,136,41,0,0,30,0.140641158,0.1439153439153439,0
Nick Richards,CHA,209,3647,462,1,238,64,0,0,24,0.23333333333333334,0.234251969,0
Sam Hauser,BOS,205,3631,38,3,12,3,0,0,6,0.010398613518197574,0.062176166,0
Christian Braun,DEN,180,3610,274,1,137,30,0,0,15,0.12431941923774954,0.1747448979591837,0
Ochai Agbaji,TOR,161,3590,145,1,70,21,3,0,8,0.067843866,0.12962962962962962,0.005597015
Danilo Gallinari,MIL,166,3523,428,39,158,21,7,0,37,0.11735419630156473,0.20844327176781002,0.010802469135802469
Bismack Biyombo,OKC,202,3520,300,0,121,34,0,0,47,0.14919852034525277,0.14938271604938272,0
Dennis Smith Jr.,BKN,170,3507,254,2,103,21,5,1,26,0.089256198,0.11431742508324085,0.016181229773462782
Hamidou Diallo,WAS,168,3496,488,0,255,68,0,0,22,0.16346153846153846,0.18695014662756598,0
Carmelo Anthony,LAL,138,3483,313,18,114,20,15,6,26,0.079900125,0.13073394495412843,0.019178082191780823
Eric Bledsoe,LAC,125,3472,312,0,140,44,6,0,29,0.1123076923076923,0.18041237113402062,0.011450381679389313
Jose Alvarado,NOP,182,3454,202,6,75,10,4,0,19,0.060862866,0.11194029850746269,0.006369427
Danny Green,PHI,144,3445,55,1,8,1,9,4,10,0.018338727076591153,0.044198895,0.012064343163538873
Davis Bertans,CHA,201,3436,203,22,15,4,40,10,29,0.046296296296296294,0.094339623,0.038872691933916424
Aleksej Pokusevski,CHA,168,3429,168,0,73,8,2,1,13,0.057692307692307696,0.099184783,0.003546099
Ziaire Williams,BKN,171,3403,196,3,80,16,7,0,13,0.07008965,0.12759170653907495,0.01
Malaki Branham,SAS,159,3377,153,6,72,16,1,1,10,0.052480230050323505,0.087061669,0.00177305
Jaylen Nowell,NOP,190,3367,266,7,129,38,3,2,17,0.081683168,0.12684365781710916,0.005008347
Wesley Matthews,ATL,195,3365,121,3,36,6,9,1,14,0.057441253263707574,0.16981132075471697,0.014440433
Jordan Nwora,TOR,206,3358,207,2,101,30,3,2,14,0.073602265,0.1293213828425096,0.004746835
Austin Rivers,MIN,155,3341,114,1,48,10,1,0,10,0.058125741,0.1415929203539823,0.001984127
Shaedon Sharpe,POR,128,3326,289,4,128,29,2,0,26,0.092067989,0.1509433962264151,0.003546099
Keita Bates-Diop,BKN,209,3318,274,1,144,42,3,1,10,0.13802816901408452,0.18461538461538463,0.010526315789473684
Chimezie Metu,DET,213,3315,271,0,134,23,0,0,14,0.11148086522462562,0.15820543093270367,0
Ricky Rubio,CLE,135,3308,288,23,91,14,4,0,44,0.081335616,0.13112391930835735,0.008438819
Jordan McLaughlin,SAC,232,3302,120,2,37,8,0,0,26,0.046307885,0.085450346,0
Raul Neto,CLE,182,3280,227,5,88,20,2,0,30,0.084269663,0.11891891891891893,0.006097561
Javonte Green,NOP,171,3264,233,0,117,28,3,0,8,0.14545454545454545,0.20347826086956522,0.012
Markelle Fultz,ORL,129,3263,226,2,96,38,0,0,35,0.071535022,0.079734219,0
Rudy Gay,UTA,174,3211,230,6,93,16,10,2,14,0.074691806,0.12236842105263158,0.016155089
Chris Duarte,CHI,172,3207,225,4,94,19,9,2,15,0.080760095,0.13642960812772134,0.013937282229965157
Lamar Stevens,MEM,203,3193,237,2,112,29,0,0,17,0.1050656660412758,0.1341317365269461,0
Ish Smith,CHA,195,3188,65,0,28,7,0,0,7,0.027000964,0.031076582,0
Goga Bitadze,ORL,216,3182,325,0,144,37,1,0,35,0.14442231075697212,0.1811320754716981,0.004784689
Dyson Daniels,ATL,143,3176,130,0,54,12,0,0,15,0.063305979,0.1,0
Nassir Little,PHX,189,3163,205,0,91,27,3,0,21,0.096311475,0.1780821917808219,0.006451613
Furkan Korkmaz,PHI,194,3129,222,1,81,19,10,1,26,0.078993056,0.15517241379310345,0.015873015873015872
R.J. Hampton,MIA,170,3116,277,3,125,24,2,0,20,0.11298932384341637,0.1717032967032967,0.005050505
Garrett Temple,TOR,175,3108,117,2,46,13,0,0,18,0.054892601,0.11948051948051948,0
Trendon Watford,BKN,184,3106,323,3,161,40,0,0,18,0.14663023679417123,0.17829457364341086,0
Lonzo Ball,CHI,98,3094,92,0,33,8,4,3,14,0.032258065,0.0825,0.005354752
Brandon Miller,CHA,94,3071,234,8,106,30,6,2,17,0.072171651,0.12879708383961117,0.006993007
Bones Hyland,LAC,172,3039,265,19,84,15,8,2,37,0.060248854,0.125,0.009356725
Malachi Flynn,DET,213,3032,184,7,64,16,8,4,25,0.063047285,0.11072664359861592,0.014184397163120567
Haywood Highsmith,MIA,159,3006,88,0,31,9,3,0,12,0.046961326,0.093373494,0.007653061
Svi Mykhailiuk,UTA,201,3003,139,7,42,7,11,3,14,0.047321429,0.096551724,0.016058394160583942
JaMychal Green,GSW,182,3002,217,0,106,20,1,0,11,0.10288461538461538,0.17491749174917492,0.002304147
Danuel House Jr.,PHI,168,2975,227,2,103,22,7,3,13,0.12835472578763127,0.24523809523809523,0.016018306636155607
DeAndre Jordan,DEN,190,2948,241,0,118,29,0,0,17,0.16619718309859155,0.16666666666666666,0
Moses Moody,GSW,204,2938,217,0,102,29,10,4,9,0.1069723018147087,0.19844357976653695,0.018761726
Paul Reed,DET,226,2932,173,0,96,31,0,0,4,0.099895942,0.10971428571428571,0
Miles McBride,NYK,190,2922,128,2,39,7,8,3,19,0.048654244306418216,0.096774194,0.014209591474245116
Dario Saric,DEN,181,2910,274,0,133,36,0,0,22,0.11625874125874126,0.19616519174041297,0
Bryn Forbes,MIN,170,2908,163,7,41,9,27,7,8,0.054954204829308906,0.081836327,0.035714286
Ty Jerome,CLE,152,2860,167,7,80,19,1,1,9,0.073636364,0.13675213675213677,0.001941748
Juan Toscano-Anderson,SAC,189,2854,125,0,47,13,0,0,20,0.074249605,0.11547911547911548,0
Isaiah Roby,SAS,148,2847,274,2,127,23,1,0,18,0.12648221343873517,0.17092866756393002,0.003717472
Simone Fontecchio,DET,141,2825,138,1,52,11,10,3,10,0.060311284,0.12530120481927712,0.016313214
James Wiseman,IND,148,2799,287,0,138,35,0,0,23,0.12332439678284182,0.13043478260869565,0
Tristan Thompson,CLE,168,2790,294,0,116,27,0,0,46,0.14129110840438489,0.14268142681426815,0
Mike Muscala,OKC,194,2783,170,12,56,12,11,3,15,0.066009852,0.1568627450980392,0.016717325227963525
Kris Dunn,LAC,131,2764,117,0,60,17,0,0,7,0.071343639,0.099009901,0
George Hill,IND,130,2758,167,14,42,9,4,1,32,0.068249258,0.11602209944751381,0.012820513
Tari Eason,HOU,126,2752,221,2,114,28,1,0,8,0.10070052539404553,0.1336459554513482,0.003460208
Jeremiah Robinson-Earl,NOP,156,2743,138,0,67,8,0,0,5,0.076222981,0.1342685370741483,0
Victor Wembanyama,SAS,90,2717,435,13,192,49,9,4,35,0.1197854588796186,0.1735985533453888,0.015734265734265736
Keyonte George,UTA,97,2717,290,10,117,28,18,4,14,0.11065573770491803,0.19630872483221476,0.028846153846153848
Taj Gibson,CHA,178,2717,157,0,67,13,0,0,18,0.11672473867595819,0.13814432989690723,0
Blake Griffin,BOS,143,2714,225,2,96,28,2,0,27,0.10606060606060606,0.18972332015810275,0.004784689
Goran Dragic,MIL,129,2704,200,0,68,13,4,1,33,0.065514104,0.10559006211180125,0.008791209
Khem Birch,TOR,142,2682,205,0,101,20,1,0,10,0.14697406340057637,0.1616,0.014492753623188406
Chet Holmgren,OKC,92,2677,324,1,157,37,3,0,17,0.13479359730412804,0.19674185463659147,0.007712082
Facundo Campazzo,DAL,138,2661,171,1,45,11,5,2,37,0.075642965,0.18907563025210083,0.011820331
Derrick Rose,MEM,127,2652,197,4,96,17,2,0,6,0.075968992,0.099688474,0.006116208
David Roddy,ATL,149,2640,146,0,74,16,0,0,7,0.079144385,0.1383177570093458,0
Gary Payton II,GSW,170,2636,103,0,47,15,0,0,12,0.064383562,0.094,0
Kendrick Nunn,WAS,126,2614,101,6,40,9,1,0,11,0.035964912280701755,0.067114094,0.001838235
Stanley Johnson,SAS,139,2569,168,0,81,22,0,0,14,0.12180451127819548,0.21148825065274152,0
Yuta Watanabe,MEM,180,2560,133,0,62,10,1,1,9,0.087743733,0.1884498480243161,0.002570694
Luke Kornet,BOS,196,2545,128,0,64,18,0,0,9,0.10756302521008404,0.12379110251450677,0
JaVale McGee,SAC,208,2544,299,0,142,42,0,0,28,0.12944393801276208,0.13498098859315588,0
Jabari Walker,POR,147,2524,229,0,110,29,0,0,18,0.12987012987012986,0.1732283464566929,0
Brandin Podziemski,GSW,96,2510,107,4,48,16,1,0,8,0.060869565,0.097959184,0.003174603
Jaime Jaquez Jr.,MIA,93,2499,219,1,108,24,1,1,13,0.11834961997828447,0.1581259150805271,0.004201681
Julian Champagnie,SAS,115,2499,148,1,44,9,24,4,2,0.08131068,0.1588447653429603,0.042047532
Jock Landale,HOU,193,2486,230,0,107,29,0,0,23,0.12270642201834862,0.1638591117917305,0
Zeke Nnaji,DEN,209,2472,209,0,91,17,1,0,21,0.12568306010928962,0.18346774193548387,0.004237288
Kemba Walker,DAL,89,2461,241,7,80,20,18,3,23,0.083191851,0.137221269,0.030252100840336135
James Johnson,IND,143,2460,141,1,72,20,0,0,8,0.096128171,0.13688212927756654,0
Toumani Camara,POR,94,2459,125,0,55,11,1,1,12,0.08320951,0.1371571072319202,0.003676471
Terence Davis,SAC,155,2451,142,2,67,21,1,0,12,0.059964726631393295,0.14135021097046413,0.001515152
Bilal Coulibaly,WAS,84,2441,200,2,103,26,0,0,7,0.1446629213483146,0.22440087145969498,0
Isaiah Jackson,IND,163,2438,350,0,164,38,0,0,30,0.18101545253863136,0.18807339449541285,0
Dalano Banton,POR,171,2399,240,2,118,28,0,0,14,0.10640216411181244,0.16164383561643836,0
Josh Jackson,SAC,113,2390,295,3,137,36,4,2,23,0.12702702702702703,0.1900138696255201,0.010282776349614395
Victor Oladipo,MIA,83,2359,236,6,88,18,8,3,25,0.085181899,0.13858267716535433,0.016260162601626018
Thomas Bryant,MIA,144,2348,248,0,128,37,0,0,14,0.1461187214611872,0.17902097902097902,0
Alex Len,SAC,195,2334,233,0,116,21,0,0,11,0.17008797653958943,0.1850079744816587,0
Robin Lopez,MIL,160,2329,211,0,89,27,0,0,31,0.1141025641025641,0.1196236559139785,0
Otto Porter Jr.,TOR,114,2329,114,1,45,13,2,1,16,0.063599459,0.11904761904761904,0.005540166
Damian Jones,CLE,175,2309,239,0,121,35,0,0,15,0.19738988580750408,0.2208029197080292,0
Nerlens Noel,BKN,106,2303,112,0,44,9,0,0,16,0.12429378531073447,0.12716763005780346,0
Cason Wallace,OKC,105,2297,44,0,24,6,0,0,1,0.039087948,0.077669903,0
Bol Bol,PHX,165,2252,153,0,72,26,6,1,9,0.1,0.12478336221837089,0.029556650246305417
Jericho Sims,NYK,161,2249,76,0,37,12,0,0,7,0.13805970149253732,0.13857677902621723,0
Peyton Watson,DEN,125,2222,169,1,83,13,0,0,8,0.11448275862068966,0.16306483300589392,0
Lou Williams,ATL,122,2222,251,2,93,16,14,0,19,0.10122989593188268,0.12109375,0.048442907
Tomas Satoransky,WAS,113,2213,133,1,62,20,2,0,11,0.11347517730496454,0.1585677749360614,0.011560693641618497
Scoot Henderson,POR,79,2211,254,0,107,19,4,0,25,0.10461828463713478,0.1453804347826087,0.012307692307692308
Kevin Knox II,DET,166,2199,124,3,59,14,0,0,9,0.074589128,0.16032608695652173,0
Ben McLemore,POR,117,2190,141,9,29,7,20,2,13,0.050901379,0.12663755458515283,0.026610644
Elfrid Payton,NOP,120,2177,141,0,69,21,0,0,12,0.077441077,0.089147287,0
Enes Freedom,BOS,107,2169,192,0,94,28,0,0,17,0.1298342541436464,0.13146853146853146,0
Jordan Goodwin,MEM,121,2167,128,0,56,14,0,0,14,0.071794872,0.1076923076923077,0
Dwight Howard,LAL,129,2166,356,0,166,33,0,0,29,0.2534351145038168,0.267741935,0
Willy Hernangomez,NOP,133,2143,338,2,153,33,1,0,30,0.17401129943502824,0.1797884841363102,0.029411764705882353
Josh Christopher,HOU,138,2120,173,1,74,17,1,0,18,0.084554679,0.12171052631578948,0.003584229
Markieff Morris,DAL,142,2088,75,1,29,6,4,0,3,0.046413502109704644,0.084548105,0.010869565217391304
Justise Winslow,POR,103,2058,129,0,56,6,1,0,10,0.079608939,0.10181818181818182,0.006024096
Andre Iguodala,GSW,102,2054,61,0,20,3,0,0,12,0.049875312,0.14705882352941177,0
Isaiah Livers,DET,94,2051,71,3,23,4,6,0,4,0.055876685934489405,0.13609467455621302,0.017142857142857144
John Wall,LAC,74,2043,324,3,164,38,1,1,15,0.13865546218487396,0.1971153846153846,0.002793296
Amen Thompson,HOU,86,2034,248,0,128,34,0,0,12,0.17438692098092642,0.19814241486068113,0
JT Thor,CLE,168,2027,89,0,38,8,2,0,8,0.077669903,0.13620071684587814,0.008474576
Jaden Hardy,DAL,143,2018,180,2,79,19,0,0,20,0.078606965,0.13957597173144876,0
Serge Ibaka,MIL,111,2018,110,0,51,17,1,0,10,0.069333333,0.098646035,0.004291845
D.J. Augustin,LAL,112,2012,137,12,27,4,14,2,19,0.068333333,0.13043478260869565,0.035623409669211195
Avery Bradley,LAL,89,2008,33,3,12,2,0,0,4,0.022598870056497175,0.054545455,0
DeAndre' Bembry,MIL,107,1998,101,0,51,10,1,0,3,0.10590631364562118,0.12718204488778054,0.011111111111111112
Brandon Boston Jr.,NOP,127,1961,188,4,75,11,4,2,18,0.087680355,0.12135922330097088,0.014134275618374558
Juancho Hernangomez,TOR,134,1958,147,0,72,16,3,1,6,0.12998266897746968,0.2656826568265683,0.009803922
Saben Lee,PHX,134,1943,256,0,118,17,1,0,17,0.17894736842105263,0.2205607476635514,0.007692308
Day'Ron Sharpe,BKN,144,1908,225,0,113,31,0,0,16,0.15983026874115983,0.16815476190476192,0
Frank Jackson,UTA,94,1907,179,7,63,15,17,5,10,0.095351609,0.15869017632241814,0.038461538461538464
Anthony Gill,WAS,197,1903,189,0,80,18,1,0,21,0.14673913043478262,0.1895734597156398,0.007692308
Max Christie,LAL,131,1899,103,1,43,4,2,1,8,0.091836735,0.16475095785440613,0.008733624
Romeo Langford,SAS,109,1898,110,0,54,14,0,0,8,0.098360656,0.14025974025974025,0
Cody Zeller,NOP,133,1896,241,0,104,21,0,0,28,0.16828478964401294,0.17900172117039587,0
Gradey Dick,TOR,79,1885,127,3,44,7,5,0,15,0.064136126,0.11609498680738786,0.012987012987012988
Sterling Brown,LAL,104,1881,46,1,16,3,2,1,6,0.035433071,0.080808081,0.006451613
Kent Bazemore,LAL,106,1878,95,0,41,9,0,0,11,0.072824156,0.13712374581939799,0
Dwayne Bacon,ORL,72,1853,176,4,81,18,4,1,9,0.10732323232323232,0.13917525773195877,0.019047619
Sam Merrill,CLE,123,1835,50,6,8,1,4,2,11,0.018575851393188854,0.086021505,0.007233273
Wayne Ellington,LAL,89,1822,46,12,2,0,7,2,6,0.015463917525773196,0.021978022,0.014256619144602852
Tony Snell,NOP,100,1815,15,0,6,2,3,2,0,0.025936599423631124,0.055045872,0.012605042016806723
Jaylin Williams,OKC,118,1811,95,0,45,9,0,0,6,0.090361446,0.18672199170124482,0
Moses Brown,IND,150,1804,306,0,141,30,0,0,27,0.21107784431137724,0.21107784431137724,0
Jake LaRavia,MEM,95,1804,177,2,76,13,2,0,14,0.1270358306188925,0.23100303951367782,0.007017544
Anthony Black,ORL,95,1787,140,0,56,13,1,0,18,0.12127659574468085,0.18064516129032257,0.00625
Trent Forrest,ATL,151,1758,87,0,40,9,0,0,8,0.098280098,0.11695906432748537,0
Blake Wesley,SAS,117,1757,141,0,69,10,1,0,5,0.12589928057553956,0.16121495327102803,0.0078125
Kira Lewis Jr.,UTA,131,1745,105,3,46,10,2,0,7,0.068473609,0.1013215859030837,0.008097166
Nemanja Bjelica,GSW,108,1738,132,3,52,12,1,0,17,0.091537133,0.1511627906976744,0.004255319
Timothe Luwawu-Cabarrot,ATL,110,1735,84,2,37,7,3,1,5,0.069686411,0.17535545023696683,0.008264463
Dereck Lively II,DAL,74,1734,132,0,65,16,0,0,8,0.14573991031390135,0.1463963963963964,0
LaMarcus Aldridge,BKN,73,1725,149,1,79,24,0,0,7,0.097651422,0.11566617862371889,0
Caleb Houstan,ORL,126,1716,46,4,12,2,3,0,6,0.033018868,0.1643835616438356,0.005698006
Hassan Whiteside,UTA,101,1708,246,0,113,26,0,0,23,0.17628705148205928,0.1765625,0
Wenyen Gabriel,MEM,120,1704,148,0,70,24,0,0,15,0.14056224899598393,0.17676767676767677,0
Dewayne Dedmon,PHI,121,1702,176,0,76,20,0,0,21,0.13523131672597866,0.1613588110403397,0
Jeremy Lamb,SAC,92,1701,181,6,75,19,3,0,19,0.11436950146627566,0.1968503937007874,0.009966777
Derrick Favors,OKC,107,1692,105,0,52,13,0,0,7,0.11206896551724138,0.11659192825112108,0
Sandro Mamukelashvili,SAS,147,1679,128,0,60,12,0,0,10,0.1001669449081803,0.17191977077363896,0
Bryce McGowens,POR,106,1671,165,0,84,18,1,1,7,0.17,0.26498422712933756,0.005464481
Ausar Thompson,DET,68,1659,126,0,65,16,0,0,6,0.11648745519713262,0.14908256880733944,0
Frank Ntilikina,CHA,143,1657,78,2,31,5,1,1,7,0.068230277,0.13191489361702127,0.004273504
Kessler Edwards,DAL,141,1656,43,0,20,7,0,0,5,0.043763676,0.094339623,0
Solomon Hill,ATL,84,1653,46,0,23,6,0,0,3,0.068656716,0.20909090909090908,0
Rodney Hood,LAC,107,1652,47,2,22,6,1,0,2,0.052995391705069124,0.096069869,0.004878049
Maurice Harkless,SAC,84,1635,71,0,33,6,1,0,3,0.090909091,0.17553191489361702,0.005376344
Anthony Lamb,GSW,88,1618,81,0,30,9,2,0,12,0.070021882,0.16393442622950818,0.00729927
Kris Murray,POR,83,1615,76,0,42,12,0,0,2,0.088235294,0.16153846153846155,0
Lindy Waters III,GSW,123,1609,32,4,9,1,3,0,2,0.021052631578947368,0.088235294,0.006410256
Bruno Fernando,TOR,162,1607,200,0,96,23,0,0,16,0.18532818532818532,0.18972332015810275,0
Edmond Sumner,BKN,106,1597,191,0,101,25,2,1,4,0.16401273885350318,0.2234513274336283,0.011363636363636364
Vince Williams Jr.,MEM,70,1586,136,11,45,5,2,0,17,0.097916667,0.19313304721030042,0.008097166
AJ Griffin,ATL,92,1572,49,0,23,4,1,0,2,0.03902439,0.07278481,0.003344482
Marcus Sasser,DET,87,1562,72,3,27,5,0,0,10,0.044262295,0.079881657,0
Keon Johnson,BKN,104,1547,115,0,44,7,2,0,14,0.07165109,0.12021857923497267,0.007246377
PJ Dozier,MIN,91,1538,85,0,43,12,1,0,4,0.084291188,0.14098360655737704,0.004608295
Paul Millsap,PHI,89,1538,122,0,50,15,5,0,11,0.098920863,0.13404825737265416,0.027322404
Vit Krejci,ATL,92,1529,39,0,19,3,2,1,0,0.058659218,0.12337662337662338,0.009803922
Keon Ellis,SAC,96,1521,67,1,19,5,4,0,11,0.062330623,0.17117117117117117,0.015503875968992248
Trayce Jackson-Davis,GSW,89,1503,162,0,89,24,0,0,4,0.1701720841300191,0.1708253358925144,0
Rodney McGruder,DET,99,1472,56,0,24,5,1,0,5,0.053533191,0.12060301507537688,0.003731343
Armoni Brooks,BKN,84,1468,35,4,11,3,4,1,1,0.027881040892193308,0.1134020618556701,0.009070295
Rajon Rondo,CLE,84,1467,43,0,9,2,1,0,9,0.022613065326633167,0.040723982,0
Jordan Hawkins,NOP,78,1463,111,17,26,1,10,2,9,0.058536585,0.10699588477366255,0.026881720430107527
Vasilije Micic,CHA,73,1459,85,1,35,8,2,0,8,0.071856287,0.11551155115511551,0.005050505
Eric Paschall,UTA,98,1431,180,0,92,28,2,0,9,0.15692821368948248,0.21149425287356322,0.012195121951219513
DeMarcus Cousins,DEN,89,1430,206,1,89,25,4,1,20,0.13237410071942446,0.20412844036697247,0.011583011583011582
AJ Green,MIL,113,1414,29,4,2,0,3,2,8,0.011235955056179775,0.033333333,0.007792208
Jonathan Isaac,ORL,90,1393,119,0,50,15,4,1,11,0.11020408163265306,0.16556291390728478,0.021276596
Thanasis Antetokounmpo,MIL,176,1386,119,0,54,8,1,0,8,0.14175257731958762,0.16119402985074627,0.018867924528301886
Vlatko Cancar,DEN,120,1381,68,0,34,10,0,0,5,0.091644205,0.16267942583732056,0
Brad Wanamaker,WAS,84,1373,126,7,59,20,1,0,9,0.14423076923076922,0.18849840255591055,0.009708738
CJ Elleby,POR,88,1367,99,0,46,9,2,0,5,0.1162227602905569,0.18326693227091634,0.012345679012345678
Mark Williams,CHA,65,1366,166,0,81,16,0,0,10,0.16804979253112035,0.16804979253112035,0
Duane Washington Jr.,PHX,79,1362,85,1,38,9,1,1,7,0.054775280898876406,0.098445596,0.003067485
Semi Ojeleye,LAC,86,1356,61,0,27,7,0,0,7,0.079411765,0.20454545454545456,0
Nikola Jovic,MIA,75,1355,86,0,38,9,1,0,8,0.083333333,0.1688888888888889,0.004115226
Trey Burke,DAL,104,1355,80,3,27,4,3,0,9,0.050505050505050504,0.07826087,0.012048192771084338
MarJon Beauchamp,MIL,111,1343,69,1,33,3,1,0,1,0.074561404,0.14347826086956522,0.004424779
Ish Wainright,PHX,116,1336,45,1,16,3,0,0,7,0.043478260869565216,0.13793103448275862,0
Omer Yurtseven,UTA,113,1335,95,0,48,17,0,0,8,0.098159509,0.10738255033557047,0
Trevor Ariza,LAL,54,1303,62,0,22,3,2,0,7,0.066481994,0.15492957746478872,0.00913242
Duop Reath,POR,81,1297,93,2,49,12,0,0,3,0.087188612,0.1644295302013423,0
David Nwaba,HOU,76,1288,135,0,69,17,0,0,8,0.1547085201793722,0.20658682634730538,0
Gorgui Dieng,SAS,113,1282,106,0,50,12,0,0,9,0.11627906976744186,0.2304147465437788,0
Tony Bradley,CHI,109,1266,88,0,43,6,0,0,4,0.11653116531165311,0.11911357340720222,0
Denzel Valentine,UTA,86,1258,17,1,5,2,0,0,4,0.010309278350515464,0.025510204081632654,0
Jalen Wilson,BKN,66,1240,86,3,35,9,0,0,11,0.096418733,0.17326732673267325,0
Daishen Nix,MIN,99,1239,74,0,32,4,0,0,7,0.089635854,0.18497109826589594,0
GG Jackson II,MEM,48,1233,153,2,73,11,0,0,8,0.1168,0.2153392330383481,0
Dalen Terry,CHI,122,1231,92,0,40,6,0,0,9,0.11869436201780416,0.19138755980861244,0
Usman Garuba,GSW,105,1227,56,0,23,6,0,0,8,0.094262295,0.1402439024390244,0
Dante Exum,DAL,61,1204,70,0,31,5,1,0,5,0.090140845,0.13191489361702127,0.008333333
Jared Butler,WAS,105,1182,74,2,31,11,0,0,11,0.063394683,0.10801393728222997,0
Johnny Davis,WAS,95,1178,60,2,24,5,1,0,5,0.064267352,0.090225564,0.008130081
Terry Taylor,CHI,95,1165,67,0,36,9,0,0,2,0.099722992,0.12203389830508475,0
Scotty Pippen Jr.,MEM,52,1142,117,2,49,11,2,1,13,0.10805084745762712,0.15123456790123457,0.013513513513513514
Frank Kaminsky,HOU,92,1131,96,0,47,10,0,0,6,0.1111111111111111,0.16206896551724137,0
Brandon Goodwin,CLE,83,1121,81,0,29,10,1,0,15,0.075566751,0.12184873949579832,0.006289308
Ousmane Dieng,OKC,88,1119,50,0,26,6,0,0,2,0.069148936,0.1511627906976744,0
Skylar Mays,LAL,105,1111,64,4,28,8,0,0,6,0.068459658,0.10606060606060606,0
Ben Sheppard,IND,70,1086,26,1,10,3,0,0,4,0.033112582781456956,0.10101010101010101,0
